CD_STAT_SECTOR,CD_YEAR,MS_P75
11021A062,2023,845564.0
11022A21-,2023,818500.0
11022A21-,2023,795000.0
11023A00-,2023,355000.0
11023A00-,2023,364000.0
11023A00-,2023,399000.0
11023A02-,2023,515000.0
11023A02-,2023,242500.0
11023A03-,2023,365000.0
11023A03-,2023,365000.0
11023A10-,2023,415000.0
11023A200,2023,980000.0
11023A200,2023,885000.0
11023B32-,2023,687000.0
11023B32-,2023,687000.0
11023B330,2023,260000.0
11023B40-,2023,580000.0
11024A00-,2023,422500.0
11024A00-,2023,425000.0
11024A00-,2023,323000.0
11024A01-,2023,425000.0
11024A04-,2023,426000.0
11024A220,2023,529000.0
11029A00-,2023,440000.0
11029A00-,2023,440000.0
11029A00-,2023,276000.0
11029A02-,2023,468000.0
11029A02-,2023,468000.0
11029A11-,2023,474000.0
11029A11-,2023,474000.0
11029A12-,2023,500000.0
11029A12-,2023,500000.0
11029A201,2023,460000.0
11029A201,2023,475000.0
11029A201,2023,300000.0
11029A211,2023,654321.0
11029A242,2023,283500.0
11030A00-,2023,325000.0
11030A00-,2023,325000.0
11030A00-,2023,220000.0
11030A01-,2023,340000.0
11030A01-,2023,340000.0
11030A02-,2023,282000.0
11030A02-,2023,320000.0
11030A03-,2023,375000.0
11030A03-,2023,375000.0
11030A10-,2023,299500.0
11030A10-,2023,299500.0
11035B00-,2023,500000.0
11037A02-,2023,327000.0
11037A02-,2023,327000.0
11037C100,2023,412000.0
11037C100,2023,447500.0
11038A000,2023,385500.0
11038A000,2023,420000.0
11038A010,2023,322500.0
11038A010,2023,335000.0
11039A00-,2023,510000.0
11039A010,2023,470240.0
11039A010,2023,460480.0
11039A04-,2023,656000.0
11039A21-,2023,860000.0
11039A21-,2023,860000.0
11039B02-,2023,920000.0
11039B02-,2023,920000.0
11040A00-,2023,310000.0
11040A01-,2023,400000.0
11040A01-,2023,400000.0
11040A03-,2023,395000.0
11040A03-,2023,395000.0
11040A03-,2023,329000.0
11040A040,2023,395000.0
11040A040,2023,395000.0
11040A050,2023,375000.0
11040A050,2023,375000.0
11040A060,2023,420000.0
11040A060,2023,462500.0
11040A10-,2023,415000.0
11040A10-,2023,415000.0
11040A11-,2023,850000.0
11040A11-,2023,840000.0
11040A201,2023,369000.0
11040A201,2023,369000.0
11040A201,2023,293750.0
11040A253,2023,370000.0
11040A253,2023,370000.0
11044A001,2023,400000.0
11044A001,2023,475000.0
11044A001,2023,259000.0
11044A032,2023,401000.0
11044A032,2023,450000.0
11044A042,2023,444500.0
11044B001,2023,380000.0
11044B001,2023,380000.0
11044B022,2023,350000.0
11044B022,2023,351000.0
11044B022,2023,244000.0
11050A000,2023,335000.0
11050A000,2023,340000.0
11050A000,2023,329000.0
11052A02-,2023,413500.0
11052A02-,2023,425000.0
11052A041,2023,472000.0
11052A100,2023,440000.0
11052A100,2023,561000.0
11055A10-,2023,376000.0
11055A224,2023,630000.0
11055B110,2023,740000.0
11055B110,2023,714000.0
11056A220,2023,350000.0
11056A220,2023,350000.0
11056B00-,2023,315000.0
11056B00-,2023,315000.0
11056B00-,2023,294500.0
11056B01-,2023,325000.0
11056B01-,2023,325000.0
11056B02-,2023,357500.0
11056B02-,2023,357500.0
11057A00-,2023,270000.0
12002A012,2023,385000.0
12002A012,2023,370000.0
12002A300,2023,430000.0
12005A000,2023,420000.0
12005A000,2023,420000.0
12005A02-,2023,534000.0
12005B01-,2023,587500.0
12007A001,2023,349000.0
12007A001,2023,354500.0
12007A001,2023,325000.0
12007A021,2023,355000.0
12009A000,2023,339000.0
12009A000,2023,334000.0
12009A200,2023,380000.0
12009A200,2023,382000.0
12009A200,2023,299000.0
12014A391,2023,453500.0
12014A391,2023,432000.0
12014F091,2023,467500.0
12014F091,2023,450000.0
12021A00-,2023,309983.0
12021A00-,2023,309983.0
12021A02-,2023,359000.0
12021A02-,2023,359000.0
12021A02-,2023,291000.0
12021A03-,2023,330000.0
12021A03-,2023,330000.0
12021A03-,2023,285000.0
12021A101,2023,386000.0
12021A101,2023,386400.0
12021A101,2023,261000.0
12021A200,2023,412500.0
12021A200,2023,412500.0
12021A200,2023,335000.0
12021A301,2023,378050.0
12021A301,2023,378050.0
12021A301,2023,295000.0
12021A40-,2023,325500.0
12021A40-,2023,339000.0
12025A02-,2023,412000.0
12025A06-,2023,460000.0
12025A06-,2023,460000.0
