CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR
12025A50-,305000.0,2023
12025A50-,312500.0,2023
12025A521,215500.0,2023
12025A521,215500.0,2023
12025A620,293000.0,2023
12025A620,293000.0,2023
12025A620,187000.0,2023
12025A662,315000.0,2023
12025A662,313750.0,2023
12025A690,471250.0,2023
12025A70-,260000.0,2023
12025A70-,260000.0,2023
12025A912,220000.0,2023
12025A921,312000.0,2023
12025A921,312000.0,2023
12025A921,325117.0,2023
12025A942,315000.0,2023
12025A942,315000.0,2023
12025F00-,315000.0,2023
12026A01-,300000.0,2023
12026A040,378000.0,2023
12026A040,385000.0,2023
12026A040,255000.0,2023
12026A111,337500.0,2023
12026A122,329000.0,2023
12026A122,335000.0,2023
12026C000,280000.0,2023
12026C000,300000.0,2023
12026C10-,285000.0,2023
12026C112,395000.0,2023
12029A00-,328750.0,2023
12029A00-,332500.0,2023
12029A00-,328000.0,2023
12035A110,394500.0,2023
12035A200,285000.0,2023
12035A200,290000.0,2023
12040A01-,275500.0,2023
12040A01-,275500.0,2023
12040A411,248000.0,2023
12040A411,250000.0,2023
12040A422,265000.0,2023
12040A422,269500.0,2023
12040A512,240500.0,2023
12040A512,242000.0,2023
12040A512,248500.0,2023
12040C000,311250.0,2023
12040C000,320000.0,2023
13001A01-,261500.0,2023
13001A230,285000.0,2023
13003A101,303500.0,2023
13003A101,303500.0,2023
13004A101,340000.0,2023
13004A101,340000.0,2023
13008A030,275000.0,2023
13008A030,295000.0,2023
13008A030,210000.0,2023
13008A811,251443.0,2023
13008A900,220000.0,2023
13011A02-,302500.0,2023
13011A02-,305000.0,2023
13011A03-,222000.0,2023
13011A040,240000.0,2023
13011A100,250000.0,2023
13011A100,277000.0,2023
13011A200,354500.0,2023
13012A000,289000.0,2023
13012A000,294500.0,2023
13016A000,365500.0,2023
13016A01-,352000.0,2023
13025A00-,250000.0,2023
13025A01-,299000.0,2023
13025A03-,230569.0,2023
13025A30-,246250.0,2023
13025A30-,260000.0,2023
13025A50-,278000.0,2023
13025A50-,287000.0,2023
13025A60-,249000.0,2023
13025A700,307500.0,2023
13029A000,324500.0,2023
13031A000,325500.0,2023
13031A033,310000.0,2023
13031A033,310000.0,2023
13031A122,646500.0,2023
13031A122,646500.0,2023
13035A00-,215000.0,2023
13035A020,284500.0,2023
13036A000,248750.0,2023
13040A000,264000.0,2023
13040A000,264000.0,2023
13040A000,243000.0,2023
13040A021,325000.0,2023
13040A021,325000.0,2023
13040A031,187500.0,2023
13040A042,192000.0,2023
13040A051,245000.0,2023
13040A051,245000.0,2023
13040A100,317650.0,2023
13040A100,325000.0,2023
13040A112,281500.0,2023
13040A50-,260000.0,2023
13040A50-,260000.0,2023
13040A601,210000.0,2023
13040A613,270000.0,2023
13040A613,270000.0,2023
13040A613,240000.0,2023
13040A622,176750.0,2023
13040A700,277500.0,2023
13040A700,280000.0,2023
13040A700,254250.0,2023
