CD_STAT_SECTOR,CD_TYPE_FR_RENAMED,MS_TRANSACTIONS
56088_UNKNOWN,all houses,9
56088_UNKNOWN,apartments,2
57003A001,2-3 facades house,121
57003A001,4 or + facades house,28
57003A001,all houses,149
57003A001,apartments,45
57003A01-,2-3 facades house,30
57003A01-,4 or + facades house,1
57003A01-,all houses,31
57003A022,2-3 facades house,145
57003A022,4 or + facades house,1
57003A022,all houses,146
57003A022,apartments,7
57003A091,4 or + facades house,1
57003A091,all houses,1
57003B00-,2-3 facades house,19
57003B00-,4 or + facades house,14
57003B00-,all houses,33
57003B01-,2-3 facades house,14
57003B01-,4 or + facades house,10
57003B01-,all houses,24
57003B0PA,2-3 facades house,2
57003B0PA,4 or + facades house,1
57003B0PA,all houses,3
57003C00-,2-3 facades house,17
57003C00-,4 or + facades house,25
57003C00-,all houses,42
57003C08-,2-3 facades house,9
57003C08-,4 or + facades house,9
57003C08-,all houses,18
57003C09-,2-3 facades house,1
57003C09-,all houses,1
57003C10-,2-3 facades house,13
57003C10-,4 or + facades house,20
57003C10-,all houses,33
57003C112,2-3 facades house,3
57003C112,4 or + facades house,4
57003C112,all houses,7
57003C18-,2-3 facades house,5
57003C18-,4 or + facades house,11
57003C18-,all houses,16
57003C191,2-3 facades house,2
57003C191,4 or + facades house,5
57003C191,all houses,7
57003D00-,2-3 facades house,52
57003D00-,4 or + facades house,39
57003D00-,all houses,91
57003D08-,2-3 facades house,1
57003D08-,4 or + facades house,3
57003D08-,all houses,4
57003D182,2-3 facades house,19
57003D182,4 or + facades house,8
57003D182,all houses,27
57003E00-,2-3 facades house,55
57003E00-,4 or + facades house,22
57003E00-,all houses,77
57003E09-,2-3 facades house,11
57003E09-,4 or + facades house,2
57003E09-,all houses,13
57003E17-,2-3 facades house,2
57003E17-,4 or + facades house,2
57003E17-,all houses,4
57003F00-,2-3 facades house,55
57003F00-,4 or + facades house,7
57003F00-,all houses,62
57003F08-,2-3 facades house,1
57003F08-,4 or + facades house,1
57003F08-,all houses,2
57003F09-,2-3 facades house,8
57003F09-,4 or + facades house,1
57003F09-,all houses,9
57003F11-,2-3 facades house,9
57003F11-,4 or + facades house,3
57003F11-,all houses,12
57003_UNKNOWN,2-3 facades house,4
57003_UNKNOWN,4 or + facades house,6
57003_UNKNOWN,all houses,10
57003_UNKNOWN,apartments,2
57018A000,2-3 facades house,59
57018A000,4 or + facades house,11
57018A000,all houses,70
57018A000,apartments,3
57018A09-,2-3 facades house,10
57018A09-,4 or + facades house,22
57018A09-,all houses,32
57018B000,2-3 facades house,22
57018B000,4 or + facades house,8
57018B000,all houses,30
57018B090,2-3 facades house,4
57018B090,4 or + facades house,20
57018B090,all houses,24
57018B19-,2-3 facades house,4
57018B19-,4 or + facades house,15
57018B19-,all houses,19
57018C001,2-3 facades house,18
57018C001,4 or + facades house,12
57018C001,all houses,30
57018C001,apartments,1
57018C01-,2-3 facades house,2
57018C01-,4 or + facades house,2
57018C01-,all houses,4
57018C022,2-3 facades house,15
57018C022,4 or + facades house,21
57018C022,all houses,36
57018C082,2-3 facades house,2
57018C082,4 or + facades house,3
57018C082,all houses,5
57018C091,2-3 facades house,2
57018C091,4 or + facades house,9
57018C091,all houses,11
57018C19-,2-3 facades house,5
57018C19-,4 or + facades house,8
57018C19-,all houses,13
57018D000,2-3 facades house,27
57018D000,4 or + facades house,24
57018D000,all houses,51
57018D0PP,2-3 facades house,20
57018D0PP,4 or + facades house,22
57018D0PP,all houses,42
57018D1PP,2-3 facades house,5
57018D1PP,4 or + facades house,15
57018D1PP,all houses,20
57018E000,2-3 facades house,33
57018E000,4 or + facades house,21
57018E000,all houses,54
57018E000,apartments,3
57018E090,2-3 facades house,8
57018E090,4 or + facades house,28
57018E090,all houses,36
57018E19-,2-3 facades house,2
57018E19-,4 or + facades house,18
57018E19-,all houses,20
57018F00-,2-3 facades house,1
57018F00-,4 or + facades house,6
57018F00-,all houses,7
57018F09-,2-3 facades house,3
57018F09-,4 or + facades house,4
57018F09-,all houses,7
57018_UNKNOWN,2-3 facades house,6
57018_UNKNOWN,4 or + facades house,6
57018_UNKNOWN,all houses,12
57027A00-,2-3 facades house,136
57027A00-,4 or + facades house,45
57027A00-,all houses,181
57027A00-,apartments,6
57027A01-,2-3 facades house,158
57027A01-,4 or + facades house,14
57027A01-,all houses,172
57027A01-,apartments,3
57027A09-,2-3 facades house,16
57027A09-,4 or + facades house,14
57027A09-,all houses,30
57027B000,2-3 facades house,65
57027B000,4 or + facades house,25
57027B000,all houses,90
57027B09-,2-3 facades house,28
57027B09-,4 or + facades house,15
57027B09-,all houses,43
57027C00-,2-3 facades house,42
57027C00-,4 or + facades house,17
57027C00-,all houses,59
57027C09-,2-3 facades house,3
57027C09-,4 or + facades house,10
57027C09-,all houses,13
57027C199,2-3 facades house,12
57027C199,4 or + facades house,4
57027C199,all houses,16
57027D00-,2-3 facades house,56
57027D00-,4 or + facades house,28
57027D00-,all houses,84
57027D012,2-3 facades house,16
57027D012,4 or + facades house,24
57027D012,all houses,40
57027D012,apartments,2
57027D091,2-3 facades house,3
57027D091,4 or + facades house,15
57027D091,all houses,18
57027E00-,2-3 facades house,13
57027E00-,4 or + facades house,12
57027E00-,all houses,25
57027E09-,2-3 facades house,3
57027E09-,4 or + facades house,11
57027E09-,all houses,14
57027F001,2-3 facades house,117
57027F001,4 or + facades house,41
57027F001,all houses,158
57027F001,apartments,3
57027F01-,2-3 facades house,25
57027F01-,4 or + facades house,15
57027F01-,all houses,40
57027F022,2-3 facades house,12
57027F022,4 or + facades house,7
57027F022,all houses,19
57027F032,2-3 facades house,42
57027F032,4 or + facades house,10
57027F032,all houses,52
57027F083,2-3 facades house,4
57027F083,4 or + facades house,12
57027F083,all houses,16
57027F091,2-3 facades house,15
57027F091,4 or + facades house,10
57027F091,all houses,25
57027G000,2-3 facades house,127
57027G000,4 or + facades house,24
57027G000,all houses,151
57027G000,apartments,1
57027G09-,2-3 facades house,36
57027G09-,4 or + facades house,31
57027G09-,all houses,67
57027_UNKNOWN,2-3 facades house,16
57027_UNKNOWN,4 or + facades house,8
57027_UNKNOWN,all houses,24
57062A000,2-3 facades house,127
57062A000,4 or + facades house,25
57062A000,all houses,152
57062A000,apartments,23
57062A09-,2-3 facades house,31
57062A09-,4 or + facades house,28
57062A09-,all houses,59
57062B000,2-3 facades house,79
57062B000,4 or + facades house,23
57062B000,all houses,102
57062B000,apartments,12
57062B090,2-3 facades house,9
57062B090,4 or + facades house,10
57062B090,all houses,19
57062C000,2-3 facades house,57
57062C000,4 or + facades house,32
57062C000,all houses,89
57062C000,apartments,2
57062C091,2-3 facades house,2
57062C091,4 or + facades house,14
57062C091,all houses,16
57062C100,2-3 facades house,3
57062C100,4 or + facades house,23
57062C100,all houses,26
57062C192,2-3 facades house,1
57062C192,4 or + facades house,10
57062C192,all houses,11
57062D000,2-3 facades house,9
57062D000,4 or + facades house,23
57062D000,all houses,32
57062D09-,2-3 facades house,2
57062D09-,4 or + facades house,21
57062D09-,all houses,23
57062E00-,2-3 facades house,2
57062E00-,4 or + facades house,2
57062E00-,all houses,4
57062E09-,4 or + facades house,1
57062E09-,all houses,1
57062_UNKNOWN,2-3 facades house,6
57062_UNKNOWN,4 or + facades house,4
57062_UNKNOWN,all houses,10
57064A00-,2-3 facades house,132
57064A00-,4 or + facades house,6
57064A00-,all houses,138
57064A00-,apartments,67
57064A002,2-3 facades house,43
57064A002,4 or + facades house,3
57064A002,all houses,46
57064A011,2-3 facades house,43
57064A011,4 or + facades house,22
57064A011,all houses,65
57064A011,apartments,13
57064A02-,2-3 facades house,30
57064A02-,4 or + facades house,11
57064A02-,all houses,41
57064A02-,apartments,15
57064A03-,2-3 facades house,172
57064A03-,4 or + facades house,22
57064A03-,all houses,194
57064A03-,apartments,10
57064A05-,2-3 facades house,68
57064A05-,4 or + facades house,25
57064A05-,all houses,93
57064A05-,apartments,3
57064A08-,2-3 facades house,11
57064A08-,4 or + facades house,8
57064A08-,all houses,19
57064A100,2-3 facades house,42
57064A100,4 or + facades house,9
57064A100,all houses,51
57064A190,2-3 facades house,22
57064A190,4 or + facades house,40
57064A190,all houses,62
57064A20-,2-3 facades house,119
57064A20-,4 or + facades house,29
57064A20-,all houses,148
57064A212,2-3 facades house,37
57064A212,4 or + facades house,16
57064A212,all houses,53
57064A291,2-3 facades house,12
57064A291,4 or + facades house,8
57064A291,all houses,20
57064A31-,2-3 facades house,1
57064A31-,4 or + facades house,4
57064A31-,all houses,5
57064A39-,2-3 facades house,6
57064A39-,4 or + facades house,8
57064A39-,all houses,14
57064B00-,2-3 facades house,53
57064B00-,4 or + facades house,29
57064B00-,all houses,82
57064B01-,2-3 facades house,37
57064B01-,4 or + facades house,8
57064B01-,all houses,45
57064B02-,2-3 facades house,25
57064B02-,4 or + facades house,15
57064B02-,all houses,40
57064B089,2-3 facades house,16
57064B089,4 or + facades house,27
57064B089,all houses,43
57064B089,apartments,1
57064B09-,2-3 facades house,10
57064B09-,4 or + facades house,8
57064B09-,all houses,18
57064B11-,2-3 facades house,4
57064B11-,4 or + facades house,7
57064B11-,all houses,11
57064B21-,2-3 facades house,14
57064B21-,4 or + facades house,8
57064B21-,all houses,22
57064B222,2-3 facades house,7
57064B222,4 or + facades house,5
57064B222,all houses,12
57064B291,2-3 facades house,4
57064B291,4 or + facades house,8
57064B291,all houses,12
57064B31-,2-3 facades house,2
57064B31-,4 or + facades house,3
57064B31-,all houses,5
57064B49-,2-3 facades house,1
57064B49-,4 or + facades house,1
57064B49-,all houses,2
57064C00-,2-3 facades house,13
57064C00-,4 or + facades house,14
57064C00-,all houses,27
57064C012,2-3 facades house,10
57064C012,4 or + facades house,8
57064C012,all houses,18
57064C09-,2-3 facades house,1
57064C09-,all houses,1
57064D00-,2-3 facades house,6
57064D00-,4 or + facades house,10
57064D00-,all houses,16
57064D00-,apartments,1
57064D01-,2-3 facades house,27
57064D01-,4 or + facades house,24
57064D01-,all houses,51
57064D09-,4 or + facades house,2
57064D09-,all houses,2
57064D11-,2-3 facades house,8
57064D11-,4 or + facades house,3
57064D11-,all houses,11
57064E00-,2-3 facades house,14
57064E00-,4 or + facades house,9
57064E00-,all houses,23
57064E01-,2-3 facades house,5
57064E01-,4 or + facades house,2
57064E01-,all houses,7
57064E080,2-3 facades house,1
57064E080,4 or + facades house,2
57064E080,all houses,3
57064E090,4 or + facades house,2
57064E090,all houses,2
57064E21-,4 or + facades house,5
57064E21-,all houses,5
57064F00-,2-3 facades house,10
57064F00-,4 or + facades house,15
57064F00-,all houses,25
57064F09-,2-3 facades house,1
57064F09-,4 or + facades house,1
57064F09-,all houses,2
57064F19-,2-3 facades house,14
57064F19-,4 or + facades house,17
57064F19-,all houses,31
57064G00-,2-3 facades house,7
57064G00-,4 or + facades house,7
57064G00-,all houses,14
57064G082,2-3 facades house,2
57064G082,4 or + facades house,4
57064G082,all houses,6
57064G091,2-3 facades house,2
57064G091,4 or + facades house,4
57064G091,all houses,6
57064H00-,2-3 facades house,34
57064H00-,4 or + facades house,20
57064H00-,all houses,54
57064H01-,2-3 facades house,1
57064H01-,4 or + facades house,3
57064H01-,all houses,4
57064H08-,4 or + facades house,2
57064H08-,all houses,2
57064H09-,4 or + facades house,3
57064H09-,all houses,3
57064J00-,2-3 facades house,66
57064J00-,4 or + facades house,8
57064J00-,all houses,74
57064J09-,2-3 facades house,2
57064J09-,all houses,2
57064J11-,2-3 facades house,15
57064J11-,4 or + facades house,16
57064J11-,all houses,31
57064J19-,2-3 facades house,3
57064J19-,4 or + facades house,2
57064J19-,all houses,5
57064K00-,2-3 facades house,155
57064K00-,4 or + facades house,20
57064K00-,all houses,175
57064K00-,apartments,30
57064K09-,4 or + facades house,1
57064K09-,all houses,1
57064_UNKNOWN,2-3 facades house,32
57064_UNKNOWN,4 or + facades house,17
57064_UNKNOWN,all houses,49
57064_UNKNOWN,apartments,1
57072A00-,2-3 facades house,58
57072A00-,4 or + facades house,15
57072A00-,all houses,73
57072A00-,apartments,2
57072A01-,2-3 facades house,15
57072A01-,4 or + facades house,8
57072A01-,all houses,23
57072A09-,2-3 facades house,8
57072A09-,4 or + facades house,5
57072A09-,all houses,13
57072A11-,2-3 facades house,25
57072A11-,4 or + facades house,35
57072A11-,all houses,60
57072A19-,2-3 facades house,1
57072A19-,4 or + facades house,2
57072A19-,all houses,3
57072B001,2-3 facades house,47
57072B001,4 or + facades house,41
57072B001,all houses,88
57072B01-,2-3 facades house,11
57072B01-,4 or + facades house,38
57072B01-,all houses,49
57072B08-,2-3 facades house,2
57072B08-,4 or + facades house,8
57072B08-,all houses,10
57072B09-,2-3 facades house,6
57072B09-,4 or + facades house,6
57072B09-,all houses,12
57072B09-,apartments,4
57072B102,2-3 facades house,12
57072B102,4 or + facades house,23
57072B102,all houses,35
57072B19-,2-3 facades house,6
57072B19-,4 or + facades house,27
57072B19-,all houses,33
57072C00-,2-3 facades house,17
57072C00-,4 or + facades house,13
57072C00-,all houses,30
57072C01-,2-3 facades house,1
57072C01-,4 or + facades house,12
57072C01-,all houses,13
57072C08-,2-3 facades house,8
57072C08-,4 or + facades house,15
57072C08-,all houses,23
57072C09-,4 or + facades house,3
57072C09-,all houses,3
57072_UNKNOWN,2-3 facades house,5
57072_UNKNOWN,4 or + facades house,8
57072_UNKNOWN,all houses,13
57081A00-,2-3 facades house,42
57081A00-,all houses,42
57081A00-,apartments,114
57081A011,2-3 facades house,130
57081A011,4 or + facades house,3
57081A011,all houses,133
57081A011,apartments,83
57081A021,2-3 facades house,35
57081A021,all houses,35
57081A021,apartments,190
57081A032,2-3 facades house,133
57081A032,4 or + facades house,2
57081A032,all houses,135
57081A032,apartments,62
57081A043,2-3 facades house,88
57081A043,4 or + facades house,4
57081A043,all houses,92
57081A043,apartments,135
57081A052,2-3 facades house,102
57081A052,all houses,102
57081A052,apartments,202
57081A10-,2-3 facades house,124
57081A10-,4 or + facades house,24
57081A10-,all houses,148
57081A10-,apartments,4
57081A190,2-3 facades house,4
57081A190,4 or + facades house,2
57081A190,all houses,6
57081A200,2-3 facades house,52
57081A200,4 or + facades house,12
57081A200,all houses,64
57081A200,apartments,10
57081A30-,2-3 facades house,42
57081A30-,4 or + facades house,9
57081A30-,all houses,51
57081A30-,apartments,19
57081A401,2-3 facades house,253
57081A401,4 or + facades house,23
57081A401,all houses,276
57081A401,apartments,95
57081A412,2-3 facades house,110
57081A412,4 or + facades house,10
57081A412,all houses,120
57081A412,apartments,26
57081A422,2-3 facades house,13
57081A422,4 or + facades house,4
57081A422,all houses,17
57081A491,2-3 facades house,14
57081A491,4 or + facades house,19
57081A491,all houses,33
57081A501,2-3 facades house,104
57081A501,4 or + facades house,15
57081A501,all houses,119
57081A501,apartments,35
57081A51-,2-3 facades house,70
57081A51-,4 or + facades house,11
57081A51-,all houses,81
57081A51-,apartments,11
57081A522,2-3 facades house,2
57081A522,4 or + facades house,8
57081A522,all houses,10
57081A522,apartments,2
57081A601,2-3 facades house,126
57081A601,4 or + facades house,34
57081A601,all houses,160
57081A601,apartments,85
57081A612,2-3 facades house,23
57081A612,4 or + facades house,10
57081A612,all houses,33
57081A612,apartments,2
57081A673,2-3 facades house,7
57081A673,4 or + facades house,4
57081A673,all houses,11
57081A673,apartments,2
57081A701,2-3 facades house,227
57081A701,4 or + facades house,11
57081A701,all houses,238
57081A701,apartments,30
57081A712,2-3 facades house,33
57081A712,4 or + facades house,18
57081A712,all houses,51
57081A712,apartments,4
57081A801,2-3 facades house,156
57081A801,4 or + facades house,16
57081A801,all houses,172
57081A801,apartments,23
57081A892,4 or + facades house,1
57081A892,all houses,1
57081A90-,2-3 facades house,94
57081A90-,all houses,94
57081A90-,apartments,151
57081A911,2-3 facades house,25
57081A911,all houses,25
57081A911,apartments,75
57081A92-,2-3 facades house,122
57081A92-,4 or + facades house,1
57081A92-,all houses,123
57081A92-,apartments,81
57081A973,2-3 facades house,2
57081A973,4 or + facades house,2
57081A973,all houses,4
57081B000,2-3 facades house,45
