CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR,CD_TYPE_FR
34041B02-,175000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
34041C00-,136000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
34041_UNKNOWN,160750.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
34042A100,190000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
34042D00-,177500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35002A101,169000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35011A00-,203750.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35011A260,137500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35013A522,155000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35013B332,217750.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35013D30-,190250.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
35013F200,210000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36007A042,147500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36008A021,128000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36008A101,161250.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36008A50-,173000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36008A51-,175000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36010A000,187500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015A111,202500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015A143,142000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015A20-,160000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015A401,170000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015A50-,155250.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015A510,195000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015C001,180000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
36015_UNKNOWN,155250.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
37002D000,174000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
37018A00-,207750.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
37020A00-,178000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A20-,127500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A221,214000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A25-,125000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A51-,200000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A61-,192500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A62-,175000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A71-,151250.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A721,164250.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002A802,185000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002H01-,195000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002H101,202500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002J01-,170000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41002_UNKNOWN,179000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41011A01-,180500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41011A10-,185000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41011C01-,162000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41011_UNKNOWN,187500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41018A00-,92000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41018A04-,112500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41018D11-,139000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41018_UNKNOWN,150000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41048A01-,162500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41048A412,151000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41048_UNKNOWN,192500.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
41081A00-,145000.0,2013,Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)
