CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR,CD_TYPE_FR
21011A20-,220000.0,2023,Appartements
21012A141,200000.0,2023,Appartements
21012A152,129500.0,2023,Appartements
21012A20-,215000.0,2023,Appartements
21012A23-,207000.0,2023,Appartements
21012A24-,185000.0,2023,Appartements
21012A26-,207500.0,2023,Appartements
21012A30-,208500.0,2023,Appartements
21012A50-,251500.0,2023,Appartements
21012A511,165000.0,2023,Appartements
21012A52-,205000.0,2023,Appartements
21012A54-,190000.0,2023,Appartements
21012A552,210000.0,2023,Appartements
21012A60-,234000.0,2023,Appartements
21012A62-,202000.0,2023,Appartements
21012A822,232500.0,2023,Appartements
21012A84-,202500.0,2023,Appartements
21012A882,245000.0,2023,Appartements
21013A02-,281000.0,2023,Appartements
21013A052,285000.0,2023,Appartements
21013A22-,265000.0,2023,Appartements
21013A41-,322500.0,2023,Appartements
21013A422,222525.0,2023,Appartements
21014A00-,190000.0,2023,Appartements
21014A03-,231250.0,2023,Appartements
21014A05-,189000.0,2023,Appartements
21015A00-,220000.0,2023,Appartements
21015A12-,231500.0,2023,Appartements
21015A152,200000.0,2023,Appartements
21015A20-,260000.0,2023,Appartements
21015A24-,255000.0,2023,Appartements
21015A30-,280000.0,2023,Appartements
21015A32-,205000.0,2023,Appartements
21015A36-,296000.0,2023,Appartements
21015A43-,254000.0,2023,Appartements
21015A50-,275000.0,2023,Appartements
21015A51-,270000.0,2023,Appartements
21015A52-,315000.0,2023,Appartements
21015A53-,246407.0,2023,Appartements
21015A54-,301000.0,2023,Appartements
21015A63-,250000.0,2023,Appartements
21015A70-,210000.0,2023,Appartements
21015A71-,263500.0,2023,Appartements
21015A73-,330000.0,2023,Appartements
21015A831,232500.0,2023,Appartements
21016A00-,293500.0,2023,Appartements
21016A01-,310000.0,2023,Appartements
21016A02-,252000.0,2023,Appartements
21016A03-,369000.0,2023,Appartements
21016A05-,272500.0,2023,Appartements
21016A111,615000.0,2023,Appartements
21016A12-,432000.0,2023,Appartements
21016A44-,300000.0,2023,Appartements
21016A701,219000.0,2023,Appartements
21016A80-,355000.0,2023,Appartements
21016A81-,322500.0,2023,Appartements
21016A82-,412500.0,2023,Appartements
21016A831,307000.0,2023,Appartements
21016A85-,360000.0,2023,Appartements
21016A901,237500.0,2023,Appartements
21016A933,320000.0,2023,Appartements
21017A212,427000.0,2023,Appartements
21017A523,310000.0,2023,Appartements
21017A624,285000.0,2023,Appartements
21018A00-,342000.0,2023,Appartements
21018A031,369500.0,2023,Appartements
21018A04-,335000.0,2023,Appartements
21018A21-,298500.0,2023,Appartements
21018A22-,405000.0,2023,Appartements
21018A30-,295000.0,2023,Appartements
21018A311,233000.0,2023,Appartements
21018A33-,375000.0,2023,Appartements
21018A3MJ,382500.0,2023,Appartements
21018A41-,285000.0,2023,Appartements
