CD_SECTOR;POPULATION;TX_DESCR_SECTOR_FR
A09-;184;QUEVY-LE-PETIT-HAB. DISP.
B00-;386;QUEVY-LE-GRAND-CENTRE
B09-;178;QUEVY-LE-GRAND-HAB. DISP.
B11-;144;CORON DE L'AMOUR
C00-;353;HAVAY-CENTRE
C09-;289;HAVAY-HABITATIONS DISPERSEES
C11-;116;BONNET - BOIS BOURDON
D001;1006;GIVRY-CENTRE
D012;234;MONTLIAUX ET CHSEE BRUNEHAUT
D022;98;LES CHAUFOURS
D091;158;GIVRY-HABITATIONS DISPERSEES
E00-;201;GOEGNIES-CHAUSSEE-CENTRE
E09-;72;GOEGNIES-CHAUSSEE-HAB.DISP.
F00-;634;AULNOIS-CENTRE
F01-;226;FAUBOURG D'AULNOIS
F09-;182;AULNOIS-HABITATIONS DISPERSEES
G00-;329;BLAREGNIES-CENTRE
G01-;311;LE RIEU DE BURE - L'ALOUETTE
G09-;278;BLAREGNIES-HABITATIONS DISP.
H000;788;GENLY-CENTRE
H090;275;GENLY-HABITATIONS DISPERSEES
J000;335;BOUGNIES-CENTRE
J09-;42;BOUGNIES-HABITATIONS DISP.
K00-;141;ASQUILLIES-CENTRE
K08-;145;ROUTE DE MAUBEUGE
K09-;155;ROUTE DE PATURAGES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1320;MOUSCRON-CENTRE
A01-;1448;HOPITAL
A021;2191;RUE DE ROUBAIX
A032;1366;LE CHRIST
A043;802;L'OURS
A092;56;MOUSCRON - PARC
A101;1615;QUARTIER DE LA GARE
A122;1369;JUSTICE
A132;686;MOUSCRON - STADE
A17-;686;BORNOVILLE
A181;15;VELLERIE
A201;2727;MONT-A-LEUX
A21-;381;PETIT COURTRAI
A222;1722;HAUT JUDAS
A301;2199;TUQUET
A312;1270;MARLIERE
A323;396;OUTRE-MEUSE
A334;2801;LA PLANCHE
A401;2229;BOIS-DE-CHENES
A410;808;RUE DE MENIN
A422;802;NOUVEAU MONDE
A501;729;COQ-ANGLAIS
A512;724;CHATEAU DES COMTES
A523;356;COQUINIE
A534;696;PETIT CORNIL
A573;14;MONT GALLOIS
A59-;636;BOIS FICHAUX
A601;1532;RISQUONS-TOUT
A61-;752;L'ECHAUFFOUREE
A622;453;LE CASTERT
A633;1665;LES BLOMMES
A711;1115;CHAPELLE SAINT-ACHAIRE
A772;13;PIRO-LANNOY
B00-;1956;LUINGNE-CENTRE
B012;320;PETITE ESPIERRES
B091;446;LUINGNE-HAB. DISPERSEES
B19-;124;TOMBROUCK
B21-;621;ENCLAVE LUINGNE- CITE DU FOYER
B29-;753;ENCLAVE LUINGNE - BLANC BALLOT
C00-;2315;HERSEAUX - CENTRE
C012;517;CITE DES FLEURS
C091;126;LA BARBERIE
C10-;1517;PETIT AUDENARDE - LA GARE
C112;334;PETIT VOISINAGE
C191;239;LONG-BOUT
C20-;2525;LES BALLONS
C293;124;LA CITADELLE
C31-;678;MONTAGNE
C39-;497;EPEULE
D000;1793;DOTTIGNIES-CENTRE
D010;1382;CITE DU CALVAIRE
D021;1341;DOTTIGNIES - LA GARE
D030;1246;PETIT TOURCOING
D042;476;VALEMPREZ
D072;63;ZONE INDUSTRIELLE
D091;539;MOULIN ROUGE - SARPE
D10-;370;QUEVAUCAMPS
D190;71;LA CROIX-ROUGE
D212;583;BARRIERE LECLERCQ
D291;96;BREDA
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A009;1017;COMINES-CENTRE
A019;1019;GODSHUIS
A022;1351;RUE DE WERVICK
A100;847;TEN BRIELEN
A190;290;SCHOONVELD
A201;1479;CORENTJE
A212;431;CINQ CHEMINS
A223;1162;CITE GEUTEN
A270;193;LES CASERNES
A29-;113;TROIS CHENES
B000;604;BAS-WARNETON-PLACE
B010;498;MAI-CORNET
B022;103;CLOS DES PEUPLIERS
B033;73;CHEMIN CROICE
B08-;35;BAS-CHEMIN
B091;125;MOULIN DU BOEUF
C00-;477;HOUTHEM-CENTRE
C01-;180;QUATRE-VENTS
C02-;266;KORTEWILDE
C08-;179;CORNET D'EN HAUT
C09-;107;CORNET POURRI
D00-;1260;WARNETON-CENTRE
D010;386;DEPOT
D02-;294;CHAUSSEE D'YPRES
D090;84;LES QUATRES ROIS
D10-;267;LE TOUQUET
D120;114;PONT-ROUGE
D170;24;BRIQUETERIES DE LA LYS
D18-;7;TOUQUET - LYS
D190;51;TOUQUET - CHEMIN DE LA BLANCHE
D20-;360;LE GHEER
D29-;168;BOIS DE PLOEGSTEERT
E000;1005;PLOEGSTEERT-CENTRE
E08-;96;LE ROSSIGNOL
E099;392;WARNAGE - LA MUNQUE-HAB. DISP
E10-;1442;LE BIZET
E110;293;GENDARMERIE
E112;151;LE TILLEUL
E12-;432;CITE PAUL ROSE-CL. DE HOLLANDE
E181;344;BRIQUETERIES DE PLOEGSTEERT
E21-;317;LE PETIT CANARD
ZZZZ;3;NON LOCALISABLE DANS UN SECTEUR
A001;1805;CABU
A02-;607;LES DIGUES
A032;374;BRAINE-LE-COMTE-CENTRE NORD
A042;198;CHEMIN BRULE
A083;1080;LE SCOTTIN - LA BOSSE
A091;855;SALMONSART - POREAU - FAVARGE
A10-;2038;BRAINE-LE-COMTE - GARE
A11-;1495;FAUBOURG DE BRAINE-LE-COMTE
A121;1033;ECOLE NORMALE
A132;614;RICHERCHA
A140;702;PONT D'ECAUSSINES
A19-;143;PROFOND RIEU
A29-;115;SCAUBECQ
A30-;1211;ROND POINT
A312;631;LE MAROUSET
A323;580;CORAIMONT
A334;828;BARRIERE D'ECAUSSINES
A385;474;HAUTE HOUSSIERE
A391;285;HOUSSIERE - MONPLAISIR
B00-;431;HENNUYERES-CENTRE
B01-;301;HENNUYERES - GARE
B022;412;CHAMPS DE L'EPINE -CHENOI
B033;480;SAINT-HUBERT
B044;553;ARDENNES
B055;226;AUNOI
B081;264;GRAND-BOIS - BASSE HOUSSIERE
B09-;206;GOUTTEUX - FLAMAND
B116;490;FONTAINE A L'ERMITE
C000;338;RONQUIERES-CENTRE
C010;325;CHENU
C072;179;FAUQUEZ
C080;162;CHAMP MARET
C091;253;GUEULOT - CHARLY DES BOIS
C19-;135;POINT DU JOUR - GAUDIES
D00-;366;HENRIPONT-CENTRE
D09-;16;HENRIPONT-HABITATIONS DISP.
E000;423;PETIT-ROEULX-LEZ-BRAINE-CENTRE
E09-;253;PT-ROEULX-LEZ-BRAINE-HAB.DISP.
F00-;157;STEENKERQUE-CENTRE
F082;91;STEENKERQUE-HAB.DISP.- SENNE S
F091;208;STEENKERQUE-HAB.DISP.- SENNE N
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;722;ENGHIEN-CENTRE
A01-;332;PARC
A02-;581;ENGHIEN-CENTRE SUD-OUEST
A03-;1271;ENGHIEN-CENTRE NORD
A04-;523;ENGHIEN-CENTRE EST
A05-;302;COLLEGE SAINT-AUGUSTIN
B00-;472;MARCQ-CENTRE
B01-;122;LA ROUGE - CHAUSSEE D'ATH
B022;960;CHAMP D'ENGHIEN
B083;581;RUE BELLE
B091;135;MARCQ-HABITATIONS DISPERSEES
B100;78;LABLIAU-CENTRE
B190;423;LABLIAU-HABITATIONS DISPERSEES
B21-;82;LA CROISETTE-CENTRE
B29-;271;LA CROISETTE-HABITATIONS DISP.
C000;821;PETIT-ENGHIEN - CENTRE
C01-;984;CHAUSSEE D'ENGHIEN
C08-;564;CARENBERG - CHAMP DE COQUIANE
C09-;226;TILLEUL AU BOIS - GRAND CHAMP
C101;639;PETIT-ENGHIEN-GARE SUD-VIADUC
C11-;606;PETIT-ENGHIEN-GARE NORD - PUTTENBERG
C122;1542;VAL LISE
C19-;83;LES 7 ETOILES-WARELLES-COUCOU
C28-;452;COQUIANE
C29-;634;BOIS DE STRIHOUX
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;42;RAPOIS
14MQ;88;CHOCOLATIERES
A00-;2237;LA LOUVIERE-CENTRE
A01-;2037;MOULIN - REVE D'OR
A02-;971;LA LOUVIERE - PARC
A05-;1591;HOCQUET
A07-;39;BOULONNERIES - KERAMIS
A101;2227;BOUVY
A11-;322;CITE DU BOCAGE
A12-;907;MITANT DES CAMPS
A132;650;NOUVEAU MONDE
A19-;129;LA PAIX
A20-;1191;LA CLOSIERE
A27-;0;USINES BOEL
A30-;512;LA CROYERE
A31-;1371;CITE ASTRID
A39-;290;LA PETITE SUISSE
A40-;677;LONGTAIN
A41-;770;FLACHE
A42-;876;TIVOLI
A51-;799;HAUT DE BAUME
A61-;134;FONDS DE GAILLARD
A711;1980;HAMOIR - GAMBETTE
A722;653;RIEU DE BAUME
A73-;996;MANSART - PARC GILSON
B00-;764;QUARTIER DU FOND
B01-;1921;HAINE-SAINT-PIERRE - PARC
B02-;1422;HAINE-SAINT-PIERRE-CENTRE
B032;342;LE GROSEILLIER
B091;100;HAUTES FONTAINES      S
B10-;1164;JOLIMONT (ST-PIERRE)
B11-;628;CITE ALEXANDRE - PONT BROGNIEZ
B12-;783;FONTAINE DE SPA - CITE BELLEZ
B17-;602;REDEMONT
C00-;948;HAINE-SAINT-PAUL-PLACE - CAFE
C01-;882;CHEF-LIEU
C073;11;HAINE-ST.-PAUL-GARE FORMATION
C082;464;FOND COPPEE
C091;87;FIN DE BOUT
C10-;1651;QUARTIER DU NUMERO UN
C11-;1205;JOLIMONT (ST-PAUL)
C12-;392;REDEMOMT
C13-;628;CITE DES BOIS
C14-;751;CITE BEAU SITE
C19-;202;LE FOND DES EAUX
D00-;1149;SAINT-VAAST-CENTRE
D022;503;EURESTAT
D083;38;CIMETIERE
D0AA;455;SAINT-VAAST MOULIN
D0PA;76;QUEUEMONTS
D10-;1528;URBAIN
D11-;660;THINIER
D122;1010;CITE JARDIN
D133;774;WAZOIR
D184;75;LA LOUVE
D191;113;FONDS GAILLARDS
E00-;1139;TRIVIERES-CENTRE
E01-;610;PETIT TRIVIERES
E020;920;TONDREE
E08-;477;QUESNOY
E09-;160;CHAPELLE STE-ANNE-GRANDS PRES
E19-;603;RUE DE L'INDUSTRIE
F000;972;MAURAGE-CENTRE
F01-;617;CHAMP PERDU
F02-;155;CITE MARIE-JOSE
F030;946;CITE LEBURTON (MAURAGE)
F09-;104;MAURAGE-HABITATIONS DISP.
F10-;981;LA GARENNE
F11-;993;CITE REINE ASTRID
F19-;193;SAINT-LEONARD
G00-;659;BOUSSOIT-CENTRE
G01-;364;CITE LEBURTON (BOUSSOIT)
G082;9;RUE DE THIEU
G0PN;95;BOIS MADAME
H00-;1227;BRACQUEGNIES-CENTRE
H01-;1633;L'AVALERESSE
H012;307;DELSEMME
H02-;1402;CLE DES CHAMPS
H05-;383;CITE MAL D'ACCORD
H100;865;STREPY-CENTRE
H191;569;STREPY-HABITATIONS DISPERSEES
H210;1136;CORON D'EN HAUT
H22-;676;SOUS-LE-BOIS
H232;462;SECQUEGNEAU
H281;185;VAL SAINT-PIERRE - PLAT MARAIS
H2MN;38;GRAND PEUPLIER
J00-;1181;HOUDENG-AIMERIES-CENTRE
J011;451;BIGNAULT
J02-;1163;LES TRIEUX
J032;723;CITE DE GENIVAL
J09-;140;THIRIAU DU SART
J10-;1753;LA JOBRETTE
J11-;821;LES ASCENSEURS
J12-;713;LES CARRES DU BOIS DU LUC
J132;348;INFANTE ISABELLE
J181;67;LA BARETTE
J19-;49;L'ARBRE TOUT SEUL
J29-;237;BOIS DU SART
K00-;1272;HOUDENG-GOEGNIES - CENTRE
K01-;1010;HOUDENG-GOEGNIES - ABATTOIR
K021;365;RUE DE L'ASCENSEUR
K072;59;GLAVERBEL
K091;0;BOIS DE LA HUTTE
K111;475;SAINT-NICOLAS
K122;542;VERITAS
K132;70;LE TIR
K173;0;USINE BOEL
K211;1283;COUTURELLE
K22-;882;LES TRIEUX
K23-;742;HAUT DU TRIEU
K244;491;LAIT-BEURRE
K272;290;HOUDENG-GOEGNIES - STATION
K2MJ;71;LES BOIS FAMILLEUREUX
K311;1036;HOUPETTE
K382;45;TRIEU A VALLEE
K39-;207;BLANC PAIN
L10-;1213;CHAPELLE AUX PUITS
L1AA;494;BOIS DE COURRIERE
L1PA;0;GUE DE MIGNAULT
L1QP;282;FIEFVET-MARAIS
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1047;LESSINES-CENTRE
A011;352;LESSINES - GARE
A02-;713;LESSINES - ANCIEN ABATTOIR
A03-;834;PORTE D'OGY - KENIMONT
A04-;627;PORTE DE GRAMMONT
A052;243;CHEMIN D'ATH
A072;49;LESSINES - ZONE INDUSTRIELLE
A091;261;LONGUE BORNE - LONG ROYON - ROBREUCQ
A10-;1128;HOURAING
A19-;81;PETIT HAMEAU
A20-;1798;SAINT-ROCH
A21-;1145;SARTS ET MOUPLON
A27-;75;CAILLOU HUBIN - BRONCHENNE
B00-;1658;DEUX-ACREN-CENTRE
B09-;234;DENDRE OUEST
B19-;205;BOURENG
B21-;319;MARAIS
B29-;435;REMINCOURT
B31-;211;GLACENEE
B323;591;LES SARTS
B372;70;DEUX-ACREN - ZONE INDUSTRIELLE
B391;113;DEUX-ACREN-HABITATIONS DISP.
C00-;610;BOIS-DE-LESSINES-CENTRE
C012;467;CALTIER
C091;303;BOIS-DE-LESSINES - HABITATIONS DISPERSEES - EST CHATEAU
C172;32;CAHO
C191;289;LOGE - GAGES
D00-;663;OLLIGNIES-CENTRE
D02-;220;MAZENQUE
D03-;287;LE PONT - LA MARAIS
D08-;50;VERTE LOUCHE
D09-;161;FLORBECQ
D18-;143;HAMEAU D'EN HAUT
E00-;538;PAPIGNIES-CENTRE
E0PP;77;PAPIGNIES-HABITATIONS DISP.
E10-;449;WANNEBECQ-CENTRE
E1PN;261;WANNEBECQ-HABITATIONS DISP.
F00-;238;OGY-CENTRE
F013;168;LA BLANCHE
F082;82;WARDOIS
F091;206;REMENPONT
G00-;406;GHOY-CENTRE
G09-;681;GHOY-HABITATIONS DISPERSEES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;63;LES CHAMPS FLEURIS
A00-;1955;LE ROEULX-CENTRE
A01-;126;ROUTE D'HOUDENG
A022;673;DREVE PETIT CHATEAU-MONTAUBAN
A08-;10;FAUBOURG DE BINCHE
A091;397;ROUGES TERRES - L'ENFER
A19-;20;CHAMP DES VIVIERS
B000;622;MIGNAULT - CENTRE
B080;624;LES TRIS DE MIGNAULT-LES HUETS
B09-;96;LALUE - BOIS DE COURRIERE
C00-;535;THIEU-CENTRE
C010;508;CITE ROLAND
C090;229;CANAL-AUTOROUTE - HAB. DISP.
C19-;300;TERRIL SAINT-HENRI
C29-;374;SAVOIE - CHAUSSEE DE MONS
D00-;664;VILLE-SUR-HAINE-CENTRE
D09-;270;AUTOROUTE SUD - HAB. DISP.
D10-;468;GOTTIGNIES
D19-;294;GOTTIGNIES NORD - HAB. DISP.
D299;110;LA HAINE - HAVRE VILLE STATION
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;19;BOIS DES VALISES
A00-;531;SILLY-CENTRE
A003;86;DR.DUBOIS
A082;219;HAMEAU D'EN HAUT
A0PP;325;SILLY-HABITATIONS DISPERSEES
A10-;169;SAINT-MARCOULT - CENTRE
A19-;51;SAINT-MARCOULT - HAB. DISP.
A2PN;418;GAMBREMONT - MAUVINAGE - BOIS DE SILLY
B00-;271;HELLEBECQ-CENTRE
B01-;386;STOKOI
B082;223;BEAUREGARD
B091;140;HELLEBECQ-HABITATIONS DISP.
C00-;362;BASSILLY-CENTRE
C01-;434;LA CAVEE
C022;218;BEGUINAGE
C08-;422;PETIT BRUXELLES - WARISSET
C091;213;HOUTAING
C29-;519;BOURLON
D000;362;HOVES-CENTRE
D012;679;MAIRE-BOIS
D091;517;HOVES-HABITATIONS DISPERSEES
E00-;215;GRATY-CENTRE
E012;321;CULOT DU BOIS
E091;256;GRATY-HABITATIONS DISPERSEES
F00-;351;THORICOURT-CENTRE
F09-;156;THORICOURT-HABITATIONS DISP.
G09-;145;FOULENG
H000;77;GONDREGNIES-CENTRE
H09-;138;GONDREGNIES-HABITATIONS DISP.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;799;SOIGNIES-CENTRE
A01-;1825;SOIGNIES - GARE
A02-;1741;BASSIN DE NATATION - WALLONIE PETIT GRANIT
A030;1912;ZONE DU TOUR
A040;1014;SOIGNIES - HOPITAL - COLLEGE
A052;1010;MALADERIE-CERISIERS-LA TORTUE
A073;56;LA GUELENNE - ZONE INDUSTR.
A091;204;CALAIS - SPODIO - BIAMONT
A10-;1732;CARRIERES - 30 JUILLET
A110;1024;TROIS PLANCHES
A12-;520;SAULCHOIS - PALTON
A132;641;CHEMINS D'AULNEES-THEODOSIENS
A142;371;PERLONJOUR - S.N.T.
A171;240;CARRIERES DE PERLONJOUR - SAINT-VINCENT
A191;451;COGNEBEAU - COULBERIE
B00-;872;NAAST-CENTRE
B010;705;LA HAUTE FOLIE
B022;480;GLATIMONT - PRES MERCQ
B081;145;LA PETITE HOLLANDE
B09-;257;LA LOGE - HOLLANDE
B113;329;RUE DE FLANDRE
C00-;281;THIEUSIES-CENTRE
C08-;225;LA SAISINNE
C09-;412;LA MOTTE - SIRIEU
C190;82;VALLEES
D001;269;CASTEAU-CENTRE
D01-;148;CASTEAU-CENTRE SUD
D022;499;CASTEAU-CENTRE NORD
D091;158;CASTEAU-HABITATIONS DISPERSEES
D112;516;BOIS DE LA POUDRERIE
D182;337;LES PETITS CHAMPS
D191;802;LES BRUYERES
D29-;113;L'EAUGRENEE
E00-;893;NEUFVILLES-CENTRE
E01-;213;CAULIER-BAJENRIEUXUX
E022;389;GARNISTAU-RUE DE NEUFVILLES
E073;204;CLIPOT
E081;93;MOULIGNEAU
E09-;524;HUBERMONT
E100;530;NEUFVILLES - GARE - CAULIER
E190;529;TINETTE - GRAND PONT
F00-;257;CHAUSSEE-NOTRE-DAME-CENTRE
F090;268;CHAUSSEE-NOTRE-DAME-HAB.DISP.
F10-;256;LOUVIGNIES-CENTRE
F190;95;LOUVIGNIES-HABITATIONS DISP.
G00-;409;HORRUES-CENTRE
G012;216;LA CROISETTE
G08-;712;WILLAUPONT - VALET M0QUET - LONG PONT
G091;250;LARGEPIED - CROISEAU
G19-;397;BEAU REPAIRE - L'AIRE - FROIDE FONTAINE - JOLI BOIS
G29-;390;LA SECREE
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A00-;1044;ECAUSSINES-D'ENGHIEN-CENTRE
A01-;146;LA FOLLIE
A02-;1035;QUARTIER CENTRAL
A03-;735;CARRIERES
A042;319;SAINT-ROCH
A081;881;WAUGENEE
A09-;201;TRIHEREE - DIMES
A10-;1040;THIARMONT
A11-;812;BELLE TETE - RESTAUMONT
A19-;611;LES CROISETTES
A28-;268;L'AVEDELLE
A29-;66;MALON - FONTAINE
A39-;123;THRIBOUREAU - BAS RONGES
B001;408;ECAUSSINES-LALAING
B012;297;CITE FLEURS - RUE DES STATIONS
B072;0;ZONE INDUSTRIELLE
B091;193;HUBERSART
B190;202;WATIAMONT - BOIS D'HORNUES
C00-;719;MARCHE-LEZ-ECAUSSINES-CENTRE
C01-;471;MARCHE-LEZ-ECAUSSINES - GARE
C070;4;GHELLERIE - ZONE INDUSTRIELLE
C081;433;DOUAIRE - LOUSSERIE
C09-;176;BOULENG
C180;358;COURRIERE-LEZ-VILLE
C212;228;LA TARTARIE
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A00-;1170;ANDERLUES-CENTRE
A01-;1019;CALVAIRE
A03-;1141;L'ARBIETTE
A04-;530;LES TRIEUX
A052;104;LE COQ
A091;341;WARIMEZ
A0AJ;617;GOGNIES ROUTE DE BINCHE
A10-;1455;BRUYERE-POLVEE
A111;1159;LES BRUYERES
A12-;1013;VANERIAU
A132;529;BLANC TRIEUX
A19-;359;ANSUELLE
A21-;138;POINT DU JOUR
A300;853;LALUE
A390;77;NANNAN
A411;513;EXTENSION SUD - ANCIENNE GARE
A422;958;LE MARAIS
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;764;BEAUMONT-CENTRE
A010;375;INDUSTRIE - STATION - ATHENEE
A013;70;VERS BARBENCON
A022;419;LA PERCHE - CITE VERTE
A081;3;BEAUMONT-HAB.DISPERSEES-SUD
A090;158;BEAUMONT-HAB.DISPERSEES-NORD
A100;126;LA GRAVELINE
A19-;35;BEAUMONT-HAB.DISPERSEES-EST
B00-;580;BARBENCON-CENTRE
B012;195;LE DOMAINE
B083;60;LA PLANCHETTE-JETTE-FEUILLE
B091;28;BARBENCON-HAB.DISPERSEES-SUD
B191;5;SEPTANE
C00-;279;RENLIES-CENTRE
C012;65;LES FOSSES
C083;118;LA HAIE DES CHATS - CUQUEGNIES
C091;38;BONIFAYT - LES CARRIERES - RENLIES - HAB .DISPERSEES
D00-;517;SOLRE-SAINT-GERY-CENTRE
D063;4;VILETTE-VIEUX MOULIN-GR. CHAMP
D082;21;LES TRIS
D091;164;SOLRE-SAINT-GERY - HAB. DISP.
D191;14;L'ESCAILLE
D290;31;BON AIR
E00-;154;LEUGNIES-CENTRE
E062;3;FOND DES GOUTTES
E091;226;LEUGNIES - HABITATIONS DISP.
F002;65;LEVAL-CHAUDEVILLE-CENTRE-NORD
F003;46;LEVAL-CHAUDEVILLE-CENTRE-SUD
F010;38;EGLISE
F062;136;LA PLAQUETTE
F091;75;RUISSEAU DE BEAUMONT SUD
F191;93;GOULOT
G00-;170;THIRIMONT-CENTRE
G01-;215;TOMBOIS
G089;56;THIRIMONT - HAB. DISP.-EST
G09-;168;THIRIMONT - HAB. DISP.-OUEST
G19-;56;MALAISE
H00-;542;STREE-CENTRE
H01-;154;STATION
H022;93;PILO
H091;225;STREE - HABITATIONS DISPERSEES
H11-;123;MARZELLE
H112;231;BOIS
H183;66;TOUVIVET
H191;32;BOIS DE STREE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;629;BINCHE-HOTEL DE VILLE (PLACE)
A01-;892;PALAIS DE JUSTICE
A02-;681;POSTE
A04-;655;SAINT-JACQUES - POSTY (FBGS)
A05-;1078;CENTENAIRE
A090;0;BATTIGNIES
A10-;1716;SAINT-PAUL (FBG)
A110;781;LES PASTURES
A132;667;GENDARMERIE
A181;317;SAMME - VOIE FERREE
A19-;48;BAS L'ENFER
A20-;1145;CHAMP DU MOULIN
B00-;1224;RESSAIX-CENTRE
B010;420;CITE LUSTRE
B02-;814;TRIEUX
B080;302;PONT SALMON
B09-;132;RUE DE NAMUR
B10-;888;CITES ELISABETH ET VANDERVELDE
B122;110;SAINTE BARBE
B191;48;QUARTIER SAINT-ALBERT
C00-;1068;LEVAL-CENTRE
C01-;598;CROIX-ROUGE
C02-;654;TRIEUX DE LEVAL
C08-;242;BOIS D'HAMAL
C09-;219;LEVAL - HABITATIONS DISPERSEES
C101;1196;TRAHEGNIES
C11-;897;LUTIA - LA CASE
C120;1058;SARTI
C132;136;FERME DU CANTONNIER
C142;309;BOIS DU ROI
C181;11;BOIS DES VIEILLES
C19-;213;LES JARDINEAUX
D00-;524;EPINOIS-CENTRE
D01-;592;COIN DU BOIS
D022;123;COIN AUVERDIN
D091;213;EPINOIS-HABITATIONS DISPERSEES
D19-;165;TONNIN (BOIS)
E00-;305;BUVRINNES-CENTRE
E01-;164;LES TRIEUX
E080;617;LUSTRE - FANTIGNIES
E091;280;LE CHENOIS
E111;277;MAHYFAUX
E122;285;BOITE A CAILLOUX
E292;25;BOIS LE COMTE
F000;1039;WAUDREZ-CENTRE
F01-;344;COUR MORNEAU
F080;396;PRINCE D'ORANGE
F09-;166;BRUILLE
F100;438;BOURLEAU
F112;250;GUINGUETTE
F191;21;MENUBOIS
G00-;511;BRAY - VILLAGE
G011;744;CITE DU MOUSTIER
G022;855;CITE DE BRAY
G072;15;PARC INDUSTRIEL
G081;157;CHAMP DES WAMES
G09-;159;FONDS DE BRAY
G10-;512;LEVANT DE MONS-CENTRE
G19-;38;LEVANT DE MONS-HAB. DISP.
H000;1530;PERONNES-LEZ-BINCHE-CENTRE
H01-;962;PONT SAINT-VAAST - CITE STE-MARGUERITE
H080;180;CHAMPS DES CARRIERS - FONTENI
H090;80;CHAMP DU COCHER
H10-;1164;FOSSE SAINT-ALBERT
H11-;698;FOSSE SAINTE-MARIE
H172;66;PARC INDUSTRIEL
H191;144;ROUTE DE NIVELLES - SUD
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;689;CHIMAY-CENTRE
A01-;277;RUE DE VIRELLES
A02-;832;CHAUSSEE DE COUVIN - FAUBOURG
A022;174;CHAUSSEE DE COUVIN
A030;676;LA BOUCHERE
A063;70;CAMPING - LE CHIMAY
A081;390;PLEUMONT
A09-;100;BEAUCHAMP
A184;13;TERNE DES VACHES
A19-;10;LA CHAMPAGNE
A282;74;LA FAGNE
A291;18;LA BOULOYE
B00-;358;VIRELLES-CENTRE
B09-;21;LONGS PREAUX - FERRIERES
B11-;112;FAUBOURG DE CHIMAY
B122;69;FAUBOURG DE CHIMAY
B191;143;LES FONDERIES - CHAMP BATARD
B29-;43;BOIS DE VIRELLES - PLAMONT
C00-;47;VAULX-CENTRE - SAINT-PIERRE
C09-;49;NEUF-MAISONS
C19-;79;LES QUARTIERS
D00-;114;LOMPRET-CENTRE
D08-;40;BOIS LE SIRE - BOIS DE LOMPRET
D09-;22;LE POTEAU - FOSSE RICHOUX
E00-;429;BAILEUX - CENTREE
E013;663;TRIEU BOUTON-GATE-LA GRESSIERE
E074;19;PARC INDUSTRIEL
E082;0;BOIS DE BAILEUX
E091;27;BAILEUX-HABITATIONS DISPERSEES
E10-;73;BOUTONVILLE-CENTRE
E190;27;BOUTONVILLE-HABITATIONS DISP.
E29-;5;FORGE JEAN PETIT
F00-;86;L'ESCAILLERE-CENTRE
F09-;135;LISBONNE
F19-;20;HAUTS MARAIS
G00-;105;RIEZES-CENTRE
G08-;27;LES CRAVATTES
G091;162;BOIS DES RIEZES
G192;35;HAUTE NIMELETTE
H00-;316;BOURLERS-CENTRE
H010;266;TRIEU DU BOSSU
H082;3;BOIS DE BOURLERS
H091;74;BOURLERS - HABITATIONS DISP.
H162;0;LA FLAMAMDE
H191;56;BOIS DE LA THIERACHE
J009;346;FORGES-CENTRE
J010;227;BAS DU VILLAGE - POTERIE
J03-;95;BAUDOUAINE
J082;4;BOIS DES FORGES
J091;179;FORGES-HABITATIONS DISPERSEES
J162;193;CAMARGUE - LONGUE TAILLE
J191;90;SCOURMONT
K00-;248;SAINT-REMY-CENTRE
K012;58;LE FEUILLET
K091;51;ST-REMY-HAB. DISP.-LES CHAMPS
K190;66;HAIES DE SAINT-REMY
L00-;137;VILLERS-LA-TOUR-CENTRE
L012;234;JEU DE BALLE
L081;47;GRAND SARTS
L09-;96;LE PERISEAU - LE VAILIER
M00-;241;SALLES-CENTRE
M09-;19;SALLES-HABITATIONS DISPERSEES
M19-;15;FAGNE DE SALLES
N00-;131;BAILIEVRE-CENTRE
N012;40;BON AIR
N091;47;TERNE - GRAND COURTIL -MOINIL
N19-;17;HOUPPE DU BOIS - LES DESILIERS
P00-;172;ROBECHIES-CENTRE
P091;103;ROBECHIES - HABITATIONS DISP.
P192;0;BOIS DE ROBECHIES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;900;LE VILLAGE
A011;1770;GARE - CENTRE
A022;739;ROUTE DE MONS
A032;420;LES VIVIERS
A091;40;ERQUELINNES-HABITATIONS DISP.
A0MJ;55;INSTALLATIONS FERROVIAIRES ET PORTUAIRES
B00-;1001;SOLRE-SUR-SAMBRE-CENTRE
B011;771;MONT DE SOLRE
B022;165;GARE
B08-;167;PLAINE DL CROIX-CAVEE-CLICATTE
