CD_STAT_SECTOR,CD_YEAR,MS_P90,CD_TYPE_FR
11001A01-,2023,680000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11001A052,2023,484567.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002C42-,2023,425000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002D34-,2023,739000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002E50-,2023,750000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002E521,2023,722500.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002F61-,2023,399850.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002G53-,2023,1030000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L000,2023,450000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L011,2023,457500.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L100,2023,525000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L111,2023,549000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P00-,2023,340000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P01-,2023,415999.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P03-,2023,454000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P04-,2023,494000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P100,2023,578001.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P111,2023,721000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P20-,2023,410000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P500,2023,530000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P6CK,2023,378000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q001,2023,380000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q04-,2023,405000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q10-,2023,385000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q11-,2023,450000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q12-,2023,390000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q13-,2023,345000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q14-,2023,389000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002Q201,2023,390000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002R03-,2023,340000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002R05-,2023,575000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002R101,2023,355000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002R12-,2023,333000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002R13-,2023,335500.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002R401,2023,522500.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
