CD_STAT_SECTOR,CD_YEAR,MS_P75,CD_TYPE_FR
11001A00-,2013,320000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11001A01-,2013,385000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002C42-,2013,162000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002D34-,2013,325800.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002E50-,2013,409000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002E521,2013,316250.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002E551,2013,510000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002F61-,2013,205000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002H40-,2013,200000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002H83-,2013,216101.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L000,2013,240000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L100,2013,295000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002L122,2013,243500.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P01-,2013,242500.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P02-,2013,244000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P03-,2013,300000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P04-,2013,260000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P05-,2013,260000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P100,2013,360000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P21-,2013,370000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
11002P23-,2013,317000.0,"Toutes les maisons avec 2, 3, 4 ou plus de façades (excl. appartements)"
