CD_SECTOR;TOTAL;TX_DESCR_SECTOR_FR
23032A01K;1090;HERNE UITBREIDING KERN
23032A08K;911;SPOORLIJN-NOORDOOST-VERSPR.BEW.
23032A09-;593;SPOORLIJN-Z.W.-VERSPR.BEW.
23032A10K;366;KOKIANE - STEENWEG
23032A19K;215;KOKIANE - BUITENGEBIED
23032A212;200;PATRIOT
23032A291;144;GALGENDRIES - HERNEPOORT
23032B00-;363;HERFELINGEN-KERN
23032B09-;777;HERFELINGEN-VERSPR. BEWONING
23032C00-;266;SINT-PIETERS-KAPELLE-KERN
23032C09-;642;SINT-PIETERS-KAPELLE VERSPREIDE BEWONING
23032C112;512;HERNEPOORT
23032C191;13;HEIZEL
24001A00K;1039;AARSCHOT-KERN
24001A00L;875;AARSCHOT-STATION
24001A01K;1012;BONEWIJK OOST
24001A01L;514;BONEWIJK WEST
24001A031;43;MEETSHOVEN
24001A07-;261;AARSCHOT INDUSTRIEZONE
24001A082;762;S HERTOGENHEIDE - AURHEIDE
24001A09K;1366;DUBBEEK - HATERBEEK25
24001A10K;1317;OURODENBERG25
24001A11K;740;GIJMELBERG UITGEBREID
24001A12K;535;NOORDLITER
24001A12L;493;ZUIDLITER
24001A13K;610;AARSCHOT LIERSESTEENWEG
24001A184;148;PALINGSPOT
24001A191;168;BLOEMSE HOEVE
24001A201;1047;AARSCHOT CENTRUM-NOORD
24001A21K;572;CAMPUS
24001A21L;1105;OUDE TUINWIJK
24001A223;390;AARSCHOT HERSELTSESTWG.
24001A23K;1046;NONNENLANDEN WEST
24001A23L;784;NONNENLANDEN OOST
24001A24K;684;STAAILANDEN UITGEBREID
24001A312;437;KONIJNTJESBERG
24001A323;285;AARSCHOT LEUVENSESTWG.
24001B001;235;LANGDORP - CENTRUM
24001B012;1041;DORENBERG
24001B082;22;KLEINE LAAK
24001B091;1042;BOSBERG - DEMERBROEK
24001B10-;467;WOLSDONK-KERN
24001B19K;898;WOLFSDONK-VERSPREIDE BEWONING WEST
24001B19L;1251;WOLFSDONK-VERSPREIDE BEWONING OOST
24001B20-;1166;GIJMEL - KERN
24001B212;513;VENNEHOF
24001B223;222;FATIMA
24001B291;819;GIJMEL-VERSPREIDE BEWONING
24001C001;1496;RILLAAR-CENTRUM
24001C01K;581;RILLAARSE STAATSBAAN
24001C022;203;SCHOONDERBUKENWEG
24001C032;283;HEIKEN
24001C043;640;MOLENDREEF
24001C052;95;MONTENAKEN
24001C09K;1100;RILLAAR-VERSPREIDE BEWONING NOORD
24001C09L;589;RILLAAR-VERSPREIDE BEWONING ZUIDWEST
24001C09M;620;RILLAAR-VERSPREIDE BEWONING ZUIDOOST
24001D001;811;GELRODE-KERN
24001D012;564;IJZERENBERG
24001D08-;258;GELRODE VERSPR. BEWONING-NOORD
24001D09-;349;GELRODE VERSPR. BEWONING-ZUID
24001ZZZZ;16;Non localisable dans un secteur
24007A00K;1065;BEGIJNENDIJK-CENTRUM-NOORDWEST
24007A00L;1033;BEGIJNENDIJK-CENTRUM-ZUIDOOST
24007A011;380;HONDERD BUNDERS
24007A022;413;SLEUTELJE - PLANKENBRUG
24007A032;211;VIJVERWIJK
24007A083;403;BEGIJNENDIJK SPOORWEG
24007A09K;1210;BEGIJNENDIJK-VERSPR. BEWONING-NOORD
24007A09L;932;BEGIJNENDIJK-VERSPR. BEWONING-ZUID
24007B00-;1584;BETEKOM-KERN
24007B022;187;STEIJBERGBOSSEN
24007B09K;651;BETEKOM-VERSPR. BEWONING-ZUIDWEST
24007B09L;1023;BETEKOM-VERSPR. BEWONING-ZUIDOOST
24007B0AA;682;ONZE-LIEVE-VROUW
24007B0PA;867;BETEKOM-VERSPR.BEWONING-NOORD
24007ZZZZ;1;Non localisable dans un secteur
24008A001;1363;BEKKEVOORT-KERN
24008A022;437;STEENBERG - OUDE LEUVENSEBAAN
24008A082;448;ROBBENSRODE
24008A09K;658;BEKKEVOORT-VERSPREIDE BEWONING-NOORD
24008A09L;634;BEKKEVOORT-VERSPREIDE BEWONING-ZUID
24008A18-;204;KLEIN-KEMPEN
24008A19-;269;NETELZEEP
24008B00K;796;ASSENT-CENTRUM
24008B01-;163;STRUIK
24008B02-;220;RIJNRODE
24008B09-;517;ASSENT-VERSPREIDE BEWONING
24008C09-;369;WERSBEEK-VERSPREIDE BEWONING
24008C19-;501;MOLENBEEK-VERSPREIDE BEWONING
24008C29-;343;MUGGENBERG
24009A000;1589;BERTEM CENTRUM
24009A01K;1066;BERTEM CENTRUM-ZUIDOOST
24009A01L;1444;BERTEM CENTRUM-NOORDOOST
24009A022;343;DALEM
24009A080;337;BERTEM-VERSPR. BEWONING-NOORD
24009A091;11;BERTEM-VERSPR. BEWONING-ZUID
24009A19-;132;SINT-VERONEVELDEKENS
24009B00-;474;KORBEEK-DIJLE-KERN
24009B09-;379;KORBEEK-DIJLE-VERSPR. BEWONING
24009C000;972;LEEFDAAL-CENTRUM - DORPSTRAAT
24009C01-;365;SINTE-VERONA
24009C02K;778;LEEFDAAL-CENTRUM - MEZENSTRAAT-BLANKAART
24009C02L;658;HOFAKKER - TERVUURSESTEENWEG
24009C032;443;VOERHOEK
24009C042;621;HERTWINKEL
24009C081;162;WEEBERG
24009C091;69;SCHREI
24009C113;187;HAMMEVELD
24009C19-;309;KOOIGE - VREBOS
24009ZZZZ;3;Non localisable dans un secteur
24011A000;708;BIERBEEK KERN
24011A081;274;MOLLENDAAL-VERSPREIDE BEWONING
24011A090;400;BOVENHEIDE-VERSPREIDE BEWONING
24011A102;512;BREMT-KERN
24011A191;118;BENEDENHEIDE-BREMT-VERSPR.BEW.
24011A29-;377;MEREN ZUID
24011A3PP;499;MEREN NOORD
24011A49-;281;ST.-CAMILLUS -VERSPR. BEWONING
24011A50K;302;RUISBROEK
24011A591;79;KEIBERG
24011A692;2;MOLLENDAALBOS
24011B00-;744;KORBEEK-LO-CENTRUM
24011B012;795;KORBEEKVELD
24011B02-;576;KREKELBERG
24011B081;278;KORBEEK-LO -VERSP. BEW. -BIEST
24011B211;426;PAPIERMOLEKEN
24011B221;923;PIMBERG
24011C00-;662;LOVENJOEL-CENTRUM
24011C01-;157;SALVE MATER
24011C022;924;BRUUL
24011C08-;563;LOVENJOEL-VERSPR.BEW.-SPOOR-N.
24011C091;35;LOVENJOEL-VERSPR.BEW.-SPOOR-Z.
24011D70-;346;OPVELP-KERN
24011D71-;217;VINAVE-KERN
24011D722;362;CULOT-KERN
24011D791;218;OPVELP-VERSPREIDE BEWONING
2401410PQ;0;OUDE DIJLE
24014A001;1178;BOORTMEERBEEK-CENTRUM
24014A01-;687;DE BERG
24014A022;374;GROOTVELD
24014A031;1116;BOORTMEERBEEK LEUVENSESTWG.
24014A09K;80;PIKHAKENDONK ZUID
24014A09L;2;PIKHAKENDONK NOORD
24014A0AJ;1433;LAAR-VERSPREIDE BEWONING
24014A11-;1037;HAACHT STATION - KERN
24014A190;140;RONSDONK
24014A372;105;BOORTMEERBEEK INDUSTRIEZONE
24014A39-;340;OVER DE VAART-VERSPR. BEWONING
24014B00-;567;HEVER-CENTRUM
24014B01K;478;BIESTSTRAAT TOT LEUVENSESTWG
24014B09K;261;DONK - WALKERGAT - KANAAL
24014B100;632;SCHIPLAKEN-KERN
24014B112;523;GOORKANT
24014B122;662;ZEVENBUNDER
24014B133;121;GOTTENDIJS
24014B181;15;KASTEEL
24014B1AA;365;LOBROEKEN
24014B1PA;79;GOORVELD
24014B2AK;1259;HEVER STATION ZUID
24014B2AL;754;HEVER STATION NOORD
24014B31K;1102;LIEVEKENSBOS
24014B39K;89;GOTTENDIJS-VERSPREIDE BEWONING
24014ZZZZ;1;Non localisable dans un secteur
24016A00-;1087;BOUTERSEM-CENTRUM
24016A012;1283;BOUTERSEM-CENTRUM-NOORD
24016A09K;150;BOUTERSEM-VERSPREIDE BEWONING WEST
24016A10-;392;VERTRIJK-KERN
24016A112;451;VERTRIJK-NOORD
24016A183;10;BOST
24016A191;258;VERTRIJK-VERSPREIDE BEWONING
24016A20-;345;BUTSEL-KERN
24016A29K;332;TUSSEN BOUTERSEM EN BUTSEL-VERSPREIDE BEWONING
24016B00-;597;KERKOM-KERN
24016B08-;324;KERKOM-VERSPREIDE BEWONING
24016B09-;344;BOSKANT
24016C000;718;ROOSBEEK-KERN
24016C01K;432;ZAVELSTRAAT
24016C022;416;GROENSTRAAT
24016C09K;104;ROOSBEEK BUITENGEBIED
24016C19-;255;NEERBUTSEL
24016D30-;434;NEERVELP-KERN
24016D382;0;NEERVELP-VELD
24016D391;179;NEERVELP-VERSPREIDE BEWONING
24016D40-;374;WILLEBRINGEN-KERN
24016D49-;93;WILLEBRINGEN -VERSPR. BEWONING
24016D59-;115;HONSEM-VERSPREIDE BEWONING
24016ZZZZ;16;Non localisable dans un secteur
24020A001;1503;DIEST-CENTRUM
24020A002;610;BEGIJNHOF
24020A00K;1118;HASSELTSESTRAAT WEST
24020A00L;910;HASSELTSESTRAAT OOST
24020A00M;682;CERCKEL
24020A00O;694;SCHAFFENSE POORTBUURT
24020A011;900;WIJNGAARDSVELD
24020A02K;1385;LEUVENSE-HASSELTSE POORT
24020A02L;773;ROBEYNS
24020A04-;369;VALLEILAAN - BOUDEWIJNVEST
24020A07-;587;DIEST INDUSTRIEZONE - M.D.
24020A082;18;LEOPOLDVEST
24020A11-;98;DIEST TEN NOORDEN VAN SPOORWEG
24020B001;502;WEBBEKOM-DORP
24020B002;538;PARELSBERG
24020B012;814;KLOOSTERBERG
24020B073;269;WEBBEKOM LEUVENSESTEENWEG
24020B08-;26;HALVE MAAN
24020B0MA;33;ITSELAAR
24020B0PA;190;PAPENBROEK
24020B11-;77;PAPENBROEKSTRAAT
24020C001;745;KAGGEVINNE-KERN
24020C002;1200;BREEMBOS
24020C01K;333;STEINEVELD
24020C081;119;KAGGEVINNE-VERSPR. BEW.-NOORD
24020C091;30;KAGGEVINNE-VERSPR. BEW.-ZUID
24020D002;468;BLAASBERG
24020D00K;948;MOLENSTEDE-KERN
24020D010;202;KAUWBERG
24020D02K;457;GRASBOS
24020D091;912;MOLENSTEDE-VERSPREIDE BEWONING
24020D103;315;EILAND
24020E00K;509;SCHAFFEN-KERN ZUID
24020E00L;1471;SCHAFFEN-KERN NOORD
24020E02-;697;HEZERHEIDE
24020E030;496;SCHOONAARDE
24020E07-;0;KAZERNE
24020E090;686;SCHAFFEN-VERSPREIDE BEWONING
24020E11-;249;VLEUGT-KERN
24020E19-;1037;VLEUGT-VERSPREIDE BEWONING
24020F00-;447;DEURNE-KERN
24020F012;416;KORTE HEIDE
24020F023;180;MEILRIJK
24020F034;309;PANNENHOEF
24020F081;312;GENEVENNE
24020F09-;500;HOSTE
24020ZZZZ;7;Non localisable dans un secteur
24028A00-;498;GEETBETS-CENTRUM
24028A012;399;DRINKTEILEN
24028A09-;126;GEETBETS-VERSPREIDE BEWONING
24028A19-;536;GLABBEEK-VERSPREIDE BEWONING
24028A29-;315;HOGEN-VERSPREIDE BEWONING
24028A391;541;BERGEN-VERSPREIDE BEWONING
24028A49-;443;NIEUWDORP-VERSPREIDE BEWONING
24028A50-;313;HULSBEEK-KERN
24028A59-;281;BORGLOON - ARAAN
24028B00-;421;RUMMEN-KERN
24028B01-;179;BIESEMSTRAAT
24028B022;424;BERGENEINDE
24028B09K;401;RUMMEN KERNUITBREIDING
24028B09L;832;RUMMEN BUITENGEBIED
24028C00-;138;GRAZEN-KERN
24028C09-;494;GRAZEN-VERSPREIDE BEWONING
24028ZZZZ;1;Non localisable dans un secteur
24033A000;2204;HAACHT-KERN
24033A012;589;SCHARENT
24033A022;1075;BREUGHELWIJK
24033A081;506;SCHARENT-VERSPREIDE BEWONING
24033A091;74;LEIBEEK
24033A102;2147;SINT-ADRIAAN
24033A1AW;744;HOUTHEIDE
24033A1PW;287;HOOBERG-DE HOUT
24033B000;701;TILDONK-KERN
24033B012;974;EIKENBLOK
24033B091;735;TILDONK-VERSPREIDE BEWONING
24033B100;394;WAKKERZEEL-KERN
24033B18K;543;GROOT LIPSEVELD
24033B18L;3;WAKKERZEEL BEGRAAFPLAATS
24033B1MA;1;HAACHTTILDONK
24033B1PA;185;HAMBOS-VERSPREIDE BEWONING
24033B59-;517;KELFS
24033C00-;899;WESPELAAR-CENTRUM
24033C01K;462;WESPELAAR TERWILGENSTRAAT
24033C023;393;BOSVELD
24033C09K;455;WESPELAAR-VERSPREIDE BEBOUWING
24033C10-;461;HAACHT STATION-KERN
24033C110;1318;WESPELAARSE HOEK
24033ZZZZ;4;Non localisable dans un secteur
24038A00K;1874;HERENT CENTRUM OOST
24038A00L;651;HERENT CENTRUM WEST
24038A00M;559;HENKELSITE
24038A011;1310;KLINIEK
24038A022;1187;ZITTEBLOK
24038A08K;163;HERENT BIJLOK
24038A0AA;201;HOGEBEEK
24038A0PA;12;KEMPEN
24038A10-;965;HERENT STATION
24038A11K;540;S HERENWEGVELD
24038A11L;677;DE ZAVELPUT
24038A122;713;BERGEN
24038A133;1380;HERENT SPOORWEG-ZUID
24038A181;7;ROESELBERG
24038A191;32;MOLENVELD
24038A214;279;GODELINDE
24038A22-;248;HERENT BRUSSELSE STEENWEG
24038A38K;899;HERENT DEN DOREN
24038A39K;1015;HERENT LANGEVELD
24038A41-;799;KEULENSTRAAT
24038B00K;619;WINKSELE-CENTRUM
24038B012;650;IJZERENBERG
24038B02K;870;WIJTHAM
24038B081;114;WINKSELE-VERSPREIDE BEWONING
24038B09K;32;DIEPENDAAL-VERSPREIDE BEWONING
24038B102;920;WINKSELE DELLE
24038B112;957;DIEPENDAAL
24038B183;115;HOF TER NEPPEN
24038B191;43;HET BROEK
24038B284;65;KASTANJE BOS
24038B31K;369;SCHOONZICHT
24038C00-;1640;VELTEM-CENTRUM
24038C01-;375;VELTEM STATION
24038C02-;645;BEISEM-VERSPREIDE BEWONING
24038C09-;272;VELTEM-BEISEM-VERSPR. BEWONING
24038C11K;1001;BOVENBERG-KERN
24038C191;218;BOVENBERG-VERSPREIDE BEWONING
24038C212;509;BENEDEN-VELTEM-KERN
24038C29K;144;BENEDEN-VELTEM VERSPREIDE BEWONING ZUID
24038C29L;6;BENEDEN-VELTEM VERSPREIDE BEWONING NOORD
24038ZZZZ;6;Non localisable dans un secteur
24041A00K;1641;HOEGAARDEN-CENTRUM LORIER
24041A00L;875;HOEGAARDEN-CENTRUM PARK
24041A00M;804;HOEGAARDEN-CENTRUM SINT ROCHUS
24041A022;321;ALTENAKEN
24041A08K;50;ELST
24041A091;134;ROMMERSOM
24041A200;364;NERM-KERN
24041A290;6;NERM-VERSPREIDE BEWONING
24041A30-;230;SINT-KATELIJNE-HOUTEM-KERN
24041A39-;174;ST.KATELIJNE-HOUTEM-VERSP.BEW.
24041A40-;300;HOKSEM - HOEGAARDEN
24041A41-;75;HOKSEM - KUMTICH
24041A48K;0;DIEVENDAAL MET PESTEVELD
24041A49K;8;OUDE PESTEVELD
24041B00-;499;MELDERT-KERN
24041B09-;635;MELDERT-VERSPREIDE BEWONING
24041C00-;779;OUTGAARDEN-KERN
24041C09-;68;OUTGAARDEN-VERSPREIDE BEWONING
24041C182;0;BOST
24041C192;0;GOETSENHOVEN
24043A00-;624;HOLSBEEK-CENTRUM
24043A012;695;BERGENVELD
24043A02K;649;HOLSBEEK CHARTREUZENBERG
24043A02L;287;LEUVENSEBAAN-LANGEVELD HOLSBEEK-DORP
24043A091;417;HOLSBEEK-VERSPREIDE BEWONING
24043A10-;573;ATTENHOVEN - KERN
24043A12K;515;LEUVENSEBAAN-LANGEVELD HOLSBEEK-PLEIN
24043A12L;495;HOLSBEEK ATTENHOVENBERG
24043A1MA;228;HOLSBEEK-DE VUNT
24043A1PA;40;ATTENHOVEN-VERSPREIDE BEWONING
24043B00-;473;KORTRIJK-KERN
24043B08-;409;KORTRIJK-VERSPREIDE BEWONING
24043B09-;384;GOBBELSRODE - VERSPR. BEWONING
24043B10-;190;DUTSEL-KERN
24043B19-;299;DUTSEL-VERSPREIDE BEWONING
24043C00-;1150;NIEUWRODE-KERN
24043C01-;297;MORTELS - ROT
24043C09-;1396;NIEUWRODE-VERSPREIDE BEWONING
24043D00K;332;SINT-PIETERS-RODE-KERN
24043D09-;779;SINT-PIETERS-RODE-VERSPR. BEW.
24043ZZZZ;2;Non localisable dans un secteur
24045A00K;710;HULDENBERG-KERN
24045A01K;768;BREEMBOS
24045A0AA;541;SMEYSBERG - HULDENBERG
24045A0PK;709;HEEMBOS
24045A19-;263;KEIHOF-VERSPREIDE BEWONING
24045A29-;149;VOSSEBEEK-VERSPREIDE BEWONING
24045B00-;144;LOONBEEK-KERN
24045B012;484;VRANKSBERG
24045B091;254;LOONBEEK-VERSPREIDE BEWONING
24045B19-;224;KLEIN-WAVER
24045C000;616;NEERIJSE-KERN
24045C012;523;GANZEMANSTRAAT
24045C091;516;NEERIJSE-VERSPREIDE BEWONING
24045C19-;193;WOLFSHAGENSTRAAT
24045D00-;382;SINT-AGATHA-RODE-KERN
24045D012;304;OUDE WAVERSEBAAN
24045D023;834;VEEWEIDESTRAAT - GANSDEL
24045D091;126;ST-AGATHA-RODE - VERSPR. BEW.
24045E00K;494;OTTENBURG-KERN
24045E0AK;679;DE LUIZENBERG - OTTENBURG
24045E0BA;248;DE TOMME - OTTENBURG
24045E0PK;908;GROOT OTTENBURG - OTTENBURG
24045ZZZZ;2;Non localisable dans un secteur
24048A00K;2059;KEERBERGEN CENTRUM
24048A00L;584;KEERBERGEN CENTRUM NOORD
24048A01K;674;MOLEN - HAACHTSEBAAN
24048A01L;1070;PIERVENSHOEK - HAACHTSEBAAN
24048A02K;907;STUIVENBERG
24048A02L;458;ZEEPT
24048A03K;986;BOSZONE WEST
24048A03L;1121;BOSZONE OOST
24048A08K;1199;RAAMBEEK ZUID
24048A08L;855;RAAMBEEK NOORD
24048A0PN;124;DIJLE
24048A11K;653;KRUISHEIDE WEST
24048A11L;1015;KRUISHEIDE OOST
24048A2AK;962;LOZENHOEK ZUID
24048A2AL;385;LOZENHOEK NOORD
24048A2PK;303;KEERBERGEN HEIKANT
24054A00-;528;KORTENAKEN-KERN
24054A08-;559;HEIDE - RIGEL
24054A09-;525;ZAND - MERELNEST
24054A19-;588;KLITSENBERG
24054B00K;645;RANSBERG
24054C00K;356;HOELEDEN-KERN
24054C09K;59;HOELEDEN-VERSPREIDE BEWONING
24054C18-;223;GELBERGEN-VERSPREIDE BEWONING
24054C19-;812;DRIES - HERREBEEK
24054C282;156;STOK-SINT MARGRIETE
24054C292;243;STOK - BUNSBEEK
24054D00-;121;KERSBEEK-KERN
24054D09-;560;KERSBEEK-VERSPREIDE BEWONING
24054D102;87;MISKOM
24054D191;569;VROENTE
24054E00K;1002;WAANRODE-KERN
24054E09K;948;WAANRODE-VERSPREIDE BEWONING
24054ZZZZ;3;Non localisable dans un secteur
24055A00K;585;KORTENBERG KLOOSTERSTRAAT
24055A00L;868;KORTENBERG KERKSTRAAT
24055A010;993;LEUVEN BAAN-WEST
24055A022;560;KORTENBERG KERKHOF
24055A032;920;MINNEVELD - ST.-JOZEFKLINIEK
24055A04K;431;NEGENHOEK WEST
24055A04L;1366;NEGENHOEK OOST
24055A05K;1037;BROEKHOVEN NOORD
24055A05L;439;BROEKHOVEN ZUID
24055A081;3;KLOOSTERVELD
24055A09K;7;GULDENDELLE
24055A10-;824;ACHTERENBERG
24055A191;41;HOOGVELD
24055B00-;1080;ERPS-CENTRUM
24055B01-;901;HEUVE
24055B020;825;ERPS - STATIONSBUURT
24055B032;452;EIKENVELD
24055B080;127;TUSSEN ERPS EN SPOORWEG
24055B09-;73;KEIZERDELLE
24055B10-;947;KWERPS-KERN
24055B181;183;WEESBEEK
24055B19-;391;KOUTER
24055B213;591;SCHOONAARDE
24055B2MB;18;D'IETEREN
24055B2PB;227;WIJNGAARDSBERG
24055B39-;109;BALKENSTRAAT
24055B4AA;358;ZONNEWOUD
24055B4PA;330;OLMENHOEK - DIESTBRUG
24055C001;1107;MEERBEEK-KERN
24055C01K;795;BOSVELD
24055C0AA;330;TOMME
24055C0PA;333;HELIOS
24055D00-;698;EVERBERG-CENTRUM
24055D012;509;KETTEKENSHOEK - BOEIENDOOL
24055D091;24;EVERBERG-VERSPREIDE BEWONING
24055D1AA;519;VREBOS
24055D1PA;0;ROSBERG
24055D20K;962;KRUISSTRAAT CENTRUM
24055D29K;7;KORTENBERG MOLENBEEK
24055D29L;0;KORTENBERG SNELWEG
24055D312;1408;ARMENDAAL
24055ZZZZ;8;Non localisable dans un secteur
24059A00-;945;LANDEN-CENTRUM
24059A01-;1034;LANDEN STATION
24059A02-;487;SLACHTHUIS
24059A03-;745;STEENBERG
24059A04K;577;BETSVELD NOORDWEST
24059A04L;689;BETSVELD ZUIDOOST
24059A052;458;ROOSGRACHT
24059A072;15;LANDEN INDUSTRIEGEBIED
24059A081;6;ZOUTPOORT
24059A091;133;HOLIJK-VERSPREIDE BEWONING
24059A10K;1076;SINT-NORBERTUS-KERN WEST
24059A10L;356;SINT-NORBERTUS-KERN OOST
24059A113;520;SINT-GERTRUDIS-KERN
24059A191;110;ST.-GERTRUDIS-VERSPR. BEWONING
24059B00-;182;RUMSDORP-KERN
24059B09-;34;RUMSDORP-VERSPREIDE BEWONING
24059C00-;1171;WALSHOUTEM-CENTRUM
24059C012;303;WALSHOUTEM - WEG OP LANDEN
24059C091;173;WALSHOUTEM-VERSPREIDE BEWONING
24059C10-;213;WEZEREN-KERN
24059C19-;42;WEZEREN-VERSPREIDE BEWONING
24059C200;809;WAASMONT-KERN
24059C21K;179;SONVALWIJK
24059C29K;150;WAASMONT-VERSPREIDE BEWONING
24059C30-;183;WALSBETS-KERN
24059C312;255;WALSBETS - WEG OP LANDEN
24059C391;7;WALSBETS-VERSPREIDE BEWONING
24059D00K;821;NEERWINDEN-KERN
24059D012;209;NEERWINDEN-OOST
24059D091;157;NEERWINDEN-VERSPREIDE BEWONING
24059E00-;185;WANGE-KERN
24059E09-;90;WANGE-VERSPREIDE BEWONING
24059F00-;204;ELIKSEM-KERN
24059F09-;166;ELIKSEM-VERSPREIDE BEWONING
24059G00-;231;EZEMAAL-KERN
24059G08-;173;EZEMAAL STATION
24059G099;58;EZEMAAL-VERSPREIDE BEWONING
24059H00-;314;LAAR-KERN
24059H09-;105;LAAR-VERSPREIDE BEWONING
24059J00-;489;OVERWINDEN-KERN
24059J09-;67;OVERWINDEN-VERSPREIDE BEWONING
24059K00-;1079;ATTENHOVEN-KERN
24059K01K;173;JONKERJAN
24059K09K;175;ATTENHOVEN-VERSPREIDE BEWONING
24059K113;443;FABRIEK
24059L00-;310;NEERLANDEN-KERN
24059L09-;68;NEERLANDEN-VERSPREIDE BEWONING
24059ZZZZ;6;Non localisable dans un secteur
24062A00K;853;LEUVEN CENTRUM
24062A01K;693;VISMARKT
24062A02-;379;LEUVEN STADSPARK
24062A03K;944;PATER DAMIAANPLEIN
24062A04K;453;HERTOGENSITE
24062A05K;652;KLAVERPARK
24062A05L;321;KLEIN BEGIJNHOF
24062A05M;421;GLASBLAZERIJ
24062A07K;923;TWEEWATERS
24062A07L;220;SLUISPARK
24062A07M;1002;VAARTKOM
24062A10K;713;DIESTSESTRAAT
24062A11-;787;VITAL DECOSTER
24062A12-;1292;SINT-MAARTENSDAL
24062A13K;1321;VAN MONS
24062A15-;1033;KARDINAALSTRAAT
24062A17-;0;LEUVEN STATION
24062A20K;547;BONDGENOTENLAAN
24062A22K;324;MARIA-THERESIASTRAAT
24062A23K;511;LADEUZEPLEIN
24062A30K;515;BOVEN TIENSESTRAAT
24062A31K;954;BLIJDE-INKOMSTSTRAAT
24062A32K;1216;HULPGEVANGENIS
24062A33K;455;WINDMOLENVELDSTRAAT
24062A33L;527;BRABANÇONNE
24062A34-;42;CENTRALE GEVANGENIS
24062A35K;618;VESALIUS
24062A36K;810;PARKSTRAAT
24062A40K;696;SINT-KWINTENS
24062A42K;1822;NIEUW KWARTIER
24062A43K;228;GROOT BEGIJNHOF
24062A44-;1037;REDINGEN
24062A50-;479;SINT-JACOBSPLEIN
24062A51K;1431;TESSENSTRAAT
24062A51L;1050;BRUULPARK
24062A52K;1728;GRASMUS
24062A52L;528;JANSENIUSHOF
24062A53K;499;TERVUURSESTRAAT
24062A53L;896;GROEFPLEIN
24062A53M;600;BURENBERG
24062A54K;1561;WIJNPERS
24062A55K;457;ADBIJ KEIZERSBERG
24062A61K;774;GALGEBERG
24062B00K;750;WILSELE CENTRUM
24062B08-;43;WIJGMAALSESTEENWEG
24062B09K;28;LIJNLOPERSPAD
24062B10K;1102;PUTKAPEL ZUID
24062B10L;1676;PUTKAPEL CENTRUM
24062B11K;460;WEGGEVOERDENSTRAAT
24062B122;1334;KWADE HOEK
24062B132;587;DRAAK
24062B19K;199;PUTKAPEL VERSPREIDE BEWONING
24062B19L;0;PUTKAPEL NOORD
24062B27K;166;WILSELE INDUSTRIE
24062B30K;715;HAGELANDSTRAAT
24062B32K;610;BLEYDENBERG
24062B33K;1489;MECHELSEPOORT
24062B33L;513;SCHORENSHOF
24062B35K;621;DE KOKSIJDEWIJK
24062B37K;22;MARIE THUMAS
24062B39K;428;BELLEFROID
24062C00K;1112;BLAUWPUT
24062C01-;661;CENTRALE WERKPLAATSEN
24062C02K;865;SPORTCOMPLEX KESSEL-LO
24062C03K;1134;JEUGDPLEIN
24062C04K;1451;VREDEPLEIN
24062C05K;1191;ACHTER CENTRALE WERKPLAATSEN
24062C05L;347;KESSEL-LO ACHTER STATION
24062C0AK;0;WETENSCHAPSPARK LEUVEN NOORD
24062C10K;532;HEFFEL
24062C11K;993;ABDIJ VAN VLIERBEEK
24062C12-;989;HEUVELHOF
24062C13K;1501;VLIERBEEKVELD
24062C13L;449;DIESTSEVELD
24062C14K;791;RERUM NOVARUMLAAN
24062C2MK;709;SCHEUT
24062C32-;714;BENEDEN-LO
24062C39K;609;BOVENLO
24062C40-;606;KLEIN RIJSEL
24062C41K;875;BELLEVUE
24062C41L;1159;PIETER NOLLEKENS
24062C41M;1249;ONTVOOGDINGSTRAAT
24062C42K;1016;MICHOTTE
24062C43K;1183;GASTON EYSKENSLAAN
24062C43L;1098;EUGEEN VANHOORENBEKEPLEIN
24062C43M;841;DE BUNSWYCK
24062C44K;1820;CASABLANCA
24062C44L;246;LIJSTERLAAN
24062C44M;185;ORTOLANEN
24062C50K;1308;GENADEDAL
24062C50L;814;BENEDEN KESSEL-LO
24062C51K;2250;KESSELDAL
24062C52K;793;PROVINCIAAL DOMEIN
24062C61K;574;KESSELBERG
24062C68K;1040;WIJNBERGEN
24062D00-;860;HEVERLEE CENTRUM
24062D01K;354;KARDINAAL MERCIER
24062D02K;1385;NAAMSEPOORT
24062D03K;1027;HEILIG HART HEVERLEE
24062D03L;1897;HEVERLEE ACHTER STATION
24062D03M;1617;LEEUWERIKEN
24062D04K;1153;WAVERSEBAAN
24062D05K;542;MOLENBEEK
24062D10K;1042;PLEINSTRAAT
24062D11K;1376;KONINGIN ELISABETH
24062D19K;16;PHILIPSSITE
24062D21-;1546;MATADI
24062D22K;1200;DUINBERG
24062D22L;807;PAKENHOF
24062D29K;94;MILITAIR DOMEIN
24062D31K;894;DE JACHT
24062D39K;9;HEVERLEEBOS
24062D410;606;CAMPUS ARENBERG
24062D51K;541;TOVERBERG
24062D59K;991;EGENHOVEN ROTSPOEL
24062D60K;872;TERBANK CENTRUM
24062D61K;860;TUINWIJK TER ELST
24062D62K;490;DE VOGELZANG
24062D62L;345;SINT-JANSBERGSESTEENWEG
24062D63K;0;GASTHUISBERG
24062D64K;922;IJZERENMOLEN
24062D64L;1223;CELESTIJNEN
24062D64M;644;ALVINNENBERG
24062E71K;776;SPAANSE-KROON
24062E72K;322;MOL
