CD_YEAR;CD_SECTOR;MS_AVG_TOT_NET_TAXABLE_INC;TX_SECTOR_DESCR_FR
2013;11002C41-;19310.0;DAMBRUGGESTRAAT-N.(STATIONSW.)
2013;11002C42-;17609.0;DE ZAVEL (NOORDWIJK )
2013;11002C43-;23177.0;ST.-WILLEBRORDUS (NOORDWIJK )
2013;11002C44-;19730.0;POTGIETERSTRAAT (NOORDWIJK)
2013;11002C45-;20983.0;STUIVENBERG ZIEKENHUIS(NOORDW)
2013;11002D30-;23302.0;CHARLOTTALEI (OOSTWIJK)
2013;11002D31-;23274.0;ASTRID BAD (OOSTWIJK)
2013;11002D32-;27304.0;ST.-VINCENTIUS (OOSTWIJK)
2013;11002D33-;28684.0;STADSPARK-ZUID (OOSTWIJK)
2013;11002D34-;28743.0;DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK)
2013;11002D35-;;VAN DIEPENBEECKSTR. (OOSTWIJK)
2013;11002D38-;;GAS (OOSTWIJK)
2013;11002D41-;26191.0;STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK)
2013;11002D42-;31383.0;LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK)
2013;11002E122;28678.0;WAALSE KAAI (ZUIDWIJK)
2013;11002E131;31371.0;VLAAMSE KAAI (ZUIDWIJK)
2013;11002E14-;28217.0;MUSEUMWIJK (ZUIDWIJK)
2013;11002E15-;28766.0;GERECHTSHOF (ZUIDWIJK)
2013;11002E50-;28110.0;BELL (ZUIDWIJK)
2013;11002E521;26444.0;LANGE ELZENSTRAAT (ZUIDWIJK)
2013;11002E53-;25283.0;TROONPLAATS (ZUIDWIJK)
2013;11002E551;31306.0;GERECHTSHOF (ZUIDWIJK)
2013;11002E5MJ;15812.0;SPAGHETTIKNOOP (KIEL)
2013;11002F11-;20438.0;ST.-CATHARINA (KIEL)
2013;11002F12-;19040.0;MAURITS SABBELAAN (KIEL)
2013;11002F21-;29724.0;KOLONIELAAN (CAM. HUYSMANSL.)
2013;11002F223;16581.0;VOLHARDINGSSTRAAT (KIEL)
2013;11002F60-;24055.0;KIEL - CENTRUM (KIEL)
2013;11002F61-;22398.0;BOOMSE STWG-BEERSCHOT (KIEL)
2013;11002F62-;18254.0;BEERSCHOT - STADION (KIEL)
2013;11002F64-;17036.0;JAN DE VOSLEI (KIEL)
2013;11002F65-;26261.0;PIUS X (KIEL)
2013;11002F6MJ;;PETROLEUM - SCHELDEKADEN-Z.
2013;11002F6NJ;;KIELSE POLDER (KIEL)
2013;11002G51-;29789.0;ST.-LAURENTIUS (ZUIDWIJK)
2013;11002G522;25794.0;FRANSEN PLAATS (ZUIDWIJK)
2013;11002G53-;30540.0;HARMONIE (ZUIDWIJK)
2013;11002G54-;40405.0;KAREL OOMSTRAAT
2013;11002G552;32312.0;C. TEICHMANN PLAATS (ZUIDWIJK)
2013;11002G59-;45420.0;ALBERTPARK (OOSTWIJK)
2013;11002G72-;28694.0;WILRIJKSPL.-W. (WILRIJKSPLEIN)
2013;11002G73-;27750.0;BLOKKEN-KRUISHOFSTR. (WILR.PL)
2013;11002G74-;68987.0;DEN BRANDT (WILRIJKSPLEIN)
2013;11002G75-;46600.0;OOSTERVELD (WILRIJKSPEIN)
2013;11002G780;31314.0;NACHTEGALENPARK(WILRIJKSPLEIN)
2013;11002H40-;17999.0;ST.-AMANDUS (NOORDWIJK)
2013;11002H41-;16926.0;STUIVENBERG-WEST
2013;11002H43-;20718.0;ST.-JANSPLEIN-TRAPSTR.(N.WIJK)
2013;11002H44-;17889.0;STUIVENBERGPLEIN (NOORDWIJK)
2013;11002H83-;19654.0;SLACHTHUISWIJK (DAM-SCHIJNPOORT)
2013;11002H84-;;DAM (DAM - SCHIJNPOORT)
2013;11002H8MJ;;DAM- LOBROEKDOK (SCHIJNPOORT)
2013;11002J072;36377.0;OUDE HAVEN
2013;11002J80-;17710.0;LUCHTBAL-ZUID
2013;11002J81-;22373.0;LUCHTBAL-NOORD
2013;11002J820;24475.0;IJZERLAAN (DAM - SCHIJNPOORT)
2013;11002J83-;23118.0;DUBOISSTRAAT (NOORDWIJK)
2013;11002J84-;;WILLEMDOK (SPAANSE WALLEN)
2013;11002J85-;30402.0;'T EILANDJE
2013;11002J873;;HOUTDOK
2013;11002J881;;POLDER (EKEREN)
2013;11002J901;36427.0;SCHOONBROEK HANDBOOG
2013;11002J912;31235.0;GR.HAGELKRUIS-L. BAEKELANDSTR.
2013;11002J923;34294.0;SCHOONBROEK - TWEEKRONEN
2013;11002J932;17857.0;DONKSE BEEK (EKEREN)
2013;11002J94-;32458.0;LEUGENBERG-ZUID (EKEREN)
2013;11002K171;29933.0;ALBERTDOK
2013;11002K173;;LEOPOLDDOK FORD-FABRIEKEN
2013;11002K174;;LUITHAGEN FORD-FABRIEKEN
2013;11002K175;;CHURCHILLDOK-G. M. CONTIN.
2013;11002K1MN;;WALENHOEK ANTWERPEN-NOORD (VORMINGSSTATION)
2013;11002K214;40253.0;LILLO - FORT
2013;11002K271;;DISTRICT LILLO TUNNEL-NOORD
2013;11002K272;;DISTRICT LILLO TUNNEL-ZUID
2013;11002L000;35057.0;ZANDVLIET-KERN(ZANDVL.-5 DIST)
2013;11002L011;36576.0;STALSHOEK(ZANDVLIET-5 DISTR. )
2013;11002L022;27365.0;GROTE RUIGEHEIDE(ZANDVL.-5DIS)
2013;11002L090;34971.0;NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT)
2013;11002L100;33164.0;BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT)
2013;11002L111;34692.0;STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT)
2013;11002L122;32669.0;VISWATER(BERENDRECHT - 4 DIST)
2013;11002L18-;32093.0;KRAAIENBERG(BERENDRECHT - 4 D)
2013;11002P00-;30434.0;EKEREN-CENTRUM
2013;11002P01-;27834.0;EKEREN-DORP
2013;11002P02-;28910.0;SCHOONBROEK
2013;11002P03-;32699.0;DE GEESTEN
2013;11002P04-;32851.0;HET ZAND
2013;11002P05-;38594.0;LEERHOEKSLAAN
2013;11002P100;36726.0;MARIABURG
2013;11002P111;37751.0;DE BIST
2013;11002P12-;37247.0;DE NOTESCHELP
2013;11002P20-;33395.0;HOEKAKKER
2013;11002P21-;41398.0;LUCASWIJK
2013;11002P22-;38698.0;PRINSHOEVELAND
2013;11002P23-;34402.0;LAGE BIST
2013;11002P242;41019.0;KLAVERVELDEN
2013;11002P392;;VLOEIENDE
2013;11002P500;33705.0;LEUGENBERG
2013;11002P589;40993.0;DE HOEKX
2013;11002P590;;KROMMESTR.- AKKER - BREDESTR.- VELDEN
2013;11002Q001;21907.0;OUD MERKSEM
2013;11002Q012;22576.0;MERKSEM-CENTRUM
2013;11002Q021;20611.0;LAATLOS
2013;11002Q03-;28965.0;GAGELVELDEN
2013;11002Q04-;26816.0;KLUIZEVELDEN
2013;11002Q052;20488.0;EIGEN HEERD
2013;11002Q072;22615.0;DUIVELSHOEK
2013;11002Q091;31985.0;PARK
2013;11002Q10-;27355.0;OUDE BAREEL
2013;11002Q11-;31886.0;MERKSEMHEIDE
2013;11002Q12-;28822.0;KROONWIJK
2013;11002Q13-;25694.0;MELGESDREEF
2013;11002Q14-;28401.0;TUINWIJK
2013;11002Q17-;;MERKSEM-DOKKEN
2013;11002Q201;27993.0;LAMBRECHTSHOEKEN
2013;11002Q212;27994.0;LAARSE BAAN-WEST
2013;11002Q222;33028.0;RIETSCHOORVELDEN
2013;11002Q233;32185.0;LAARSE BAAN-OOST
2013;11002Q241;;KRUISBAANVELDEN
2013;11002Q242;31944.0;KRUISBAANVELDEN
2013;11002Q2AA;38662.0;'T LAAR
2013;11002Q2PA;;'T LAAR
2013;11002Q30-;34446.0;KLEINE BAREEL
2013;11002Q49-;;SPORTPALEIS
2013;11002R00-;26231.0;DEURNE - GEMEENTEHUIS
2013;11002R01-;26497.0;PLANKENBERG
2013;11002R02-;21780.0;DEURNE-HET DORP
2013;11002R03-;24282.0;GALLIFORT
2013;11002R04-;25170.0;KREGLINGER
2013;11002R05-;32416.0;TER RIVIEREN
2013;11002R099;;RIVIERENHOF-NOORD
2013;11002R101;22206.0;KRONENBURG
2013;11002R110;24443.0;BISSCHOPPENHOF
2013;11002R12-;23076.0;CONFORTA
2013;11002R13-;23279.0;TEN EEKHOVE
2013;11002R172;18471.0;KANAAL
2013;11002R180;26780.0;BREM
2013;11002R19-;21100.0;KRUININGE
2013;11002R20-;27333.0;VENNEBORG
2013;11002R21-;26768.0;MORTELHOEK
2013;11002R22-;26798.0;ERTBRUGGE
2013;11002R23-;28249.0;ZWARTE AREND
2013;11002R24-;27753.0;SCHOTENSTEENWEG
2013;11002R30-;23941.0;'T MESTPUTTEKE
2013;11002R31-;25494.0;DRIEKONINGEN
2013;11002R32-;23051.0;ARENA
2013;11002R33-;30395.0;KRIEKENHOF
2013;11002R34-;23108.0;MUGGENBERG
2013;11002R35-;25485.0;MORKHOVEN
2013;11002R39-;;BOTERLAARHOF
2013;11002R401;31212.0;BOEKENBERG
2013;11002R41-;33697.0;DRAKENHOF
2013;11002R42-;30684.0;BOEKENBERGLEI
2013;11002R43-;28273.0;EKSTERLAAR
2013;11002R44-;26685.0;BOTERLAAR - SILSBURG
2013;11002R47-;22986.0;VLIEGVELD
2013;11002S00-;23527.0;BORGERHOUT - GEMEENTEHUIS
2013;11002S01-;20408.0;FONTEINSTRAAT
2013;11002S02-;21465.0;DEN BLEEKHOF
2013;11002S03-;23087.0;KROONSTRAAT-WEST
2013;11002S04-;24054.0;HET LAAR
2013;11002S05-;22131.0;KATTENBERG
2013;11002S10-;24981.0;STENENBRUG-ZUID
2013;11002S11-;26889.0;COLLEGE
2013;11002S12-;28304.0;VAN DE PERRELEI
2013;11002S13-;30634.0;BOELAERPARK-NOORD
2013;11002S19-;;TE BOELAERPARK
2013;11002S20-;;FOORPLEIN
2013;11002S2MJ;24081.0;E3 - E39
2013;11002S30-;20667.0;DE PEPERBUS
2013;11002S31-;19664.0;ST.-ANNA
2013;11002S41-;27421.0;LABORATORIUM
2013;11002S42-;26203.0;GITSCHOTEL
2013;11002S43-;26810.0;CRUYSLEI
2013;11002T00-;24378.0;OP TEN BERGH
2013;11002T01-;26283.0;POSTHOF
2013;11002T02-;21696.0;HOFVELD
2013;11002T03-;30373.0;STUIVENBERG
2013;11002T04-;36249.0;OUDE JUSTITIE
2013;11002T05-;28481.0;TURKEYEN
2013;11002T09-;22463.0;VESTINGEN
2013;11002T10-;36431.0;RUYTENBURG
2013;11002T111;30054.0;FRUITHOF
2013;11002T12-;28801.0;OUDE BAEN
2013;11002T13-;38933.0;MOLENVELD
2013;11002T14-;38588.0;DE VELDEKENS
2013;11002T180;40746.0;ROOY
2013;11002T20-;26329.0;GITSCHOTEL
2013;11002T21-;24669.0;VOSSTRAETE
2013;11002T22-;28298.0;GROENENHOEK
2013;11002T23-;28673.0;BERCHEMBOS
2013;11002T24-;29235.0;TUINWIJK
2013;11002T25-;;HET PRIEEL
2013;11002T30-;36774.0;ZURENBORG
2013;11002T39-;;OOSTKWARTIER
2013;11002T412;29544.0;ZILVERBEEK
2013;11002T42-;31005.0;DE ZEPTEN
2013;11002U00-;29489.0;WILRIJK-CENTRUM
2013;11002U01-;28591.0;YPERMAN - STEYTELINCK
2013;11002U02-;30181.0;OVERSNES - DUIVELSHOEK
2013;11002U03-;35401.0;KOORNBLOEM
2013;11002U09-;27612.0;SLIJKHOEK - FORT 6
2013;11002U10-;32519.0;HONDSNEST - MOLENVELD
2013;11002U11-;43957.0;PARKWIJK
2013;11002U20-;27795.0;VALAAR - DE BREM
2013;11002U21-;27283.0;DE BRUYNLAAN-ZUID
2013;11002U22-;20639.0;DE BRUYNLAAN-NOORD
2013;11002U30-;33583.0;OOSTERVELD
2013;11002U31-;32260.0;ELSDONK-OOST
2013;11002U32-;52467.0;ELSDONK-WEST
2013;11002U33-;32644.0;SINT-AUGUSTINUS
2013;11002U40-;36727.0;EDEN
2013;11002U41-;32360.0;U.I.A. VOORJAARSSTRAAT
2013;11002U43-;35346.0;GALLAITLAAN
2013;11002U47-;33347.0;INDUSTRIEPARK-OOST
2013;11002U57-;26620.0;TER BEKE HOF DREEF
2013;11002U5MA;;GROENE HOEK - TER BEKE
2013;11002U5PA;;GROENE HOEK - TER BEKE
2013;11002U60-;35578.0;DOOY SLOOY
2013;11002U68-;;SCHOONSELHOF - FORT 7
2013;11002U69-;;KLAVERBLAD
2013;11002V00-;28406.0;HOBOKEN - CENTRUM
2013;11002V01-;28717.0;KLOOSTERSTRAAT
2013;11002V02-;23566.0;VINKEVELDEN
2013;11002V03-;28608.0;KAPELSTRAAT
2013;11002V04-;31046.0;SPORT PARK BELL
2013;11002V05-;30298.0;LEOPOLDLEI
2013;11002V07-;;METALLURGIE - COCKERILL
2013;11002V099;26455.0;PARK ZORGVLIET
2013;11002V10-;26590.0;ZWAANTJES
2013;11002V11-;26673.0;PORTUGESEHOF
2013;11002V12-;23929.0;WEERSTANDLAAN
2013;11002V13-;25051.0;HEIDE
2013;11002V14-;26445.0;LICHTENBERG
2013;11002V19-;29268.0;BEGRAAFPLAATS
2013;11002V20-;32366.0;MEERLENHOF
2013;11002V21-;19949.0;STUIVENBERG
2013;11002V22-;32243.0;NACHTEGALENHOF-NOORD
2013;11002V23-;34221.0;NACHTEGALENHOF-ZUID
2013;11002V29-;15783.0;HOF TER GROEN
2013;11002V301;25703.0;MORETUSBURG
2013;11002V312;33239.0;VISPUTTEN
2013;11002V322;39905.0;POLDERSTAD
2013;11002V373;;INDUSTRIEPARK
2013;11002V391;;POLDERBOS
2013;11002ZZZZ;18726.0;NON LOCALISABLE DANS UN SECTEUR
2013;11004A00-;36013.0;BOECHOUT-CENTRUM
2013;11004A01-;39975.0;HOVEREVELD
2013;11004A02-;29988.0;FRUITHOF
2013;11004A03-;35504.0;LANGE KROON
2013;11004A081;34417.0;MUSSENHOEVE
2013;11004A09-;43654.0;HOF VAN BOECHOUT
2013;11004A10-;32646.0;'T VOSKE
2013;11004A18-;40306.0;HELLE
2013;11004A19-;35419.0;SMIDJE-VERSPREIDE BEWONING
2013;11004A21-;39293.0;MOLENVELD
2013;11004A220;31580.0;GILLEGOMBUURT
2013;11004A23-;44475.0;SCHALIEHOEVEBUURT
2013;11004A242;44418.0;VOGELWEIDE
2013;11004A29-;27815.0;BOSHOEK
2013;11004B000;38160.0;VREMDE-DORP
2013;11004B010;52756.0;BROECHEMSE STEENWEG
2013;11004B022;45080.0;NIEUWE WIJK
2013;11004B081;38673.0;TOEFFELHOEK
2013;11004B090;;BLOEMENHOF - VREMDERMOLEN
2013;11004B19-;;ACHTERSTE HOEVEN
2013;11004ZZZZ;;NON LOCALISABLE DANS UN SECTEUR
2013;11005A00-;26197.0;BOOM-CENTRUM
2013;11005A01-;24026.0;ADVOKAATSTRAAT
2013;11005A02-;35084.0;DE HOEK
2013;11005A03-;25607.0;BOOM STATION-F. DE SCHUTTERL.
2013;11005A04-;26205.0;NOEVEREN
2013;11005A051;39502.0;SCHOMME
2013;11005A072;27342.0;INDUSTRIE
2013;11005A093;23642.0;HOLLEZIJP
2013;11005A10-;30032.0;BOSSTRAAT
2013;11005A184;37431.0;RECREATIE
2013;11005A191;40414.0;KLEINE STEYLEN
2013;11005A20-;26964.0;BAREEL-PARK
2013;11005A211;33106.0;WATERTOREN
2013;11005A22-;36895.0;GEBO
2013;11005A232;29116.0;KORTE STRAAT
2013;11005A242;41400.0;QUESELS
2013;11005A25-;49215.0;VOSKEN
2013;11005A30-;25691.0;PERTSGAD
2013;11005ZZZZ;17462.0;NON LOCALISABLE DANS UN SECTEUR
2013;11007A00-;28828.0;BORSBEEK-CENTRUM
2013;11007A01-;32699.0;VOGELZANG
2013;11007A020;41882.0;ACHTERROT
2013;11007A03-;31104.0;VAN PUTLEI
2013;11007A04-;29629.0;OUDE SPRINKHAAN
2013;11007A080;;SCHOENDONK
2013;11007A09-;;FORT 3
2013;11007ZZZZ;;NON LOCALISABLE DANS UN SECTEUR
2013;11008A00-;31160.0;VAGEVUURVELDEN
2013;11008A01-;28806.0;BRASSCHAAT-CENTRUM
2013;11008A020;32690.0;ZAND - HEISLAG
2013;11008A03-;38238.0;FORTUINBEEK
2013;11008A04-;32672.0;KLINIEK
2013;11008A091;;PARK
2013;11008A0AA;52323.0;NEERVELDEN
2013;11008A0BJ;33376.0;HEUVELS - RIETBEEMDEN
2013;11008A0PA;46436.0;TORENHOF - HOF TEN BOS
2013;11008A10-;29179.0;MIDDELKAART
2013;11008A11-;33314.0;LAGE KAART
2013;11008A12-;37633.0;HOGE KAART
2013;11008A19-;47960.0;EIKELENBERG
2013;11008A20-;35891.0;DRIEHOEK
2013;11008A21-;38889.0;BETHANIE
2013;11008A22-;76516.0;MISHAGEN
2013;11008A283;30745.0;HET LEEG - MIKSE HEIDE
2013;11008A29-;;NIEMANDS BEEMDEN
2013;11008A30-;30987.0;MARIA-TER-HEIDE
2013;11008A31-;35815.0;MOLENHEIDE
2013;11008A32-;32363.0;BELLENHOF
2013;11008A332;49948.0;DUREN TIJD
2013;11008A381;22674.0;DE MIK
2013;11008A3MB;38131.0;GROOT SCHIETVELD
2013;11008A3PB;70914.0;KAMP VAN BRASSCHAAT
2013;11008A40-;37393.0;MARIABURG
2013;11008A49-;50104.0;LEENHEIDE - KATERHEIDE
2013;11008A500;44509.0;VRIESDONK
2013;11008A510;69337.0;TER BORCHT - VOSHOL
2013;11008A59-;;PEERDSBOS
2013;11008ZZZZ;32270.0;NON LOCALISABLE DANS UN SECTEUR
2013;11009A000;27536.0;BRECHT-CENTRUM
2013;11009A01-;35967.0;HEIKEN
2013;11009A02-;26315.0;BEEKHOVEN
2013;11009A03-;28778.0;PAPBOS
2013;11009A042;35858.0;HENSEL
2013;11009A0AD;23206.0;STEEGHOVEN
2013;11009A0MC;36845.0;DE RING
2013;11009A0PD;32365.0;HOEK - SCHOM
2013;11009A0QC;28688.0;STAPELHEIDE - NOLLEKENS
2013;11009A20-;39004.0;HET VEEN
2013;11009A21-;38109.0;KAMBEENHEIDE
2013;11009A222;46141.0;HOGE HEIDE
2013;11009A281;;DE MEREL
2013;11009A29-;;VRAAGHEIDE
2013;11009A30-;30672.0;OVERBROEK
2013;11009A38-;38095.0;KREKELBERG
2013;11009A3AB;38263.0;NIEUWE ROMMERSHEIDE
2013;11009A3PB;34285.0;HORST - SCHOORDIJK - MEREYT
2013;11009A49-;29592.0;BRECHTSE HEIDE
2013;11009A5AA;32547.0;ROMMERSHEIDE - LAKVEN
2013;11009A5PA;42859.0;NOTTEBOHM
2013;11009B00-;28443.0;SINT-LENAARTS-CENTRUM
2013;11009B01-;34127.0;POTHOEK
2013;11009B02-;26410.0;HEIKEN
2013;11009B032;35122.0;KONINGSSTOEL
2013;11009B08-;31419.0;MOLENHEIKEN
2013;11009B091;30186.0;HENXBROEK-KLOOSTERAKKER-VONDEL
2013;11009B18-;;EESTER - LABOUREUR - VOGELZANG
2013;11009B19-;28008.0;DE LEEUWERIK
2013;11009B20-;31748.0;GROOT EN KLEIN VEERLE
2013;11009B29-;26970.0;DE HOUW - GALGEVOORT
2013;11009B2MA;;D'HOEF
2013;11009B2PA;33646.0;VEERLE - VERSPREIDE BEWONING
2013;11009C00-;34324.0;SINT-JOB-IN-'T GOOR - CENTRUM
2013;11009C01-;35259.0;LEEUWERIK
2013;11009C020;40900.0;ZAND
2013;11009C03-;33905.0;SINT-JOB-IN-'T GOOR - DORP-N.
2013;11009C08-;30353.0;CHRISTUS-KONING
2013;11009C090;40118.0;KLOOSTERVELD-VERSPR. BEW.
2013;11009ZZZZ;14750.0;NON LOCALISABLE DANS UN SECTEUR
2013;11013A00-;33990.0;EDEGEM-CENTRUM
2013;11013A01-;45631.0;MUSSENBURG
2013;11013A02-;33954.0;BUIZEGEM
2013;11013A03-;43148.0;POSDIJK
2013;11013A040;41145.0;BOERENLEGER
2013;11013A050;29013.0;GRIJPEGEM
2013;11013A090;;HOF TER LINDEN
2013;11013A101;37963.0;EEKHOF - ST.JOZEF
2013;11013A11-;34508.0;ELSDONK
2013;11013A12-;56332.0;VERBRANDE HOEVE
2013;11013A132;39683.0;MOLENVELD
2013;11013A142;38694.0;AAN DE HOEVE
2013;11013A181;;MOLENVELD-ZUID
2013;11013A19-;40236.0;DRIE EIKEN
2013;11013A20-;36686.0;TER BEKE
2013;11013A21-;36151.0;ROZENHOF
2013;11013ZZZZ;24605.0;NON LOCALISABLE DANS UN SECTEUR
2013;11016A000;31670.0;ESSEN-CENTRUM
2013;11016A010;30785.0;HEUVEL
2013;11016A021;28498.0;KLOOSTERSTRAAT-OOST
2013;11016A042;29267.0;HONDSBERG
2013;11016A052;33947.0;DE VENNEN - DE WERF
2013;11016A091;37598.0;SPIJKER - ZANDSTRAAT
2013;11016A101;33553.0;WILDERT-OOST
2013;11016A112;36346.0;WILDERT-WEST
2013;11016A180;27149.0;VISSENHEUVEL - ZILVEREN HOEK
2013;11016A191;30359.0;WILDVEN
2013;11016A1AJ;28340.0;WILDERT WEEKENDZONE-OOST
2013;11016A200;31006.0;HORENDONK
2013;11016A262;28933.0;HORENDONK-WEEKENDZONE
2013;11016A273;;INDUSTRIEZONE
2013;11016A281;32310.0;STEENPAAL - GROTE HORENDONK
2013;11016A291;31715.0;SCHANKER - SCHAM
2013;11016A300;29839.0;ESSEN - HOEK
2013;11016A391;30975.0;NOORDENEIND - ROUWMOERHOEF - WATERWINNING
2013;11016A3AJ;28775.0;WILDERT - WEEKENDZONE-WEST
2013;11016A401;24114.0;STATION
2013;11016A412;29602.0;VELDWEG
2013;11016A501;34811.0;HEIKANT
2013;11016A592;29046.0;PAARDENHOEK-WILDERTSE DUINTJES
2013;11016A60-;;KALMTHOUTSE HOEK
2013;11016A691;31359.0;MOLENWIJK - VOORTSE HOEVE
2013;11016ZZZZ;;NON LOCALISABLE DANS UN SECTEUR
2013;11018A000;35086.0;HEMIKSEM-DORP
2013;11018A010;35109.0;HOOFDBOS
2013;11018A021;30414.0;HEMIKSEM-CENTRUM
2013;11018A030;35781.0;VARENVELDEN
2013;11018A042;41050.0;KALLEBEEK
2013;11018A054;35690.0;BOUWERIJVELDEN
2013;11018A070;;HERBEKE - TERLOCHT
2013;11018A090;;KASTEEL
2013;11018A101;28085.0;HEUVELSTRAAT
2013;11018A111;28741.0;KERKENEINDE
2013;11018A122;29233.0;SINT-BERNARD
2013;11018A132;36633.0;KERKE BOS
2013;11018A143;31802.0;SCHELSE BOS
2013;11018A170;30256.0;NIJVERHEIDSZONE-OOST
2013;11018A1MJ;31165.0;NIJVERHEIDSZONE - SCHELDE-Z.
2013;11018ZZZZ;;NON LOCALISABLE DANS UN SECTEUR
2013;11021A00-;37238.0;HOVE-CENTRUM
2013;11021A01-;46570.0;GEELHAND
2013;11021A02-;37499.0;KLEINE MIJL
2013;11021A03-;42295.0;GRENS EDEGEM
2013;11021A04-;49524.0;RATTENNEST
2013;11021A052;;FRUITHOUT-ZUID
2013;11021A062;46076.0;VELDKANT
2013;11021A081;;FRUITHOUT
2013;11021A091;;VELDKANT-VERSPREIDE BEWONING
2013;11021A19-;51495.0;HOOFSE HOEK
2013;11021ZZZZ;;NON LOCALISABLE DANS UN SECTEUR
2013;11022A001;27948.0;KALMTHOUT-CENTRUM-OOST
2013;11022A012;39868.0;KALMTHOUT-CENTRUM-WEST
2013;11022A02-;35575.0;KIJKUIT-WEST
2013;11022A032;35289.0;BEZEMHEIDE
2013;11022A080;28081.0;KALMTHOUT-VERSPR. BEW.-OOST
2013;11022A091;;VOGELENZANG
2013;11022A10-;30949.0;KALMTHOUT-DORP
2013;11022A11-;31115.0;HEUVEL
2013;11022A120;37660.0;ACHT ZALIGHEDEN
2013;11022A132;42837.0;MERBORETUM-NOORD
2013;11022A181;;NATUURRESERVAAT
2013;11022A19-;43293.0;DE GREEF
2013;11022A201;27821.0;OUD-HEIDE
2013;11022A21-;43316.0;DENNENDAAL
2013;11022A22-;43770.0;GEUZENBAK
2013;11022A232;37829.0;NIEUWE WIJK - HEIDE
2013;11022A28-;;WITTE  HOEVESEHEIDE
2013;11022A2AA;36067.0;HOLLE KELDER
2013;11022A2MA;37529.0;INDUSTRIE
2013;11022A30-;32957.0;ACHTERBROEK-CENTRUM
2013;11022A31-;30692.0;ACHTERBROEK - WUUSTWEZEL
2013;11022A322;37276.0;HEIKEN-NOORD
2013;11022A382;30636.0;DUFFELAAR
2013;11022A39-;33179.0;HANDELAAR
