CD_STAT_SECTOR,total_sales_2013_2024
23094A010,316
23094A02-,453
23094A03-,295
23094A041,209
23094A05-,207
23094A072,34
23094A081,83
23094A0MJ,1
23094A11-,249
23094A12-,203
23094A13-,75
23094A15-,416
23094A172,2
23094A231,271
23094B00-,267
23094B01-,130
23094B022,43
23094B032,87
23094B091,28
23094B0MA,45
23094B0PA,38
23094C001,357
23094C010,176
23094C031,66
23094C041,420
23094C052,164
23094C081,20
23094C09-,54
23094C112,59
23094C122,342
23094C132,34
23094C18-,9
23094C19-,6
23094C29-,72
23094D000,238
23094D011,58
23094D022,153
23094D031,97
23094D04-,60
23094D050,293
23094D072,72
23094D091,12
23094D0MJ,39
23094D112,16
23094D123,149
23094D184,24
23094D1MJ,73
23094D213,80
23094D222,460
23094_UNKNOWN,72
23096A00-,242
23096A01-,91
23096A02-,60
23096A032,86
23096A043,53
23096A091,126
23096A1AA,108
23096A1PA,22
23096A202,62
23096A283,30
23096A291,30
23096B00-,365
23096B011,141
23096B022,54
23096B08-,50
23096B19-,62
23096B212,72
23096B223,135
23096B291,14
23096C00-,274
23096C01-,177
23096C09-,16
23096D00-,264
23096D012,431
23096D022,171
23096D081,46
23096D183,54
23096E000,232
23096E01-,108
23096E022,169
23096E032,32
23096E043,134
23096E081,88
23096E0PN,122
23096_UNKNOWN,80
2309711PQ,2
23097A00-,109
23097A012,169
23097A023,96
23097A091,34
23097A102,301
23097A183,44
23097A191,8
23097A29-,68
23097A302,63
23097A382,2
23097A391,168
23097A40-,94
23097A413,4
23097A422,42
23097A491,68
23097A502,84
23097A514,136
23097A591,40
23097B002,102
23097B081,210
23097B191,108
23097_UNKNOWN,66
23098A00-,205
23098A01-,113
23098A02-,240
23098A04-,383
23098A0MS,27
23098A0WS,16
23098_UNKNOWN,11
23099A000,114
23099A01-,272
23099A020,473
23099A03-,94
23099A042,54
23099A091,33
23099A11-,209
23099A120,83
23099A13-,337
23099A142,352
23099A153,32
23099A191,58
23099A211,361
23099A222,222
23099A233,111
23099A31-,114
23099_UNKNOWN,18
23100A00-,160
23100A011,264
23100A022,164
23100A10-,72
23100A112,187
23100A191,48
23100A21-,73
23100_UNKNOWN,24
23101A00-,143
23101A01-,225
23101A02-,547
23101A030,533
23101A04-,148
23101A052,75
23101A091,10
23101A10-,210
23101A111,483
23101A122,102
23101A183,66
23101A19-,189
23101A212,127
23101A291,36
23101A31-,128
23101A322,152
23101A391,4
23101A40-,468
23101A411,490
23101A422,272
23101A483,2
23101_UNKNOWN,57
23102A00-,459
23102A011,144
23102A022,104
23102A033,111
23102A044,252
23102A052,184
23102A081,10
23102A091,26
23102A10-,628
23102A11-,302
23102A122,372
23102A132,48
23102A143,19
23102A191,119
23102A21-,110
23102A313,240
23102A324,240
23102_UNKNOWN,44
23103A000,340
23103A010,70
23103A02-,68
23103A03-,472
23103A04-,152
23103A091,22
23103A112,108
23103A123,87
23103A20-,689
23103A214,145
23103A30-,170
23103A31-,242
23103A32-,99
23103A330,70
23103A342,32
23103A391,52
23103_UNKNOWN,44
23104A00-,194
23104A012,64
23104A023,88
23104A034,62
23104A091,186
23104A10-,80
23104A11-,32
23104A191,322
23104B00-,75
23104B012,110
23104B091,102
23104B19-,50
23104B29-,96
23104C002,9
23104C091,20
23104_UNKNOWN,29
23105A001,327
23105A012,208
23105A09-,74
23105A10-,198
23105A112,33
23105A191,72
23105A210,70
23105A39-,36
23105B00-,207
23105B012,38
23105B091,228
23105B19-,32
23105B29-,72
23105C001,404
23105C01-,484
23105C02-,80
23105C032,132
23105_UNKNOWN,28
24001A00-,390
24001A011,405
24001A031,8
24001A07-,46
24001A082,128
24001A091,235
24001A101,283
24001A112,98
24001A122,236
24001A132,116
24001A184,22
24001A191,30
24001A201,197
24001A212,327
24001A223,64
24001A231,340
24001A242,125
24001A312,104
24001A323,106
24001B001,52
24001B012,172
24001B082,8
24001B091,171
24001B10-,73
24001B19-,358
24001B20-,168
24001B212,88
24001B223,20
24001B291,136
24001C001,304
24001C011,114
24001C022,52
24001C032,80
24001C043,81
24001C052,30
24001C091,432
24001D001,125
24001D012,112
24001D08-,72
24001D09-,54
24001_UNKNOWN,109
24007A00-,378
24007A011,64
24007A022,103
24007A032,22
24007A083,33
24007A091,410
24007B00-,229
24007B022,22
24007B091,234
24007B0AA,76
24007B0PA,98
24007_UNKNOWN,58
24008A001,211
24008A022,72
24008A082,52
24008A091,192
24008A18-,48
24008A19-,46
24008B00-,163
24008B01-,10
24008B02-,16
24008B09-,146
24008C09-,60
24008C19-,72
24008C29-,58
24008_UNKNOWN,19
24009A000,287
24009A010,427
24009A022,24
24009A080,59
24009A091,2
24009A19-,26
24009B00-,68
24009B09-,36
24009C000,157
24009C01-,56
24009C020,159
24009C032,56
24009C042,98
24009C081,28
24009C091,20
24009C113,44
24009C19-,58
24009_UNKNOWN,32
24011A000,83
24011A081,42
24011A090,76
24011A102,62
24011A191,22
24011A29-,45
24011A3PP,88
24011A49-,26
24011A502,26
24011A591,8
24011B00-,161
24011B012,163
24011B02-,88
24011B081,52
24011B211,81
24011B221,152
24011C00-,132
24011C01-,82
24011C022,116
24011C08-,110
24011C091,12
24011D70-,34
24011D71-,24
24011D722,62
24011D791,40
24011_UNKNOWN,74
24014A001,222
24014A01-,128
24014A022,80
24014A031,254
24014A090,16
24014A0AJ,278
24014A11-,248
24014A190,32
24014A372,32
24014A39-,74
24014B00-,105
24014B012,106
24014B091,40
24014B100,73
24014B112,81
24014B122,121
24014B133,18
24014B181,2
24014B1AA,48
24014B1PA,26
24014B2AN,358
24014B314,252
24014B395,28
24014_UNKNOWN,26
24016A00-,245
24016A012,148
24016A091,26
24016A10-,64
24016A112,87
24016A183,2
24016A191,26
24016A20-,85
24016A29-,62
24016B00-,102
24016B08-,32
24016B09-,46
24016C000,146
24016C011,102
24016C022,86
24016C093,16
24016C19-,50
24016D30-,77
24016D391,32
24016D40-,98
24016D49-,24
24016D59-,8
24016_UNKNOWN,46
24020A001,344
24020A002,142
24020A003,531
24020A004,294
24020A011,163
24020A02-,513
24020A04-,72
24020A07-,53
24020A082,14
24020A11-,22
24020B001,102
24020B002,97
24020B012,40
24020B073,39
24020B08-,10
24020B0MA,10
24020B0PA,44
24020B11-,8
24020C001,131
24020C002,250
24020C012,48
24020C081,30
24020C091,12
24020D001,199
24020D002,74
24020D010,36
24020D022,66
24020D091,174
24020D103,82
24020E000,398
24020E02-,126
24020E030,125
24020E090,116
24020E11-,24
24020E19-,216
24020F00-,87
24020F012,70
24020F023,50
24020F034,102
24020F081,61
24020F09-,96
24020_UNKNOWN,73
24028A00-,91
24028A012,88
24028A09-,32
24028A19-,120
24028A29-,50
24028A391,96
24028A49-,89
24028A50-,68
24028A59-,50
24028B00-,78
24028B01-,28
24028B022,84
24028B091,230
24028C00-,26
24028C09-,94
24028_UNKNOWN,20
24033A000,385
24033A012,112
24033A022,162
24033A081,82
24033A091,26
24033A102,275
24033A1AW,112
24033A1PW,72
24033B000,161
24033B012,186
24033B091,117
24033B100,34
24033B181,78
24033B1PA,30
24033B59-,66
24033C00-,186
24033C012,128
24033C023,72
24033C091,95
24033C10-,124
24033C110,180
24033_UNKNOWN,84
24038A00-,752
24038A011,242
24038A022,209
24038A082,54
24038A0AA,49
24038A0PA,6
24038A10-,257
24038A112,222
24038A122,165
24038A133,46
24038A181,4
24038A191,18
24038A214,26
24038A22-,77
24038A38-,137
24038A39-,174
24038A41-,191
24038B00-,79
24038B012,110
24038B023,103
24038B081,24
24038B091,14
24038B102,191
24038B112,187
24038B183,34
24038B191,8
24038B284,16
24038B313,78
24038C00-,326
24038C01-,92
24038C02-,109
24038C09-,32
24038C112,166
24038C191,74
24038C212,72
24038C291,23
24038_UNKNOWN,89
24041A000,726
24041A022,92
24041A08-,12
24041A091,34
24041A200,90
24041A290,2
24041A30-,46
24041A39-,24
24041A40-,64
24041A41-,12
24041B00-,90
24041B09-,100
24041C00-,219
24041C09-,12
24041_UNKNOWN,21
24043A00-,66
24043A012,112
24043A023,116
24043A091,74
24043A10-,125
24043A122,186
24043A1MA,42
24043A1PA,8
24043B00-,71
24043B08-,58
24043B09-,66
24043B10-,30
24043B19-,68
24043C00-,197
24043C01-,58
24043C09-,248
24043D00-,56
24043D09-,114
24043_UNKNOWN,67
24045A00-,115
24045A012,136
24045A0AA,65
24045A0PA,102
24045A19-,33
24045A29-,20
24045B00-,14
24045B012,70
24045B091,42
24045B19-,42
24045C000,142
24045C012,44
24045C091,85
24045C19-,58
24045D00-,66
24045D012,62
24045D023,87
24045D091,40
24045E00-,54
24045E0AA,108
24045E0BA,26
24045E0PA,184
24045_UNKNOWN,50
24048A000,632
24048A012,378
24048A023,298
24048A034,530
24048A080,376
24048A0PN,14
24048A11-,354
24048A2AA,204
24048A2PA,68
24048_UNKNOWN,80
24054A00-,107
24054A08-,50
24054A09-,130
24054A19-,124
24054B00-,18
24054B012,20
24054B091,58
24054C000,53
24054C090,10
24054C18-,44
24054C19-,130
24054C282,24
24054C292,52
24054D00-,24
24054D09-,86
24054D102,22
24054D191,92
24054E000,161
24054E09-,176
24054_UNKNOWN,45
24055A001,262
24055A010,183
24055A022,98
24055A032,143
24055A042,335
24055A052,200
24055A081,6
24055A091,6
24055A10-,143
24055A191,8
24055B00-,178
24055B01-,167
24055B020,161
24055B032,66
24055B080,44
24055B09-,12
24055B10-,135
24055B181,35
24055B19-,96
24055B213,87
24055B2PB,46
24055B39-,20
24055B4AA,78
24055B4PA,52
24055C001,144
24055C012,126
24055C0AA,142
24055C0PA,42
24055D00-,78
24055D012,62
24055D091,2
24055D1AA,77
24055D200,160
24055D291,41
24055D312,343
24055_UNKNOWN,56
24059A00-,278
24059A01-,209
24059A02-,94
24059A03-,191
24059A042,195
24059A052,78
24059A081,2
24059A091,32
24059A10-,440
24059A113,76
24059A191,20
24059B00-,44
24059B09-,16
24059C00-,251
24059C012,88
24059C091,44
24059C10-,34
24059C19-,16
24059C200,254
24059C212,32
24059C291,54
24059C30-,42
24059C312,65
24059D000,151
24059D012,34
24059D091,58
24059E00-,26
24059E09-,10
24059F00-,52
24059F09-,42
24059G00-,47
24059G08-,66
24059G099,27
24059H00-,84
24059H09-,26
24059J00-,112
24059J09-,18
24059K00-,382
24059K012,16
24059K091,50
24059K113,117
24059L00-,55
24059L09-,10
24059_UNKNOWN,47
24062A00-,159
24062A01-,233
24062A02-,82
24062A03-,101
24062A04-,52
24062A05-,320
24062A07-,250
24062A10-,60
24062A11-,197
24062A12-,2
24062A13-,541
24062A14-,5
24062A15-,257
24062A20-,124
24062A21-,100
24062A22-,95
24062A23-,149
24062A30-,163
24062A31-,133
24062A32-,776
24062A33-,388
24062A35-,123
24062A36-,218
24062A40-,166
24062A41-,73
24062A42-,758
24062A43-,6
24062A44-,420
24062A50-,138
24062A51-,635
24062A52-,862
24062A53-,525
24062A54-,608
24062A55-,151
24062A61-,183
24062B00-,195
24062B08-,14
24062B091,3
24062B100,532
24062B11-,164
24062B122,221
24062B132,82
24062B191,30
24062B300,101
24062B32-,121
24062B33-,278
24062B34-,151
24062B352,171
24062B37-,10
24062B391,18
24062B423,62
24062C00-,471
24062C01-,58
24062C02-,412
24062C03-,184
24062C04-,312
24062C05-,261
24062C0AJ,24
24062C10-,139
24062C11-,149
24062C12-,185
24062C13-,293
24062C14-,123
24062C2MA,120
24062C2PA,78
24062C32-,142
24062C39-,104
24062C40-,162
24062C41-,687
24062C42-,229
24062C43-,525
24062C44-,278
24062C50-,421
24062C51-,571
24062C52-,84
24062C59-,17
24062C61-,144
24062C63-,62
24062C68-,88
24062D00-,268
24062D01-,56
24062D02-,424
24062D03-,863
24062D04-,309
24062D05-,108
24062D10-,240
24062D11-,376
24062D19-,35
24062D209,159
24062D21-,339
24062D22-,786
24062D310,168
24062D390,6
24062D410,20
24062D500,144
24062D512,74
24062D591,20
24062D60-,211
24062D61-,179
24062D622,154
24062D633,10
24062D644,625
24062D691,28
24062E70-,118
24062E710,202
24062E72-,94
24062E732,141
24062E742,53
24062E774,40
24062E790,74
24062F40-,606
24062F412,170
24062F491,150
24062_UNKNOWN,265
24066A00-,149
24066A01-,53
24066A09-,399
24066A100,127
24066A112,91
24066A191,214
24066B00-,56
24066B01-,88
24066B08-,46
24066B09-,80
24066C002,254
24066C091,66
24066C19-,40
24066C29-,57
24066D00-,262
24066D012,211
24066D022,144
24066D033,142
24066D081,13
24066D091,31
24066D10-,52
24066D19-,34
24066_UNKNOWN,59
24086A000,186
24086A012,92
24086A023,207
24086A091,64
24086B002,47
24086B091,18
24086C000,145
24086C012,140
24086C091,29
24086C0AA,64
24086C0PA,22
24086D00-,143
24086D012,130
24086D023,48
24086D0PN,92
24086D19-,8
24086E000,185
24086E012,126
24086E083,38
24086E091,26
24086_UNKNOWN,46
24094A00-,266
24094A01-,193
24094A022,153
24094A091,46
24094A0MC,12
24094A0QC,56
24094A1AA,102
24094A1BB,28
24094A1QB,62
24094A20-,102
24094A21-,116
24094A222,186
24094A28-,83
24094A291,134
24094A39-,90
24094B00-,144
24094B010,180
24094B08-,139
24094B09-,160
24094B192,2
24094C000,292
24094C01-,144
24094C022,84
24094C080,34
24094C0AA,48
24094C0PA,72
24094C183,16
24094C19-,124
24094_UNKNOWN,88
24104A001,376
24104A011,142
24104A021,162
24104A03-,133
24104A042,492
24104A052,114
24104A08-,2
24104A091,7
24104A11-,251
24104A20-,266
24104A211,292
24104A222,158
24104A300,105
24104A31-,263
24104A322,292
24104A391,10
24104A412,76
24104A423,78
24104A432,162
24104B00-,155
24104B010,60
24104B02-,146
24104B032,164
24104B043,76
24104B084,34
24104B091,12
24104B112,32
24104B191,4
24104C00-,51
24104C010,112
24104C022,70
24104C091,20
24104C0AA,118
24104C0PA,12
24104C19-,65
24104_UNKNOWN,70
24107A00-,388
24107A01-,803
24107A02-,50
24107A03-,685
24107A04-,427
24107A05-,590
24107A07-,193
24107A10-,660
24107A11-,251
24107A19-,16
24107A21-,284
24107A22-,216
24107A29-,62
24107A30-,319
24107A311,205
24107A322,42
24107A333,339
24107A39-,36
24107A40-,510
24107A49-,115
24107A50-,383
24107A51-,244
24107B00-,48
24107B083,6
24107B091,10
24107B231,122
24107B282,81
24107C000,200
24107C010,83
24107C023,149
24107C091,14
24107D00-,160
24107D01-,72
24107D020,148
24107D090,120
24107D29-,40
24107E00-,16
24107E012,46
24107E091,50
24107E100,90
24107E190,60
24107F00-,38
24107F09-,116
24107F191,4
24107F482,24
24107G00-,206
24107G01-,118
24107G022,80
24107G08-,58
24107G091,16
24107G183,22
24107G19-,24
24107H000,87
24107H010,93
24107H090,50
24107H19-,68
24107J00-,114
24107J091,94
24107J19-,70
24107_UNKNOWN,118
24109A00-,171
24109A012,250
24109A021,221
24109A032,226
24109A091,36
24109A0AA,262
24109A0PA,134
24109A19-,60
24109A21-,386
24109B00-,254
24109B01-,316
24109B09-,356
24109B11-,18
24109B184,99
24109_UNKNOWN,62
24130A00-,337
24130A09-,130
24130A19-,108
24130B082,70
24130B091,18
24130C00-,137
24130C09-,166
24130C19-,94
24130D00-,48
24130D09-,86
24130E00-,39
24130E012,50
24130E091,220
24130E19-,160
24130E29-,28
24130_UNKNOWN,28
24133A00-,186
24133A09-,150
24133B00-,113
24133B081,72
24133B09-,46
24133B102,78
24133C000,123
24133C090,42
24133D00-,20
24133D09-,16
24133E00-,24
24133E08-,36
24133E09-,2
24133F00-,60
24133F09-,58
24133G00-,217
24133G09-,222
24133_UNKNOWN,18
24134A00-,160
24134A011,277
24134A012,477
24134A023,116
24134A091,166
24134A092,6
24134A10-,295
24134A114,116
24134A191,46
24134A192,16
24134B00-,475
24134B091,174
24134B092,84
24134B10-,166
24134B19-,64
24134B201,164
24134B202,78
24134B212,72
24134B291,204
24134B31-,54
24134C001,45
24134C002,30
24134C09-,264
24134D001,214
24134D002,26
24134D01-,118
24134D022,28
24134D091,30
24134D112,100
24134D191,100
24134E00-,572
24134E014,79
24134E08-,14
24134E091,8
24134E092,54
24134E093,44
24134F003,46
24134F092,136
24134_UNKNOWN,112
24135A001,135
24135A012,98
24135A091,186
24135A11-,48
24135A122,22
24135A201,100
24135A212,54
24135A29-,252
24135B00-,66
24135B09-,36
24135B100,30
24135B190,24
24135C000,177
24135C012,132
24135C080,50
24135C091,54
24135C190,110
24135D00-,66
24135D012,26
24135D023,23
24135D0AA,54
24135D0PA,160
24135_UNKNOWN,66
24137A00-,68
24137A09-,93
24137A10-,28
24137A19-,24
24137A28-,62
24137B00-,40
24137B09-,28
24137B10-,64
24137B19-,48
24137C000,134
24137C012,108
24137C081,66
24137C091,82
24137D000,63
24137D090,120
24137_UNKNOWN,14
25005A001,138
25005A012,38
25005A090,8
25005A10-,171
25005A190,12
25005B00-,36
25005B01-,12
25005B099,18
25005C00-,185
25005C01-,60
25005C082,12
25005C091,20
25005D00-,49
25005D01-,28
25005D09-,10
25005E001,306
25005E012,54
25005E022,2
25005E090,28
25005E10-,30
25005E19-,44
25005_UNKNOWN,28
25014A00-,213
25014A01-,208
25014A020,545
25014A031,161
25014A04-,30
25014A05-,227
25014A082,24
25014A091,86
25014A100,396
25014A11-,447
25014A120,366
25014A13-,315
25014A141,170
25014A150,142
25014A180,95
25014A191,87
25014A21-,44
25014A22-,34
25014A272,4
25014A2PN,42
25014A400,275
25014A410,234
25014A42-,158
25014A431,162
25014A442,78
25014A491,24
25014A501,331
25014A522,309
25014A57-,14
25014A572,14
25014A610,44
25014A622,224
25014A632,306
25014A683,4
25014A694,6
25014A70-,178
25014A71-,114
25014A812,436
25014A823,48
25014A914,30
25014B001,206
25014B012,38
25014B023,330
25014B034,86
25014B042,92
25014B053,72
25014B091,18
25014B100,113
25014C00-,313
25014C010,58
25014C022,74
25014C081,32
25014C091,50
25014C10-,90
25014C113,38
25014C213,62
25014C912,118
25014_UNKNOWN,49
25015A00-,234
25015A011,221
25015A02-,139
25015A03-,94
25015A08-,20
25015A09-,16
25015A10-,87
25015A11-,102
25015A121,188
25015A132,50
25015A142,86
25015A18-,32
25015A191,10
25015A282,2
25015A283,2
25015A29-,40
25015B00-,169
25015B010,12
25015B0PN,26
25015B0QP,22
25015B101,215
25015B110,192
25015B172,17
25015B180,26
25015B190,4
25015_UNKNOWN,67
25018A000,102
25018A01-,70
25018A082,34
25018A085,16
25018A091,38
25018A10-,133
25018A110,76
25018A120,57
25018A133,102
25018A144,96
25018A182,77
25018A191,2
25018B00-,108
25018B010,36
25018B09-,32
25018B10-,29
25018B11-,24
25018B191,8
25018B312,49
25018C000,38
25018C01-,92
25018C020,28
25018C080,16
25018C091,38
25018C112,330
25018C193,4
25018C294,10
25018D00-,72
25018D082,16
25018D091,6
25018E000,40
25018E01-,36
25018E02-,24
25018E032,62
25018E081,15
25018E091,8
25018E112,14
25018F00-,160
25018F09-,36
25018_UNKNOWN,46
25023A001,224
25023A011,145
25023A022,276
25023A073,17
25023A082,8
25023A091,8
25023A100,162
25023A1AA,38
25023A1PA,10
25023A200,149
25023A28-,22
25023A291,12
25023A2AB,22
25023A2PB,4
25023A30-,116
25023A310,78
25023A382,10
25023A391,2
25023A40-,78
25023A483,6
25023A492,32
25023A499,63
25023A512,54
25023A610,75
25023_UNKNOWN,38
25031A00-,312
25031A01-,55
25031A070,6
25031B000,16
25031B082,6
25031B091,36
25031B11-,102
25031B122,78
25031B133,105
25031B191,6
25031B2AJ,188
25031B31-,18
25031B391,14
25031C00-,27
25031C01-,122
25031C09-,14
25031C11-,95
25031C19-,9
25031C20-,55
25031D00-,191
25031D09-,4
25031E000,204
25031E01-,50
25031E02-,44
25031E082,4
25031E091,12
25031E11-,36
25031E191,48
25031F000,110
25031F01-,26
25031F022,4
25031F08-,18
25031F091,12
25031G00-,121
25031G013,20
25031G082,20
25031G091,8
25031G11-,16
25031G19-,8
25031G214,25
25031H00-,169
25031H089,72
25031H09-,27
25031H10-,96
25031H110,105
25031H120,200
25031H132,74
25031H210,26
25031H29-,54
25031_UNKNOWN,56
25037A001,317
25037A012,60
25037A023,79
25037A091,22
25037A18-,32
25037A199,30
25037A282,205
25037A30-,132
25037A39-,6
25037A41-,22
25037A500,76
25037A590,6
25037A600,182
25037A691,51
25037A71-,57
25037A793,14
25037A892,18
25037B00-,64
25037B01-,58
25037B02-,12
25037B091,13
25037B109,139
25037B299,2
25037C001,104
25037C012,28
25037C090,2
25037C10-,30
25037C190,2
25037C21-,20
25037C290,20
25037D00-,62
25037D091,28
25037D10-,56
25037D19-,2
25037D20-,115
25037D21-,56
25037D222,24
25037D29-,14
25037E001,296
25037E012,68
25037E091,4
25037E193,18
25037E294,24
25037_UNKNOWN,56
25043A00-,113
25043A01-,16
25043A022,20
25043A091,28
25043B000,70
25043B080,106
25043B09-,36
25043B19-,7
25043C00-,131
25043C09-,6
25043C10-,102
25043C19-,18
25043D00-,135
25043D09-,2
25043D19-,10
25043E001,40
25043E01-,65
25043E082,4
25043E091,12
25043E100,90
25043E122,28
25043E19-,6
25043_UNKNOWN,42
25044A00-,115
25044A01-,74
25044A033,48
25044A082,72
25044A091,34
25044A11-,16
25044A19-,8
25044A200,69
25044A290,32
25044A39-,18
25044A49-,89
25044A61-,8
25044A691,20
25044B00-,24
25044B08-,64
25044B09-,6
25044C00-,247
25044C01-,145
25044C072,20
25044C081,64
25044C091,26
25044C10-,40
25044_UNKNOWN,37
25048A00-,182
25048A01-,109
25048A02-,544
25048A03-,70
25048A04-,79
25048A081,2
25048A09-,18
25048A19-,34
25048A20-,392
25048A29-,102
25048B00-,48
25048B01-,28
25048B099,66
25048C00-,88
25048C082,12
25048C091,2
25048D00-,92
25048D09-,2
25048E00-,67
25048E08-,25
25048E099,16
25048F00-,50
25048F01-,62
25048F02-,43
25048F099,16
25048F100,66
25048F190,4
25048G000,108
25048G09-,8
25048H00-,30
25048H090,2
25048H10-,140
25048H182,18
25048H191,22
25048J00-,84
25048J10-,104
25048J190,6
25048K009,246
25048K099,16
25048K10-,34
25048_UNKNOWN,70
25050A00-,222
25050A010,212
25050A02-,286
25050A041,109
25050A052,140
25050A099,30
25050A100,108
25050A29-,4
25050A31-,195
25050A320,167
25050A413,14
25050_UNKNOWN,24
25068A001,348
25068A012,94
25068A082,2
25068A091,96
25068A19-,40
25068B000,173
25068B091,8
25068C00-,107
25068C010,46
25068C02-,8
25068C082,4
25068C091,14
25068C100,115
25068C113,52
25068C19-,12
25068_UNKNOWN,50
25072A001,307
25072A01-,359
25072A02-,448
25072A03-,123
25072A042,328
25072A091,8
25072A100,398
25072A11-,166
25072A12-,216
25072A17-,1
25072A20-,411
25072A213,246
25072A224,34
25072A285,14
25072A29-,32
25072A30-,143
25072A311,241
25072A324,157
25072A372,14
25072A382,12
25072A391,140
25072A400,368
25072A410,500
25072A430,65
25072B000,53
25072B019,135
25072B032,57
25072B081,22
25072B090,4
25072C00-,62
25072C09-,4
25072D00-,22
25072D09-,29
25072E002,10
25072E091,42
25072_UNKNOWN,71
25084A000,597
25084A01-,136
25084A020,112
25084A03-,10
25084A072,3
25084A089,39
25084A091,25
25084B00-,123
25084B01-,90
25084B02-,41
25084B091,6
25084B19-,12
25084C000,167
25084C012,32
25084C091,10
25084D00-,50
25084D01-,22
25084D099,4
25084D100,22
25084E000,90
25084E090,18
25084E199,14
25084_UNKNOWN,64
25091A00-,150
25091A01-,375
25091A02-,123
25091A031,426
25091A101,379
25091A11-,191
25091A122,318
25091A20-,383
25091A212,79
25091A222,221
25091B00-,446
25091B01-,460
25091B02-,135
25091B101,332
25091B112,98
25091B12-,159
25091C001,68
25091C012,125
25091C023,228
25091C091,4
25091C112,32
25091C183,34
25091_UNKNOWN,72
25105A000,370
25105A011,103
25105A021,456
25105A041,189
25105A05-,160
25105A072,86
25105A082,6
25105A091,8
25105A10-,141
25105A112,186
25105A181,116
25105A190,22
25105A202,398
25105A213,361
25105A222,99
25105A271,16
25105A301,338
25105A312,155
25105A322,16
25105A394,2
25105B001,154
25105B072,10
25105B090,40
25105B100,108
25105B172,30
25105B190,30
25105C00-,199
25105C010,164
25105C02-,266
25105C03-,303
25105C08-,4
25105C091,18
25105D00-,285
25105D010,60
25105D022,88
25105D082,2
25105D091,82
25105D191,22
25105_UNKNOWN,50
25107A00-,188
25107A01-,116
25107A022,66
25107A081,16
25107A09-,4
25107B009,186
25107B110,42
25107B191,16
25107B210,38
25107B310,42
25107B322,22
25107B390,2
25107C00-,122
25107C09-,4
25107C199,6
25107D001,344
25107D08-,20
25107D09-,38
25107D10-,128
25107D112,24
25107D19-,18
25107D210,10
25107E00-,180
25107E01-,134
25107E091,12
25107E10-,160
25107E11-,22
25107E19-,32
25107E212,54
25107_UNKNOWN,50
25110A00-,133
25110A01-,342
25110A021,233
25110A03-,160
25110A040,399
25110A10-,437
25110A111,86
25110A12-,241
25110A13-,299
25110A180,10
25110A191,4
25110A20-,365
25110A210,564
25110A22-,109
25110A233,450
25110A290,2
25110A315,46
25110A322,458
25110A332,87
25110A391,6
25110A401,250
25110A412,228
25110A421,210
25110A423,227
25110A434,142
25110A442,484
25110A61-,215
25110A62-,478
25110A631,393
25110A692,2
25110_UNKNOWN,84
25112A001,333
25112A011,309
25112A022,179
25112A032,308
25112A100,303
25112A11-,368
25112A122,214
25112A132,16
25112A191,6
25112A201,113
25112A21-,184
25112A222,235
25112A2AJ,293
25112A301,276
25112A31-,261
25112A32-,84
25112A332,236
25112A380,4
25112A390,23
25112A4MC,12
25112A4PC,12
25112A5AA,94
25112A5BB,90
25112A5MA,28
25112A5PB,96
25112B00-,182
25112B01-,214
25112B023,54
25112B074,29
25112B082,10
25112B091,2
25112B101,30
25112B112,44
25112B12-,87
25112B133,57
25112B185,6
25112B200,87
25112B290,12
25112B302,90
25112B391,2
25112C001,166
25112C010,224
25112C022,70
25112C031,98
25112C042,22
25112C052,12
25112C10-,231
25112C113,36
25112C182,4
25112C191,10
25112C20-,112
25112C210,44
25112C282,26
25112C2AV,118
25112C2QV,6
25112C310,96
25112C322,236
25112C404,112
25112_UNKNOWN,83
25117A00-,68
25117A011,67
25117A101,144
25117A112,51
25117A122,54
25117A190,4
25117A20-,90
25117A282,2
25117A291,6
25117B001,95
25117B022,45
25117B033,28
25117B082,8
25117B091,31
25117B100,107
25117C00-,69
25117C199,6
25117D001,100
25117D022,44
25117D099,12
25117_UNKNOWN,38
25118A001,268
25118A012,117
25118A082,4
25118A091,18
25118B00-,87
25118B09-,4
25118B10-,96
25118B19-,36
25118C00-,88
25118C091,2
25118_UNKNOWN,26
25119A000,102
25119A01-,64
25119A022,90
25119A081,12
25119A090,72
25119A100,128
25119A110,80
25119A190,20
25119A210,122
25119A310,98
25119A320,56
25119A400,128
25119A491,6
25119B00-,76
25119B012,44
25119B099,4
25119B101,96
25119B112,80
25119B190,12
25119B21-,31
25119C00-,69
25119C010,36
25119C110,96
25119C190,4
25119D001,66
25119D010,154
25119D02-,64
25119D032,71
25119D042,82
25119D052,58
25119D083,18
25119D091,12
25119D10-,273
25119D111,54
25119D122,78
25119D190,62
25119D200,154
25119D291,16
25119D310,177
25119D412,42
25119E001,175
25119E022,106
25119E032,116
25119E099,18
25119E199,15
25119_UNKNOWN,41
25120A001,207
25120A012,68
25120A099,57
25120A10-,172
25120A20-,85
25120B00-,128
25120B099,22
25120B10-,76
25120B292,4
25120C00-,249
25120C010,165
25120C082,8
25120C099,14
25120D00-,152
25120D09-,28
25120E00-,160
25120F00-,63
25120F09-,12
25120F109,64
25120G00-,122
25120G01-,22
25120G090,16
25120_UNKNOWN,53
25121A00-,241
25121A02-,102
25121A070,68
25121A10-,135
25121A11-,157
25121A120,54
25121A13-,26
25121A141,31
25121A189,27
25121A20-,286
25121A212,28
25121A291,37
25121A301,43
25121A31-,125
25121A322,2
