CD_STAT_SECTOR,total_sales_2013_2024
72038A012,183
72038A023,226
72038A034,294
72038A042,28
72038A052,167
72038A081,90
72038A091,110
72038A203,46
72038A265,62
72038A296,12
72038B00-,438
72038B01-,86
72038B023,110
72038B08-,102
72038B091,54
72038B102,86
72038B181,62
72038B19-,116
72038B262,100
72038B281,38
72038B39-,46
72038_UNKNOWN,38
72039A000,627
72039A011,226
72039A02-,503
72039A032,53
72039A070,16
72039A080,14
72039A101,263
72039A112,273
72039A123,62
72039A172,19
72039A191,24
72039A20-,155
72039A212,24
72039A291,45
72039A311,303
72039A322,364
72039A333,473
72039A342,62
72039A353,98
72039A364,47
72039A389,16
72039A3PA,4
72039A473,4
72039B001,397
72039B012,353
72039B062,78
72039B073,2
72039B091,66
72039B0AA,26
72039B0PA,48
72039B100,36
72039B112,76
72039B191,62
72039_UNKNOWN,61
72040A00-,150
72040A01-,101
72040A02-,32
72040A032,62
72040A043,52
72040A084,56
72040A0PB,40
72040A1AA,20
72040A1PA,40
72040A296,56
72040A2AC,60
72040A2PC,6
72040B001,148
72040B012,28
72040B090,8
72040B10-,8
72040B19-,40
72040C00-,40
72040C012,113
72040C091,58
72040D00-,179
72040D012,58
72040D062,4
72040D081,18
72040D091,122
72040D19-,14
72040D49-,12
72040D4AA,114
72040D4PA,8
72040E00-,83
72040E09-,82
72040_UNKNOWN,62
72041A001,371
72041A01-,158
72041A020,72
72041A030,60
72041A042,264
72041A08-,8
72041A091,10
72041A191,12
72041A292,28
72041B001,188
72041B012,67
72041B09-,8
72041B101,179
72041B11-,124
72041B122,72
72041B19-,73
72041B291,12
72041C001,152
72041C012,159
72041C09-,100
72041C11-,81
72041D000,368
72041D01-,81
72041D02-,194
72041D03-,2
72041D080,18
72041D09-,82
72041D10-,5
72041D19-,2
72041E000,245
72041E019,248
72041E020,64
72041E07-,18
72041E08-,31
72041E112,216
72041E163,32
72041E191,41
72041E264,10
72041_UNKNOWN,73
72042_UNKNOWN,10
72043_UNKNOWN,15
73001A001,224
73001A012,100
73001A023,65
73001A034,64
73001A045,85
73001A052,31
73001A076,10
73001A082,34
73001A0AA,40
73001A0PA,6
73001A101,110
73001A182,216
73001A188,34
73001A191,82
73001A192,32
73001A211,93
73001A282,18
73001A283,41
73001A291,76
73001A300,232
73001A382,10
73001A391,50
73001A497,88
73001_UNKNOWN,55
73006A00-,276
73006A011,173
73006A020,160
73006A030,155
73006A052,154
73006A081,67
73006A099,30
73006A11-,72
73006A122,111
73006A181,46
73006A203,159
73006A21-,140
73006A302,94
73006A391,10
73006B001,316
73006B012,88
73006B099,38
73006B10-,143
73006B102,124
73006B173,4
73006B191,108
73006C001,302
73006C011,185
73006C022,62
73006C032,45
73006C043,70
73006C052,32
73006C091,18
73006D00-,123
73006D012,50
73006D083,42
73006D091,22
73006E00-,54
73006E082,4
73006E091,26
73006F00-,176
73006F01-,202
73006F082,12
73006F091,16
73006F18-,22
73006G000,144
73006G090,21
73006H00-,103
73006H012,48
73006H091,18
73006J00-,138
73006J012,20
73006J091,26
73006K000,62
73006K012,97
73006K091,10
73006L000,115
73006L080,36
73006L0PN,45
73006M000,114
73006M012,53
73006M099,28
73006M183,52
73006N000,136
73006N090,30
73006_UNKNOWN,110
73009A00-,318
73009A019,313
73009A032,127
73009A042,75
73009A08-,50
73009A091,90
73009B09-,24
73009C00-,78
73009C09-,54
73009D00-,26
73009D012,18
73009D091,30
73009E000,68
73009E090,20
73009F00-,62
73009F080,60
73009F090,2
73009G09-,38
73009H000,51
73009H090,30
73009J09-,39
73009K09-,26
73009L09-,52
73009M00-,323
73009M010,60
73009M02-,42
73009M082,43
73009M091,44
73009N000,105
73009N002,24
73009N099,16
73009_UNKNOWN,61
73022A001,269
73022A012,105
73022A022,30
73022A081,8
73022A09-,26
73022B09-,12
73022C00-,72
73022D00-,80
73022D09-,16
73022E000,32
73022E090,26
73022F09-,41
73022G082,65
73022G091,60
73022H00-,76
73022H09-,24
73022J000,110
73022J090,4
73022K00-,61
73022K09-,24
73022L000,347
73022L082,60
73022L091,36
73022M00-,77
73022M09-,22
73022_UNKNOWN,35
73028A00-,8
73032A000,442
73032A012,122
73032A023,129
73032A084,164
73032A091,20
73032A10-,69
73032A116,25
73032A180,28
73032A1MA,30
73032A1PA,30
73032A200,81
73032A201,10
73032A299,39
73032A38-,38
73032B000,79
73032B099,44
73032C00-,18
73032C082,22
73032C091,60
73032D00-,60
73032D062,74
73032D091,30
73032D183,34
73032E00-,23
73032E09-,14
73032_UNKNOWN,23
73040A00-,337
73040A012,172
73040A083,24
73040A091,54
73040A1MA,6
73040A1PA,46
73040B00-,42
73040B091,30
73040B112,42
73040C00-,70
73040C082,30
73040C091,53
73040D00-,169
73040D08-,26
73040D082,28
73040D091,128
73040E000,146
73040E091,26
73040E112,34
73040_UNKNOWN,29
73042A001,728
73042A02-,14
73042A032,623
73042A042,177
73042A053,114
73042A091,5
73042A10-,448
73042A112,218
73042A173,20
73042A29-,6
73042A311,460
73042A322,91
73042A394,65
73042A415,156
73042A516,44
73042B001,145
73042B011,288
73042B022,120
73042B032,262
73042B09-,84
73042B0AA,86
73042B0PA,6
73042B112,48
73042B163,34
73042B1PN,24
73042C001,222
73042C012,285
73042C09-,6
73042D00-,538
73042D012,56
73042D073,4
73042D091,30
73042D100,117
73042D190,31
73042E00-,299
73042E012,96
73042E091,160
73042E11-,34
73042_UNKNOWN,87
73066A000,146
73066A012,57
73066A083,41
73066A091,32
73066B00-,286
73066B09-,20
73066C000,414
73066C010,58
73066C082,16
73066C091,38
73066D00-,233
73066D01-,34
73066D08-,56
73066D09-,61
73066E00-,235
73066E01-,44
73066E080,8
73066E090,5
73066F001,167
73066F012,183
73066F022,82
73066F090,68
73066F101,136
73066F112,52
73066F191,20
73066G001,113
73066G090,22
73066G100,145
73066G112,52
73066G190,30
73066H00-,184
73066H082,22
73066H091,64
73066J00-,86
73066J012,14
73066J091,2
73066K00-,99
73066K08-,14
73066K091,32
73066_UNKNOWN,48
7308310PQ,2
73083A001,423
73083A011,283
73083A012,52
73083A022,192
73083A032,70
73083A041,173
73083A051,82
73083A101,271
73083A112,102
73083A123,55
73083A132,290
73083A182,59
73083A183,16
73083A19-,50
73083A202,194
73083A213,164
73083A221,54
73083A222,24
73083A282,8
73083A291,66
73083A303,392
73083A314,32
73083A401,295
73083A413,64
73083A422,123
73083A434,425
73083A472,4
73083A491,58
73083A503,296
73083A513,16
73083A592,79
73083B000,94
73083B012,131
73083C00-,26
73083C091,10
73083D001,90
73083D012,28
73083D091,20
73083D111,26
73083E000,88
73083E091,52
73083E112,30
73083F002,74
73083F081,18
73083F091,20
73083G00-,66
73083G082,22
73083G091,6
73083G100,109
73083H00-,141
73083H082,10
73083H091,36
73083J000,234
73083J091,2
73083K00-,171
73083K013,177
73083K082,24
73083K091,18
73083K10-,62
73083K19-,20
73083L00-,146
73083L09-,12
73083M00-,154
73083M09-,30
73083N00-,72
73083N099,4
73083P00-,90
73083P012,86
73083P091,26
73083R00-,108
73083R09-,32
73083S000,104
73083S090,38
73083_UNKNOWN,71
73098A00-,217
73098A01-,101
73098A022,54
73098A032,106
73098A091,90
73098A10-,230
73098A191,92
73098A20-,63
73098A290,74
73098A393,144
73098B09-,12
73098C00-,18
73098C09-,16
73098D00-,48
73098D082,18
73098D091,82
73098_UNKNOWN,28
73107A001,610
73107A011,25
73107A042,226
73107A053,154
73107A072,2
73107A08-,14
73107A101,445
73107A112,143
73107A123,65
73107A134,76
73107A191,22
73107A302,441
73107A315,88
73107A330,303
73107B00-,227
73107B01-,199
73107B081,16
73107B090,93
73107B0AP,120
73107C00-,131
73107C091,24
73107C101,120
73107C112,202
73107C122,68
73107D000,336
73107D022,36
73107D091,60
73107D101,245
73107D112,98
73107D123,61
73107D201,520
73107D212,117
73107D222,48
73107D281,4
73107E000,210
73107E090,74
73107F000,201
73107F090,14
73107G000,179
73107G09-,50
73107G10-,106
73107G112,43
73107G199,38
73107G29-,46
73107H00-,214
73107H010,44
73107H090,32
73107_UNKNOWN,108
73109A000,179
73109A012,22
73109A091,60
73109B000,50
73109B012,17
73109B023,28
73109B091,44
73109C000,40
73109C08-,24
73109C090,40
73109D00-,26
73109D09-,22
73109E00-,24
73109E09-,28
73109F00-,87
73109F012,78
73109F091,28
73109_UNKNOWN,32
81001A00-,316
81001A01-,466
81001A02-,363
81001A031,324
81001A042,128
81001A053,227
81001A10-,228
81001A201,282
81001A212,350
81001A22-,4
81001A232,18
81001A273,2
81001A291,14
81001A301,176
81001A312,82
81001A401,234
81001A412,82
81001B000,86
81001B01-,8
81001B090,14
81001B100,74
81001B19-,26
81001B20-,22
81001B29-,16
81001B30-,65
81001B3PA,49
81001C00-,65
81001C012,14
81001C023,14
81001C091,10
81001C10-,114
81001C19-,16
81001C200,166
81001C211,50
81001C220,4
81001C23-,16
81001C242,18
81001C290,14
81001C30-,95
81001C312,38
81001C391,24
81001C40-,85
81001C41-,60
81001C49-,34
81001C50-,40
81001C59-,38
81001D00-,48
81001D01-,83
81001D022,20
81001D033,32
81001D091,44
81001D10-,52
81001D112,57
81001D1AB,44
81001D1PB,13
81001D20-,86
81001D212,90
81001D223,34
81001D291,44
81001D300,43
81001D390,34
81001E00-,16
81001E01-,6
81001E09-,8
81001F000,51
81001F090,18
81001F100,50
81001F190,14
81001_UNKNOWN,97
81003A00-,42
81003A01-,10
81003A022,18
81003A033,8
81003A091,8
81003A10-,32
81003A112,25
81003A191,14
81003A20-,14
81003A29-,8
81003B00-,48
81003B09-,9
81003B100,42
81003B190,10
81003C000,13
81003C010,26
81003C090,4
81003C10-,28
81003C19-,12
81003C200,14
81003C290,10
81003D000,56
81003D090,16
81003D10-,60
81003D19-,16
81003E000,71
81003E090,12
81003E10-,24
81003E19-,6
81003_UNKNOWN,19
81004A001,285
81004A01-,248
81004A022,217
81004A033,211
81004A0NA,6
81004A0PA,86
81004B00-,424
81004B01-,382
81004B02-,217
81004B03-,141
81004B07-,5
81004B09-,2
81004B100,14
81004B112,18
81004B191,12
81004B21-,219
81004B22-,134
81004B31-,92
81004B32-,98
81004C00-,587
81004C09-,34
81004C10-,83
81004C19-,6
81004C200,79
81004C290,20
81004D000,162
81004D090,18
81004_UNKNOWN,54
81013A000,315
81013A012,8
81013A091,79
81013A10-,58
81013A19-,22
81013A20-,24
81013A212,10
81013_UNKNOWN,14
81015A001,424
81015A012,74
81015A022,82
81015A0PA,97
81015A200,156
81015A290,10
81015A300,62
81015A390,9
81015A400,80
81015A490,8
81015B000,119
81015B090,10
81015C000,36
81015C01-,16
81015C090,20
81015C10-,38
81015C19-,10
81015D001,148
81015D012,38
81015D090,14
81015E000,118
81015E090,6
81015_UNKNOWN,35
82003A00-,131
82003A01-,122
82003A020,314
82003A03-,147
82003A0PA,154
82003A10-,225
82003A113,18
82003A12-,171
82003A20-,86
82003A212,24
82003A22-,38
82003A40-,8
82003A4PN,30
82003A5PN,14
82003A60-,26
82003A69-,26
82003A70-,10
82003A790,8
82003B00-,26
82003B09-,32
82003B10-,18
82003B19-,12
82003B20-,20
82003B29-,38
82003B30-,6
82003B39-,6
82003B40-,6
82003B49-,8
82003B500,46
82003B512,58
82003B591,16
82003B60-,6
82003B69-,8
82003C00-,6
82003C09-,2
82003C10-,4
82003C19-,6
82003C20-,4
82003C29-,2
82003C300,14
82003C390,6
82003D00-,32
82003D01-,26
82003D09-,14
82003D10-,18
82003D19-,8
82003D20-,4
82003D29-,14
82003D30-,12
82003D39-,30
82003D40-,2
82003D4PN,16
82003D50-,14
82003D51-,12
82003D59-,38
82003D600,14
82003D690,6
82003E00-,24
82003E09-,4
82003E10-,18
82003E19-,24
82003E20-,16
82003E29-,13
82003E30-,28
82003E39-,16
82003E40-,54
82003E49-,10
82003_UNKNOWN,63
82005A00-,46
82005A09-,20
82005A10-,4
82005A19-,10
82005A20-,14
82005A21-,18
82005A22-,4
82005A29-,20
82005B00-,28
82005B01-,4
82005B02-,14
82005B03-,4
82005B091,28
82005B30-,26
82005B310,2
82005B390,10
82005B40-,8
82005B410,10
82005B490,22
82005C00-,2
82005C01-,2
82005C09-,8
82005C10-,24
82005C11-,12
82005C122,2
82005C191,28
82005C20-,12
82005C29-,4
82005C30-,44
82005C39-,16
82005C40-,10
82005C49-,12
82005C50-,4
82005C59-,6
82005C60-,6
82005C69-,8
82005_UNKNOWN,8
82009A00-,50
82009A09-,30
82009A10-,20
82009A20-,2
82009A21-,4
82009A29-,22
82009A30-,36
82009A39-,8
82009B00-,24
82009B09-,6
82009B100,18
82009B190,6
82009C00-,16
82009C09-,8
82009C100,18
82009C190,2
82009C20-,27
82009C212,8
82009C291,4
82009C30-,2
82009C39-,6
82009C40-,22
82009C49-,14
82009C59-,6
82009_UNKNOWN,8
82014A00-,181
82014A01-,16
82014A02-,26
82014A09-,54
82014B00-,22
82014B09-,22
82014B10-,18
82014B19-,4
82014B20-,36
82014B291,34
82014B30-,18
82014B39-,24
82014C001,60
82014C012,14
82014C022,4
82014C091,46
82014C10-,6
82014C19-,50
82014D00-,82
82014D09-,67
82014D19-,82
82014D20-,18
82014D212,28
82014D291,36
82014E001,30
82014E012,26
82014E09-,26
82014E199,8
82014E20-,26
82014E29-,6
82014F00-,49
82014F09-,16
82014F10-,2
82014F19-,12
82014F20-,12
82014F29-,17
82014F301,20
82014F312,16
82014F390,18
82014F40-,20
82014F49-,12
82014G00-,40
82014G09-,4
82014G100,60
82014G112,10
82014G191,6
82014G200,11
82014G290,6
82014G30-,12
82014G31-,16
82014G32-,2
82014G39-,20
82014G40-,24
82014G49-,8
82014_UNKNOWN,52
82032A00-,242
82032A01-,45
82032A020,45
82032A032,26
82032A083,4
82032A0JB,632
82032A0PB,48
82032A10-,86
82032A1PA,8
82032A20-,79
82032A29-,10
82032A30-,36
82032A39-,10
82032A40-,87
82032A49-,4
82032A50-,126
82032A60-,18
82032A69-,2
82032A70-,4
82032A79-,6
82032A80-,50
82032A892,10
82032B00-,74
82032B012,20
82032B091,46
82032B30-,2
82032B39-,4
82032C00-,14
82032C09-,18
82032C100,44
82032C190,12
82032C20-,12
82032C29-,4
82032C300,48
82032C40-,46
82032C49-,8
82032C50-,20
82032C59-,44
82032C600,30
82032C690,22
82032C70-,38
82032C79-,8
82032C802,26
82032D00-,128
82032D09-,16
82032D10-,8
82032D19-,2
82032D20-,30
82032D29-,2
82032D30-,94
82032D39-,10
82032D499,22
82032_UNKNOWN,39
82036A000,89
82036A090,14
82036B00-,10
82036B01-,4
82036B09-,10
82036B10-,8
82036B20-,16
82036C000,48
82036C090,12
82036C100,16
82036C11-,16
82036C190,8
82036C200,2
82036D00-,2
82036D09-,8
82036D10-,6
82036D19-,10
82036D20-,2
82036D21-,10
82036D29-,6
82036D300,12
82036D390,4
82036D40-,4
82036D50-,12
82036D59-,10
82036D60-,14
82036D69-,6
82036E000,36
82036E01-,48
82036E090,18
82036E10-,12
82036E191,2
82036E20-,10
82036E212,16
82036E291,10
82036E30-,4
82036E3PP,12
82036E60-,6
82036F00-,26
82036F09-,16
82036F10-,26
82036F20-,30
82036F29-,8
82036_UNKNOWN,16
82037A00-,46
82037A09-,4
82037A100,26
82037A190,4
82037A200,78
82037A212,2
82037A291,6
82037A30-,32
82037A39-,6
82037A400,10
82037A50-,4
82037A59-,6
82037B00-,50
82037B091,14
82037B10-,21
82037B19-,24
82037B200,49
82037B290,4
82037B40-,14
82037B49-,4
82037C00-,108
82037C09-,54
82037C10-,50
82037C19-,32
82037C201,54
82037C210,118
82037C222,36
82037C290,21
82037D00-,14
82037D012,2
82037D091,14
82037D100,30
82037D190,12
82037D200,16
82037D290,6
82037D30-,12
82037D39-,2
82037E000,34
82037E01-,2
82037E090,4
82037E10-,22
82037E19-,10
82037E20-,4
82037E30-,12
82037E310,12
82037E390,2
82037_UNKNOWN,18
82038A00-,20
82038A01-,4
82038A02-,12
82038A09-,20
82038A102,2
82038A113,4
82038A181,16
82038A20-,4
82038A29-,4
82038A30-,8
82038A39-,22
82038A40-,8
82038A49-,8
82038B000,50
82038B01-,28
82038B090,30
82038B10-,16
82038B11-,4
82038B12-,8
82038B19-,42
82038C000,86
82038C090,28
82038_UNKNOWN,10
83012A001,26
83012A010,30
83012A022,24
83012A09-,189
83012B00-,24
83012B012,20
83012B063,40
83012B091,18
83012B101,42
83012B112,116
83012B123,42
83012B132,24
83012B163,20
83012B191,110
83012B20-,60
83012B21-,14
83012B291,20
83012B314,6
83012C00-,30
83012C09-,6
83012C100,34
83012C19-,19
83012C20-,10
83012C21-,172
83012C222,44
83012C291,2
83012D00-,86
83012D09-,14
83012D100,90
83012D162,30
83012D191,24
83012D20-,34
83012D262,226
83012D291,127
83012D30-,22
83012D39-,10
83012D40-,28
83012D41-,12
83012D49-,2
83012E001,98
83012E01-,66
83012E032,164
83012E043,186
83012E064,76
83012E082,36
83012E091,46
83012E100,23
83012E19-,60
83012E263,575
83012F00-,34
83012F09-,10
83012F10-,22
83012F19-,2
83012G00-,12
83012G09-,8
83012G10-,6
83012H001,131
83012H01-,36
83012H022,72
83012H042,149
83012H091,40
83012H10-,4
83012H163,28
83012J00-,72
83012J062,112
83012J091,34
83012J19-,12
83012J20-,14
83012K000,36
83012K09-,10
83012K10-,16
83012K19-,90
83012L00-,117
83012L09-,23
83012L10-,40
83012L19-,2
83012L20-,8
83012L21-,2
83012L30-,28
83012L39-,12
83012M000,98
83012M091,8
83012M10-,22
83012M20-,24
83012M21-,8
83012M29-,46
83012M362,106
83012_UNKNOWN,68
83013A000,96
83013A09-,28
83013A10-,14
83013A11-,4
83013A120,20
83013A19-,26
83013A200,13
83013A29-,10
83013A30-,6
83013A39-,6
83013B000,38
83013B09-,136
83013B10-,8
83013C000,82
83013C09-,44
83013C10-,28
83013C19-,6
83013C20-,4
83013C391,476
83013C40-,16
83013C412,4
83013C491,32
83013D000,32
83013D09-,12
83013D10-,16
83013D11-,6
83013D19-,2
83013D200,40
83013D29-,20
83013D39-,14
83013_UNKNOWN,20
83028A00-,134
83028A010,125
83028A023,44
83028A082,10
83028A091,10
83028A10-,14
83028A19-,46
83028A20-,14
83028A29-,8
83028A300,93
83028A391,8
83028A400,83
83028B000,96
83028B09-,16
83028C00-,20
83028C090,22
83028C20-,54
83028C212,24
83028C223,12
83028C291,8
83028D00-,24
83028D01-,32
83028D09-,2
83028D20-,18
83028D29-,4
83028D300,18
83028D390,16
83028_UNKNOWN,33
83031A00-,209
83031A011,112
83031A021,33
83031A03-,73
83031A042,2
83031A052,57
83031A062,22
83031A091,33
83031A10-,6
83031A19-,2
83031A20-,42
83031A292,60
83031B00-,50
83031B09-,20
83031B201,46
83031B212,18
83031B29-,12
83031B30-,46
83031B39-,10
83031C000,28
83031C012,2
83031C091,14
83031C100,10
83031C19-,62
83031C201,24
83031C212,10
83031C29-,50
83031C300,14
83031C39-,74
83031C40-,18
83031C49-,16
83031C500,14
83031C590,108
83031D00-,30
83031D09-,10
83031D10-,4
83031D19-,8
83031D20-,4
83031E000,42
83031E090,16
83031E10-,2
83031E20-,16
83031E21-,14
83031E29-,24
83031F000,26
83031F09-,12
83031F10-,6
83031F19-,4
83031_UNKNOWN,30
83034A00-,262
83034A010,158
83034A02-,150
83034A03-,80
83034A04-,100
83034A05-,172
83034A081,10
83034A091,16
83034A10-,43
83034A11-,22
83034A172,6
83034A212,82
83034A22-,34
83034A274,2
83034A315,2
83034B00-,124
83034B012,50
83034B023,20
83034B091,10
83034B101,38
83034B112,67
83034B190,24
83034B201,265
83034B212,62
83034B222,2
83034B233,42
83034B2MA,7
83034B30-,16
83034B39-,8
83034B40-,34
83034B490,4
83034C00-,127
83034C01-,35
83034C022,26
83034C033,8
83034C042,112
83034C081,14
83034C091,12
83034C19-,2
83034D00-,82
83034D01-,41
83034D09-,10
83034E00-,132
83034E01-,196
83034E02-,44
83034E09-,8
83034F00-,32
83034F09-,16
83034F191,2
83034G000,18
83034G09-,46
83034G10-,34
83034G19-,14
83034G20-,24
83034G29-,18
83034_UNKNOWN,65
83040A001,23
83040A012,176
83040A09-,98
83040B00-,64
83040B09-,4
83040B10-,16
83040B19-,6
83040C00-,50
83040C09-,20
83040D001,23
83040D012,18
83040D022,4
83040D091,8
83040D10-,34
83040D112,23
83040D191,20
83040E00-,40
83040E09-,10
83040F00-,40
83040F09-,14
83040G000,195
83040G010,66
83040G090,30
83040H00-,94
83040H01-,24
83040H022,28
83040H091,14
83040_UNKNOWN,34
83044A000,58
83044A090,18
83044A10-,92
83044A20-,26
83044A29-,8
83044A30-,8
83044A39-,20
83044A40-,77
83044A49-,10
83044B00-,40
83044B09-,230
83044B10-,4
83044B19-,92
83044B20-,8
83044B29-,34
83044C001,30
83044C012,2
83044C09-,32
83044C10-,36
83044C19-,4
83044C30-,26
83044C391,4
83044D000,48
83044D09-,10
83044D10-,24
83044D19-,6
83044D200,14
83044D29-,12
83044D300,18
83044D362,368
83044D391,26
83044_UNKNOWN,23
83049A00-,26
83049A01-,38
83049A020,57
83049A082,28
83049A091,6
83049A100,24
83049A110,12
83049A19-,40
83049A20-,20
83049A29-,4
83049A683,18
83049B00-,86
83049B010,40
83049B022,14
83049B091,12
83049B10-,20
83049B112,24
83049B191,6
83049C000,11
83049C012,8
83049C091,10
83049C10-,2
83049C20-,14
83049C29-,4
83049C30-,4
83049C40-,6
83049C59-,2
83049C60-,4
83049_UNKNOWN,16
83055A00-,45
83055A09-,6
83055A100,14
83055A1PN,50
83055A20-,26
83055A29-,14
83055B00-,34
83055B010,32
83055B09-,52
83055B10-,20
83055B11-,18
83055B19-,6
83055B200,32
83055B290,8
83055C000,26
83055C0PN,12
83055C100,20
83055C19-,18
83055C20-,6
83055C29-,2
83055D00-,18
83055D0PN,16
83055E000,54
83055E09-,48
83055E10-,10
83055E19-,54
83055F000,48
83055F09-,98
83055F10-,14
83055F19-,34
83055F20-,32
83055F29-,6
83055_UNKNOWN,24
84009A00-,117
84009A01-,135
84009A02-,151
84009A030,66
84009A04-,240
84009A081,10
84009A091,21
84009A112,54
84009A123,16
84009A132,8
84009A211,55
84009A222,30
84009A230,86
84009A243,10
84009A300,12
84009A392,4
84009B00-,4
84009B01-,6
84009B02-,34
84009B09-,6
84009B10-,14
84009B20-,14
84009B29-,10
84009C000,70
84009C09-,18
84009C10-,14
84009C19-,4
84009C240,2
84009C29-,4
84009C30-,24
84009C39-,6
84009C40-,32
84009C49-,14
84009C59-,4
84009D00-,16
84009D09-,12
84009D10-,82
84009D19-,28
84009E00-,32
84009E09-,40
84009_UNKNOWN,41
84010A00-,110
84010A01-,277
84010A02-,70
84010A042,8
84010A052,36
84010A081,10
84010A091,4
84010A18-,34
84010A19-,2
84010A29-,4
84010B00-,142
84010B0PP,30
84010C00-,38
84010C09-,22
84010C100,20
84010C190,22
84010D00-,54
84010D09-,28
84010E00-,32
84010E09-,36
84010F00-,105
84010F09-,24
84010F10-,25
84010F19-,22
84010F20-,8
84010F29-,14
84010G00-,74
84010G0JA,46
84010G0PA,46
84010H00-,39
84010H09-,14
84010H10-,14
84010H19-,2
84010J00-,16
84010J09-,10
84010J10-,24
84010J19-,14
84010K00-,30
84010K09-,4
84010K19-,12
84010L000,36
84010L090,48
84010_UNKNOWN,22
84016A00-,74
84016A09-,10
84016B00-,44
84016B09-,12
84016C00-,58
84016C012,2
84016C091,12
84016D00-,123
84016D09-,50
84016D10-,10
84016D19-,2
84016D20-,4
84016D29-,2
84016_UNKNOWN,8
84029A00-,186
84029A09-,46
84029B00-,48
84029B09-,14
84029B10-,48
84029B19-,6
84029B29-,14
84029C00-,30
84029C09-,20
84029C10-,20
84029C19-,8
84029C20-,12
84029C29-,2
84029_UNKNOWN,8
84033A00-,51
84033A013,6
84033A091,22
84033A10-,8
84033A11-,2
84033A20-,26
84033A30-,12
84033A39-,2
84033A40-,42
84033A490,12
84033A50-,14
84033A59-,16
84033B000,28
84033B01-,4
84033B020,10
84033B03-,12
84033B090,24
84033B109,18
84033B190,2
84033C000,24
84033C10-,15
84033C19-,8
84033C20-,6
84033C29-,6
84033C300,12
84033D000,112
84033D090,8
84033D10-,10
84033D19-,18
84033D200,8
84033D290,2
84033E00-,47
84033E01-,12
84033E09-,24
84033E20-,2
84033E30-,4
84033E40-,46
84033E49-,40
84033E60-,23
84033E69-,8
84033_UNKNOWN,20
84035A000,160
84035A010,66
84035A0AA,16
84035A0PA,64
84035A29-,2
84035B000,72
84035B09-,52
84035B10-,12
84035B19-,6
84035B29-,4
84035C000,56
84035C090,14
84035D000,87
84035D08-,12
84035D09-,24
84035E00-,68
84035E09-,32
84035F00-,62
84035F01-,26
84035F09-,14
84035G000,50
84035G010,36
84035G09-,22
84035G10-,20
84035G19-,2
84035G20-,12
84035G29-,4
84035_UNKNOWN,12
84043A00-,297
84043A01-,76
84043A02-,73
84043A030,59
84043A040,78
84043A052,6
84043A091,19
84043B000,75
84043B09-,22
84043B10-,12
84043B190,4
84043B30-,10
84043B39-,8
84043B40-,8
84043B49-,2
84043B50-,20
84043B590,2
84043B60-,4
84043C000,33
84043C090,8
84043C10-,18
84043C19-,24
84043C200,6
84043C290,16
84043C30-,22
84043C39-,6
84043C40-,11
84043C49-,2
84043C500,6
84043C59-,4
84043C60-,8
84043D000,10
84043D012,12
84043D091,18
84043D200,92
84043D290,8
84043E00-,18
84043E09-,18
84043E100,42
84043E19-,8
84043E200,10
84043E29-,8
84043F00-,55
84043F09-,28
84043_UNKNOWN,18
84050A000,199
84050A010,95
84050A091,64
84050B00-,18
84050B09-,14
84050B10-,4
84050B200,18
84050B29-,6
84050C00-,49
84050C09-,12
84050D00-,81
84050D09-,8
84050E00-,66
84050E09-,10
84050F00-,16
84050F09-,4
84050F10-,12
84050F19-,6
84050G00-,60
84050G09-,18
84050G10-,20
84050G19-,4
84050G29-,6
84050H00-,123
84050H09-,36
84050_UNKNOWN,20
84059A00-,323
84059A01-,31
84059A02-,107
84059A03-,74
84059A040,200
84059A052,4
84059A091,22
84059A113,44
84059B000,54
84059B09-,34
84059C00-,64
84059C09-,28
84059C10-,34
84059C19-,4
84059C29-,6
84059C30-,12
84059C39-,4
84059D001,110
84059D012,16
84059D090,22
84059D10-,24
84059D19-,8
84059D29-,2
84059E00-,90
84059E09-,24
84059F00-,52
84059F09-,18
84059_UNKNOWN,14
84068A000,123
84068A012,30
84068A091,24
84068B000,94
84068B09-,10
84068B10-,14
84068B112,2
84068B191,10
84068C001,68
84068C012,36
84068C090,274
84068D000,62
84068D09-,2
84068_UNKNOWN,14
84075A001,90
84075A012,56
84075A023,42
84075A032,12
84075A043,8
84075A081,10
84075A090,8
84075B00-,26
84075B08-,6
84075B09-,38
84075C00-,19
84075C01-,14
84075C09-,16
84075D00-,24
84075D09-,6
84075D10-,8
84075D19-,6
84075D20-,12
84075D29-,8
84075E000,70
84075E090,30
84075_UNKNOWN,32
84077A00-,73
84077A010,61
84077A021,73
84077A032,34
84077A042,27
84077A10-,199
84077A110,71
84077A120,44
84077A172,1
84077A191,6
84077B000,10
84077B100,49
84077B190,8
84077B200,46
84077B29-,6
84077C000,34
84077C090,26
84077C10-,9
84077C19-,8
84077C20-,17
84077C29-,6
84077C30-,21
84077C39-,20
84077C40-,8
84077C49-,10
84077D001,17
84077D012,40
84077D023,40
84077D091,39
84077D10-,49
84077D19-,41
84077E01-,14
84077E020,42
84077E09-,24
84077E10-,10
84077F00-,10
84077F01-,16
84077F09-,6
84077F10-,10
84077F20-,20
84077F30-,12
84077F39-,6
84077F40-,8
84077F50-,12
84077F59-,4
84077F60-,10
84077F69-,2
84077G00-,46
84077G010,14
84077G022,4
84077G091,24
84077H00-,8
84077H09-,4
84077H10-,6
84077H11-,16
84077H12-,2
84077H19-,2
