CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR
11002P242,,2013
11002P500,,2013
11002P589,,2013
11002P590,,2013
11002Q001,170000.0,2013
11002Q001,107000.0,2013
11002Q012,175500.0,2013
11002Q012,,2013
11002Q021,,2013
11002Q03-,,2013
11002Q03-,130000.0,2013
11002Q04-,205000.0,2013
11002Q04-,131000.0,2013
11002Q052,,2013
11002Q10-,185000.0,2013
11002Q10-,,2013
11002Q10-,186000.0,2013
11002Q10-,134000.0,2013
11002Q11-,,2013
11002Q12-,199900.0,2013
11002Q12-,,2013
11002Q13-,217500.0,2013
11002Q13-,125000.0,2013
11002Q14-,228000.0,2013
11002Q14-,,2013
11002Q17-,,2013
11002Q201,225000.0,2013
11002Q201,143000.0,2013
11002Q212,,2013
11002Q212,127000.0,2013
11002Q222,,2013
11002Q233,,2013
11002Q242,,2013
11002Q2AA,,2013
11002Q30-,,2013
11002R00-,,2013
11002R01-,205000.0,2013
11002R01-,145000.0,2013
11002R02-,,2013
11002R03-,174250.0,2013
11002R03-,116750.0,2013
11002R04-,,2013
11002R05-,215000.0,2013
11002R05-,,2013
11002R101,160000.0,2013
11002R101,102500.0,2013
11002R110,,2013
11002R110,125000.0,2013
11002R12-,150000.0,2013
11002R12-,,2013
11002R13-,172500.0,2013
11002R13-,114000.0,2013
11002R180,,2013
11002R19-,,2013
11002R19-,101000.0,2013
11002R20-,,2013
11002R20-,134000.0,2013
11002R21-,135000.0,2013
11002R22-,,2013
11002R22-,120000.0,2013
11002R23-,,2013
11002R23-,153000.0,2013
11002R24-,218500.0,2013
11002R24-,130000.0,2013
11002R30-,,2013
11002R31-,217500.0,2013
11002R31-,145000.0,2013
11002R32-,,2013
11002R33-,233500.0,2013
11002R33-,115000.0,2013
11002R34-,,2013
11002R35-,,2013
11002R35-,129500.0,2013
11002R401,250000.0,2013
11002R401,129000.0,2013
11002R41-,242500.0,2013
11002R41-,,2013
11002R41-,245000.0,2013
11002R42-,,2013
11002R43-,,2013
11002R43-,167000.0,2013
11002R44-,210000.0,2013
11002R44-,,2013
11002R47-,,2013
11002S00-,230000.0,2013
11002S00-,107000.0,2013
11002S01-,179000.0,2013
11002S01-,97500.0,2013
11002S02-,156500.0,2013
11002S02-,125000.0,2013
11002S03-,,2013
11002S03-,126250.0,2013
11002S04-,207500.0,2013
11002S04-,95000.0,2013
11002S05-,,2013
11002S05-,87500.0,2013
11002S10-,,2013
11002S10-,120000.0,2013
11002S11-,,2013
11002S11-,121500.0,2013
11002S12-,,2013
11002S12-,124500.0,2013
11002S13-,,2013
11002S20-,,2013
11002S2MJ,,2013
11002S30-,183995.0,2013
11002S30-,,2013
11002S31-,157000.0,2013
11002S31-,,2013
11002S41-,,2013
11002S42-,,2013
11002S42-,124000.0,2013
11002S43-,,2013
11002T00-,176750.0,2013
11002T00-,,2013
11002T01-,,2013
11002T02-,,2013
11002T02-,117000.0,2013
11002T03-,230000.0,2013
11002T03-,,2013
11002T04-,,2013
11002T04-,158000.0,2013
11002T05-,,2013
11002T09-,,2013
11002T10-,,2013
11002T10-,167500.0,2013
11002T111,,2013
11002T111,136750.0,2013
11002T12-,,2013
11002T13-,,2013
11002T13-,178000.0,2013
11002T14-,,2013
11002T14-,162000.0,2013
11002T180,,2013
11002T20-,,2013
11002T20-,125000.0,2013
11002T21-,,2013
11002T22-,241500.0,2013
11002T22-,,2013
11002T23-,207500.0,2013
11002T23-,,2013
11002T24-,,2013
11002T30-,,2013
11002T39-,,2013
11002T412,,2013
11002T412,187000.0,2013
11002T42-,,2013
11002T42-,164500.0,2013
11002U00-,,2013
11002U00-,149500.0,2013
11002U01-,,2013
11002U01-,169250.0,2013
11002U02-,,2013
11002U03-,185000.0,2013
11002U03-,,2013
11002U10-,,2013
11002U10-,155000.0,2013
11002U11-,,2013
11002U11-,426250.0,2013
11002U20-,190000.0,2013
11002U20-,134650.0,2013
11002U21-,188500.0,2013
11002U21-,,2013
11002U22-,,2013
11002U30-,,2013
11002U30-,170000.0,2013
11002U31-,,2013
11002U32-,,2013
11002U33-,,2013
11002U33-,171000.0,2013
11002U40-,,2013
11002U41-,,2013
11002U43-,,2013
11002U47-,,2013
11002U57-,,2013
11002U60-,,2013
11002V00-,,2013
11002V00-,115000.0,2013
11002V01-,195000.0,2013
11002V01-,120000.0,2013
11002V02-,,2013
11002V03-,,2013
11002V04-,,2013
11002V05-,175000.0,2013
11002V05-,,2013
11002V10-,170000.0,2013
11002V10-,152500.0,2013
11002V11-,170000.0,2013
11002V11-,110000.0,2013
11002V12-,,2013
11002V13-,185000.0,2013
11002V13-,,2013
11002V14-,174000.0,2013
11002V14-,,2013
11002V19-,,2013
11002V20-,,2013
11002V21-,,2013
11002V22-,,2013
11002V23-,,2013
11002V301,169000.0,2013
11002V301,,2013
11002V312,,2013
11002V322,,2013
11002_UNKNOWN,240000.0,2013
11002_UNKNOWN,,2013
11002_UNKNOWN,250000.0,2013
11002_UNKNOWN,215000.0,2013
11004A00-,,2013
11004A01-,,2013
11004A01-,181250.0,2013
11004A02-,,2013
11004A03-,,2013
11004A081,,2013
11004A09-,,2013
11004A10-,,2013
11004A19-,,2013
11004A21-,,2013
11004A220,,2013
11004A23-,,2013
11004A242,,2013
11004B000,,2013
11004B010,,2013
11004B022,,2013
11004_UNKNOWN,,2013
11004_UNKNOWN,357500.0,2013
11005A00-,,2013
11005A00-,115000.0,2013
11005A01-,130000.0,2013
11005A01-,,2013
11005A02-,,2013
11005A03-,,2013
11005A04-,120000.0,2013
11005A04-,,2013
11005A051,,2013
11005A072,,2013
11005A093,,2013
11005A10-,,2013
11005A184,,2013
11005A191,,2013
11005A20-,,2013
11005A211,220000.0,2013
11005A211,,2013
11005A211,222250.0,2013
11005A22-,,2013
11005A232,,2013
11005A242,,2013
11005A25-,,2013
11005A30-,170000.0,2013
11005A30-,,2013
11005_UNKNOWN,,2013
11007A00-,,2013
11007A01-,,2013
11007A020,,2013
11007A03-,200000.0,2013
11007A03-,165000.0,2013
11007A04-,265000.0,2013
11007A04-,,2013
11007A04-,272500.0,2013
11007A04-,150000.0,2013
11007_UNKNOWN,,2013
11008A00-,,2013
11008A01-,,2013
11008A020,301783.0,2013
11008A020,,2013
11008A020,310000.0,2013
11008A020,187000.0,2013
11008A03-,275000.0,2013
11008A03-,,2013
11008A03-,319000.0,2013
11008A04-,,2013
11008A04-,310000.0,2013
11008A0AA,,2013
11008A0BJ,,2013
11008A0PA,,2013
11008A10-,,2013
11008A11-,,2013
11008A11-,300000.0,2013
11008A12-,,2013
11008A19-,,2013
11008A20-,,2013
11008A20-,285000.0,2013
11008A21-,,2013
11008A21-,300000.0,2013
11008A22-,,2013
11008A283,,2013
11008A30-,,2013
11008A31-,,2013
11008A32-,,2013
11008A332,,2013
11008A3MB,,2013
11008A3PB,,2013
11008A40-,273000.0,2013
11008A40-,,2013
11008A40-,301000.0,2013
11008A49-,,2013
11008A500,,2013
11008A510,,2013
11008A510,810000.0,2013
11008A510,795000.0,2013
11008A59-,,2013
11008_UNKNOWN,,2013
11008_UNKNOWN,377181.0,2013
11009A000,,2013
11009A01-,,2013
11009A02-,,2013
11009A042,,2013
11009A0MC,,2013
11009A0PD,,2013
11009A0QC,,2013
11009A20-,,2013
11009A21-,,2013
11009A222,340000.0,2013
11009A30-,,2013
11009A3AB,,2013
11009A3PB,,2013
11009A49-,,2013
11009A5AA,266000.0,2013
11009B00-,,2013
11009B01-,,2013
11009B02-,,2013
11009B032,,2013
11009B08-,,2013
11009B091,,2013
11009B18-,,2013
11009B19-,,2013
11009B20-,,2013
11009B29-,,2013
11009B2PA,,2013
11009C00-,,2013
11009C01-,,2013
11009C020,,2013
11009C020,340000.0,2013
11009C020,326000.0,2013
11009C03-,,2013
11009C08-,,2013
11009C090,,2013
11009_UNKNOWN,,2013
11009_UNKNOWN,296250.0,2013
11009_UNKNOWN,267500.0,2013
11013A00-,,2013
11013A01-,,2013
11013A02-,,2013
11013A02-,169000.0,2013
11013A03-,,2013
11013A040,265000.0,2013
11013A040,,2013
11013A040,268500.0,2013
11013A050,,2013
11013A090,,2013
11013A101,292000.0,2013
11013A101,,2013
11013A101,293000.0,2013
11013A11-,,2013
11013A12-,,2013
11013A132,,2013
11013A142,263000.0,2013
11013A142,,2013
11013A142,285000.0,2013
11013A20-,,2013
11013A21-,,2013
11013_UNKNOWN,,2013
11016A000,,2013
11016A010,,2013
11016A021,,2013
11016A042,,2013
11016A042,208500.0,2013
11016A052,,2013
11016A091,,2013
11016A101,,2013
11016A112,,2013
11016A112,300000.0,2013
11016A1AJ,,2013
11016A200,,2013
11016A262,,2013
11016A281,,2013
11016A291,,2013
11016A300,,2013
11016A3AJ,,2013
11016A401,,2013
11016A412,,2013
11016A501,,2013
11016A501,315000.0,2013
11016A501,287500.0,2013
11016A592,,2013
11016_UNKNOWN,,2013
11018A000,,2013
11018A010,205750.0,2013
11018A010,,2013
11018A010,217500.0,2013
11018A021,165000.0,2013
11018A021,,2013
11018A021,170000.0,2013
11018A030,,2013
11018A042,,2013
11018A054,,2013
11018A101,120000.0,2013
11018A101,,2013
11018A111,198750.0,2013
11018A122,,2013
11018A132,,2013
11018A143,,2013
11018_UNKNOWN,,2013
11021A00-,267500.0,2013
11021A00-,,2013
11021A00-,272500.0,2013
11021A01-,,2013
11021A02-,,2013
11021A03-,,2013
11021A04-,,2013
11021A052,,2013
11021A062,,2013
11021_UNKNOWN,,2013
11022A001,,2013
11022A012,,2013
11022A02-,,2013
11022A032,,2013
11022A10-,,2013
11022A11-,,2013
11022A120,,2013
11022A181,,2013
11022A19-,,2013
11022A201,,2013
11022A21-,,2013
11022A21-,465000.0,2013
11022A22-,,2013
11022A232,,2013
11022A2AA,,2013
11022A30-,,2013
11022A31-,,2013
11022A322,,2013
11022A382,,2013
11022A39-,,2013
11022A401,,2013
11022A412,,2013
11022A423,,2013
11022A48-,,2013
11022A692,,2013
11022_UNKNOWN,,2013
11022_UNKNOWN,255000.0,2013
11023A00-,204750.0,2013
11023A00-,,2013
11023A00-,212000.0,2013
11023A01-,,2013
11023A01-,240000.0,2013
11023A02-,,2013
11023A02-,295000.0,2013
11023A03-,201250.0,2013
11023A03-,,2013
11023A04-,,2013
11023A04-,198500.0,2013
11023A050,,2013
11023A062,,2013
11023A08-,,2013
11023A10-,247000.0,2013
11023A10-,,2013
11023A11-,,2013
11023A122,,2013
11023A133,,2013
11023A191,,2013
11023A200,,2013
11023A200,490000.0,2013
11023A200,480000.0,2013
11023A212,,2013
11023B30-,229000.0,2013
11023B30-,,2013
11023B30-,229500.0,2013
11023B31-,,2013
11023B32-,399000.0,2013
11023B32-,,2013
11023B330,,2013
11023B40-,,2013
11023B49-,,2013
11023_UNKNOWN,,2013
11024A00-,249000.0,2013
11024A00-,,2013
11024A01-,,2013
11024A02-,,2013
11024A03-,,2013
11024A04-,,2013
11024A05-,,2013
11024A10-,,2013
11024A132,,2013
11024A191,,2013
11024A1MA,,2013
11024A1PA,,2013
11024A200,,2013
11024A210,,2013
11024A220,,2013
11024A280,,2013
11024A30-,,2013
11024A412,,2013
11024A423,,2013
11024B00-,,2013
11024B012,,2013
11024B190,,2013
11024_UNKNOWN,,2013
11025A000,,2013
11025A01-,,2013
11025A02-,,2013
11025A042,,2013
11025A053,,2013
11025A08-,,2013
11025A091,,2013
11025A184,,2013
11025_UNKNOWN,,2013
11029A00-,231500.0,2013
11029A00-,158000.0,2013
11029A01-,,2013
11029A02-,270000.0,2013
11029A02-,,2013
11029A041,,2013
11029A07-,,2013
11029A10-,248000.0,2013
11029A10-,,2013
11029A11-,277500.0,2013
11029A11-,,2013
11029A11-,278400.0,2013
11029A12-,,2013
11029A13-,,2013
11029A14-,,2013
11029A14-,161250.0,2013
11029A172,,2013
11029A201,247500.0,2013
11029A201,148000.0,2013
11029A211,,2013
11029A22-,,2013
11029A232,,2013
11029A242,,2013
11029A301,,2013
11029_UNKNOWN,,2013
11030A00-,181000.0,2013
11030A00-,161000.0,2013
11030A01-,187500.0,2013
11030A01-,,2013
11030A02-,172500.0,2013
11030A02-,,2013
11030A02-,175000.0,2013
11030A03-,,2013
11030A03-,259500.0,2013
11030A10-,,2013
11030A17-,,2013
11030_UNKNOWN,,2013
11035A000,,2013
11035A01-,,2013
11035A022,,2013
11035A08-,,2013
11035A10-,,2013
11035A20-,,2013
11035A29-,,2013
11035A30-,,2013
11035A39-,,2013
11035B00-,,2013
11035B010,,2013
11035B02-,,2013
11035B032,,2013
11035B043,,2013
11035B19-,,2013
11035B2PA,,2013
11035C00-,,2013
11035C01-,,2013
11035C022,,2013
11035C09-,,2013
11035C29-,,2013
11035C39-,,2013
11035D001,,2013
11035D082,,2013
11035D0AA,,2013
11035D0PA,,2013
11035D10-,,2013
11035D19-,,2013
11035_UNKNOWN,,2013
11037A01-,,2013
11037A02-,,2013
11037A032,,2013
11037A080,,2013
11037A091,,2013
11037A0ON,,2013
11037A10-,,2013
11037A19-,,2013
11037B00-,,2013
11037B01-,,2013
11037B022,,2013
11037B091,,2013
11037C000,,2013
11037C010,,2013
11037C022,,2013
11037C081,,2013
11037C090,,2013
11037C100,,2013
11037C110,,2013
11037C12-,,2013
11037C180,,2013
11037C19-,,2013
11037C20-,,2013
11037_UNKNOWN,,2013
11038A000,,2013
11038A010,225000.0,2013
11038A010,,2013
11038A020,,2013
11038A030,,2013
11038A04-,,2013
11038A070,,2013
11038A1AR,,2013
11038A1BR,,2013
11038_UNKNOWN,,2013
11039A00-,,2013
11039A00-,310500.0,2013
11039A010,,2013
11039A010,261250.0,2013
11039A02-,,2013
11039A03-,,2013
11039A04-,,2013
11039A081,,2013
11039A10-,,2013
11039A11-,,2013
11039A122,,2013
11039A20-,,2013
11039A21-,,2013
11039A21-,517500.0,2013
11039A22-,,2013
11039A23-,,2013
11039A28-,,2013
11039A29-,,2013
11039B000,,2013
11039B01-,,2013
11039B01-,410000.0,2013
11039B02-,,2013
11039B032,,2013
11039B08-,,2013
11039B091,,2013
11039B10-,,2013
11039B19-,,2013
11039_UNKNOWN,,2013
11040A00-,,2013
11040A00-,189000.0,2013
11040A01-,,2013
11040A02-,,2013
11040A02-,320000.0,2013
11040A03-,,2013
11040A03-,185000.0,2013
11040A040,240000.0,2013
11040A040,,2013
11040A050,251500.0,2013
11040A060,202500.0,2013
11040A060,,2013
11040A060,243500.0,2013
11040A072,,2013
11040A0AA,,2013
11040A0PA,,2013
11040A10-,257000.0,2013
11040A10-,,2013
11040A10-,255000.0,2013
11040A11-,,2013
11040A11-,490000.0,2013
11040A12-,,2013
11040A13-,,2013
11040A14-,,2013
11040A14-,532500.0,2013
11040A182,,2013
11040A201,,2013
11040A201,156000.0,2013
11040A211,,2013
11040A222,,2013
11040A232,,2013
11040A242,,2013
11040A253,,2013
11040A27-,,2013
11040A30-,,2013
11040A312,,2013
11040A322,,2013
11040A391,,2013
11040A40-,,2013
11040A410,,2013
11040_UNKNOWN,,2013
11040_UNKNOWN,245750.0,2013
11044A001,,2013
11044A010,,2013
11044A02-,,2013
11044A032,,2013
11044A032,234500.0,2013
11044A042,,2013
11044A10-,,2013
11044A112,,2013
11044A191,,2013
11044A21-,,2013
11044B001,,2013
11044B012,,2013
11044B022,240000.0,2013
11044B022,,2013
11044B022,251500.0,2013
11044B022,152000.0,2013
11044B091,,2013
11044B100,,2013
11044B11-,,2013
11044_UNKNOWN,,2013
11050A000,215000.0,2013
11050A000,,2013
11050A01-,,2013
11050A02-,,2013
11050A03-,,2013
11050A04-,,2013
11050A052,,2013
11050A100,,2013
11050A110,,2013
11050A19-,,2013
11050A274,,2013
11050_UNKNOWN,,2013
11052A00-,,2013
11052A010,,2013
11052A02-,,2013
11052A03-,,2013
11052A041,,2013
11052A041,316500.0,2013
11052A052,,2013
11052A072,,2013
11052A091,,2013
11052A100,,2013
11052A110,,2013
11052A12-,,2013
11052A180,,2013
11052A200,,2013
11052A212,,2013
11052A290,,2013
11052A3MA,,2013
11052A3PA,,2013
11052_UNKNOWN,,2013
11053A000,,2013
11053A02-,,2013
11053A03-,,2013
11053A04-,,2013
11053A052,,2013
11053A091,,2013
11053A101,,2013
11053A11-,,2013
11053A122,,2013
11053A132,,2013
11053A1AA,,2013
11053A1BB,,2013
11053A1PA,,2013
11053A1QB,,2013
11053A29-,,2013
11053A381,,2013
11053A400,,2013
11053A49-,,2013
11053A512,,2013
11053A591,,2013
11053A610,,2013
11053A622,,2013
11053A681,,2013
11053B000,,2013
11053B022,,2013
11053B033,,2013
11053B09-,,2013
11053B19-,,2013
11053_UNKNOWN,,2013
11053_UNKNOWN,224000.0,2013
11054A00-,,2013
11054A02-,,2013
11054A0AA,,2013
11054A0BA,,2013
11054A0CB,,2013
11054A0PA,,2013
11054A19-,,2013
11054B00-,,2013
11054B01-,,2013
11054B022,,2013
11054B08-,,2013
11054B091,,2013
11054C00-,,2013
11054C01-,,2013
11054C081,,2013
11054C112,,2013
11054D00-,,2013
11054D08-,,2013
11054D0AA,,2013
11054D0PA,,2013
11054D19-,,2013
11054E00-,,2013
11054E022,,2013
11054E08-,,2013
11054_UNKNOWN,,2013
11055A000,,2013
11055A02-,,2013
11055A03-,,2013
11055A091,,2013
11055A0BP,,2013
11055A10-,,2013
11055A11-,,2013
11055A142,,2013
11055A152,,2013
11055A191,,2013
11055A213,,2013
11055A224,,2013
11055A235,,2013
11055A242,,2013
11055A313,,2013
11055B000,,2013
11055B010,,2013
11055B030,,2013
11055B080,,2013
11055B110,,2013
11055B120,,2013
11055_UNKNOWN,,2013
11056A00-,,2013
11056A01-,,2013
11056A02-,,2013
11056A03-,,2013
11056A04-,,2013
11056A05-,,2013
11056A091,,2013
11056A210,,2013
11056A220,,2013
11056A312,,2013
11056A412,,2013
11056B00-,198500.0,2013
11056B00-,,2013
11056B00-,200000.0,2013
11056B00-,199000.0,2013
11056B01-,,2013
11056B02-,200000.0,2013
11056B02-,,2013
11056B032,,2013
11056B053,,2013
11056B091,,2013
11056B17-,,2013
11056_UNKNOWN,,2013
11057A00-,,2013
11057A010,,2013
11057A02-,,2013
11057A03-,,2013
11057A042,,2013
11057A10-,,2013
11057A110,,2013
11057A132,,2013
11057B00-,,2013
11057B02-,,2013
11057B04-,,2013
11057B0PA,,2013
11057B212,,2013
11057B22-,,2013
11057B233,,2013
11057B314,,2013
11057B32-,,2013
11057B335,,2013
11057_UNKNOWN,,2013
12002A001,,2013
12002A012,227500.0,2013
12002A012,,2013
12002A023,,2013
12002A0AB,,2013
12002A0PB,,2013
12002A200,,2013
12002A21-,,2013
12002A29-,,2013
12002A300,,2013
12002A300,252250.0,2013
12002A3MA,,2013
12002A3PA,,2013
12002_UNKNOWN,,2013
12005A000,,2013
12005A000,175000.0,2013
12005A01-,,2013
12005A02-,,2013
12005A032,,2013
12005A081,,2013
12005A091,,2013
12005A100,,2013
12005A11-,,2013
12005A190,,2013
12005B00-,,2013
12005B01-,,2013
12005B18-,,2013
12005B191,,2013
12005B202,,2013
12005B291,,2013
12005B39-,,2013
12005_UNKNOWN,,2013
12007A001,185000.0,2013
12007A001,,2013
12007A01-,,2013
12007A021,,2013
12007A032,,2013
12007A043,,2013
12007A052,,2013
12007A073,,2013
12007A081,,2013
12007A09-,,2013
12007A100,,2013
12007A112,,2013
12007A122,,2013
12007A191,,2013
12007B00-,,2013
12007B012,,2013
12007B081,,2013
12007B09-,,2013
12007B100,,2013
12007B20-,,2013
12007B3PA,,2013
12007C00-,,2013
12007C01-,,2013
12007D00-,,2013
12007D09-,,2013
12007_UNKNOWN,,2013
12007_UNKNOWN,200000.0,2013
12009A000,219500.0,2013
12009A000,,2013
12009A000,228000.0,2013
12009A012,,2013
12009A023,,2013
12009A031,,2013
12009A041,,2013
12009A072,,2013
12009A0MA,,2013
12009A0PA,,2013
12009A10-,,2013
12009A19-,,2013
12009A200,,2013
12009A200,202500.0,2013
12009A211,,2013
12009A221,,2013
12009A282,,2013
12009A313,,2013
12009_UNKNOWN,,2013
12014A001,,2013
12014A01-,,2013
12014A022,,2013
12014A033,,2013
12014A042,,2013
12014A053,,2013
12014A0MB,,2013
12014A0PB,,2013
12014A19-,,2013
12014A202,,2013
12014A291,,2013
12014A30-,,2013
12014A31-,,2013
12014A322,,2013
12014A391,,2013
12014A49-,,2013
12014A50-,,2013
12014A522,,2013
12014A5MA,,2013
12014A5PA,,2013
12014B000,,2013
12014B012,,2013
12014B023,,2013
12014B091,,2013
12014C00-,,2013
12014C01-,,2013
12014C022,,2013
12014C033,,2013
12014C044,,2013
12014C091,,2013
12014C10-,,2013
12014C19-,,2013
12014D001,,2013
12014D010,,2013
12014D022,,2013
12014E001,,2013
12014E01-,,2013
12014E022,,2013
12014E091,,2013
12014E10-,,2013
12014E11-,,2013
12014E122,,2013
12014E191,,2013
12014F000,,2013
12014F01-,,2013
12014F022,,2013
12014F091,,2013
12014F091,295000.0,2013
12014F091,254500.0,2013
12014F10-,,2013
12014F18-,,2013
12014F19-,,2013
12014_UNKNOWN,159000.0,2013
12014_UNKNOWN,,2013
12014_UNKNOWN,194500.0,2013
12021A00-,,2013
12021A01-,,2013
12021A02-,165000.0,2013
12021A02-,,2013
12021A03-,,2013
12021A03-,197894.0,2013
12021A04-,,2013
12021A051,,2013
12021A101,191000.0,2013
12021A101,,2013
12021A111,,2013
12021A122,,2013
12021A132,,2013
12021A18-,,2013
12021A19-,,2013
12021A200,,2013
12021A212,,2013
12021A291,,2013
12021A301,192500.0,2013
12021A301,,2013
12021A311,,2013
12021A322,,2013
12021A333,,2013
12021A342,,2013
12021A353,,2013
12021A40-,220000.0,2013
12021A40-,,2013
12021A411,,2013
12021A422,,2013
12021A4MA,,2013
12021A4PA,,2013
12021A512,,2013
12021B000,,2013
12021B012,,2013
12021B023,,2013
12021B0MA,,2013
12021B0PA,,2013
12021_UNKNOWN,,2013
12025A00-,,2013
12025A011,,2013
12025A02-,,2013
12025A031,,2013
12025A031,175000.0,2013
12025A041,,2013
12025A05-,,2013
12025A06-,,2013
12025A06-,140000.0,2013
12025A10-,,2013
12025A10-,125000.0,2013
12025A11-,,2013
12025A12-,218250.0,2013
12025A12-,,2013
12025A192,,2013
12025A20-,178000.0,2013
12025A20-,,2013
12025A21-,,2013
12025A22-,190000.0,2013
12025A22-,,2013
12025A23-,,2013
12025A245,,2013
12025A256,,2013
12025A301,184000.0,2013
12025A301,,2013
12025A31-,,2013
12025A32-,,2013
12025A332,185000.0,2013
12025A332,,2013
12025A332,135000.0,2013
12025A342,,2013
12025A401,225000.0,2013
12025A401,,2013
12025A410,230182.0,2013
12025A410,,2013
12025A42-,193750.0,2013
12025A42-,,2013
12025A430,,2013
12025A441,,2013
12025A45-,,2013
12025A462,,2013
12025A470,,2013
12025A50-,200000.0,2013
12025A50-,,2013
12025A50-,204000.0,2013
12025A51-,,2013
12025A521,,2013
12025A532,,2013
12025A60-,,2013
12025A61-,,2013
12025A620,178000.0,2013
12025A620,129000.0,2013
12025A64-,,2013
12025A662,215000.0,2013
12025A662,,2013
12025A67-,,2013
12025A690,,2013
12025A6MJ,,2013
12025A70-,167750.0,2013
12025A70-,,2013
12025A77-,,2013
12025A7MJ,,2013
12025A80-,,2013
12025A810,,2013
12025A82-,,2013
12025A830,,2013
12025A84-,,2013
12025A88-,,2013
12025A899,,2013
12025A912,,2013
12025A912,125500.0,2013
12025A921,144750.0,2013
12025A921,,2013
12025A932,,2013
12025A942,,2013
12025A952,,2013
12025B000,,2013
12025B01-,,2013
12025B020,,2013
12025B032,,2013
12025B042,,2013
12025B081,,2013
12025B091,,2013
12025C00-,,2013
